"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LIMA (000)",3408878,1415612,504127,1069703,71884,71527,153917,122108
"Agric., ganadería, caza y silvicultura (001)",32982,3189,9917,15390,1631,2855,,
"Pesca (002)",3971,1107,1719,993,110,42,,
"Explotación de minas y canteras (003)",12075,7687,3260,788,328,12,,
"Industrias manufactureras (004)",459439,67558,217634,153423,14783,6041,,
"Suministro de electricidad, gas y agua (005)",8124,4543,3171,342,48,20,,
"Construcción (006)",194476,18126,112134,59423,3822,971,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",788017,258006,35258,426973,23131,44649,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",89465,19395,21972,42983,3665,1450,,
"Comercio al por mayor (009)",57036,36766,3453,12794,2449,1574,,
"Comercio al por menor (010)",641516,201845,9833,371196,17017,41625,,
"Hoteles y restaurantes (011)",184018,94184,10888,67872,5748,5326,,
"Trans., almac. y comunicaciones (012)",335005,128024,37574,162418,4841,2148,,
"Intermediación financiera (013)",42519,40967,253,896,357,46,,
"Activid.inmobil., empres. y alquileres (014)",344490,257935,20939,55372,8891,1353,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",121092,115377,5715,,,,,
"Enseñanza (016)",187001,162489,305,22839,926,442,,
"Servicios sociales y de salud (017)",111205,91034,926,17337,1541,367,,
"Otras activ. serv.comun.soc y personales (018)",162056,86264,15553,55458,2850,1931,,
"Hogares privados con servicio doméstico (019)",153917,,,,,,153917,
"Organiz. y organos extraterritoriales (020)",451,451,,,,,,
"Actividad economica no especificada (021)",145932,78671,28881,30179,2877,5324,,
"Desocupado (022)",122108,,,,,,,122108
"Hombres (023)",2018280,770266,408539,688283,48095,25207,7245,70645
"Agric., ganadería, caza y silvicultura (024)",25119,2282,7813,12205,1333,1486,,
"Pesca (025)",3454,766,1624,932,98,34,,
"Explotación de minas y canteras (026)",9951,5855,3097,693,294,12,,
"Industrias manufactureras (027)",310154,40734,153469,102140,10343,3468,,
"Suministro de electricidad, gas y agua (028)",7052,3610,3072,312,42,16,,
"Construcción (029)",186177,14362,109602,57753,3570,890,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",426434,131241,33442,235808,14624,11319,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",80479,13907,21350,40928,3338,956,,
"Comercio al por mayor (032)",34268,21003,3160,7919,1761,425,,
"Comercio al por menor (033)",311687,96331,8932,186961,9525,9938,,
"Hoteles y restaurantes (034)",71353,43317,5974,17600,2616,1846,,
"Trans., almac. y comunicaciones (035)",292389,95864,35534,155216,4086,1689,,
"Intermediación financiera (036)",22542,21538,204,507,268,25,,
"Activid.inmobil., empres. y alquileres (037)",225873,162078,16168,40340,6560,727,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",86042,82852,3190,,,,,
"Enseñanza (039)",65406,55063,257,9600,335,151,,
"Servicios sociales y de salud (040)",36197,27269,451,7586,801,90,,
"Otras activ. serv.comun.soc y personales (041)",88114,44290,12322,29111,1379,1012,,
"Hogares privados con servicio doméstico (042)",7245,,,,,,7245,
"Organiz. y organos extraterritoriales (043)",270,270,,,,,,
"Actividad economica no especificada (044)",83863,38875,22320,18480,1746,2442,,
"Desocupado (045)",70645,,,,,,,70645
"Mujeres (046)",1390598,645346,95588,381420,23789,46320,146672,51463
"Agric., ganadería, caza y silvicultura (047)",7863,907,2104,3185,298,1369,,
"Pesca (048)",517,341,95,61,12,8,,
"Explotación de minas y canteras (049)",2124,1832,163,95,34,,,
"Industrias manufactureras (050)",149285,26824,64165,51283,4440,2573,,
"Suministro de electricidad, gas y agua (051)",1072,933,99,30,6,4,,
"Construcción (052)",8299,3764,2532,1670,252,81,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",361583,126765,1816,191165,8507,33330,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",8986,5488,622,2055,327,494,,
"Comercio al por mayor (055)",22768,15763,293,4875,688,1149,,
"Comercio al por menor (056)",329829,105514,901,184235,7492,31687,,
"Hoteles y restaurantes (057)",112665,50867,4914,50272,3132,3480,,
"Trans., almac. y comunicaciones (058)",42616,32160,2040,7202,755,459,,
"Intermediación financiera (059)",19977,19429,49,389,89,21,,
"Activid.inmobil., empres. y alquileres (060)",118617,95857,4771,15032,2331,626,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",35050,32525,2525,,,,,
"Enseñanza (062)",121595,107426,48,13239,591,291,,
"Servicios sociales y de salud (063)",75008,63765,475,9751,740,277,,
"Otras activ. serv.comun.soc y personales (064)",73942,41974,3231,26347,1471,919,,
"Hogares privados con servicio doméstico (065)",146672,,,,,,146672,
"Organiz. y organos extraterritoriales (066)",181,181,,,,,,
"Actividad economica no especificada (067)",62069,39796,6561,11699,1131,2882,,
"Desocupado (068)",51463,,,,,,,51463
,,,,,,,,
"URBANA (069)",3404560,1415201,502690,1067973,71814,71062,153819,122001
"Agric., ganadería, caza y silvicultura (070)",30729,3156,9082,14457,1583,2451,,
"Pesca (071)",3967,1107,1717,992,109,42,,
"Explotación de minas y canteras (072)",12044,7685,3250,769,328,12,,
"Industrias manufactureras (073)",459158,67531,217448,153361,14781,6037,,
"Suministro de electricidad, gas y agua (074)",8113,4539,3166,340,48,20,,
"Construcción (075)",194238,18118,111977,59353,3822,968,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",787594,257948,35231,426676,23123,44616,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",89427,19390,21963,42959,3665,1450,,
"Comercio al por mayor (078)",57012,36758,3445,12791,2449,1569,,
"Comercio al por menor (079)",641155,201800,9823,370926,17009,41597,,
"Hoteles y restaurantes (080)",183890,94147,10874,67804,5744,5321,,
"Trans., almac. y comunicaciones (081)",334696,127987,37511,162215,4837,2146,,
"Intermediación financiera (082)",42517,40965,253,896,357,46,,
"Activid.inmobil., empres. y alquileres (083)",344380,257877,20901,55361,8889,1352,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",121047,115344,5703,,,,,
"Enseñanza (085)",186947,162442,303,22834,926,442,,
"Servicios sociales y de salud (086)",111176,91014,925,17330,1541,366,,
"Otras activ. serv.comun.soc y personales (087)",161951,86233,15513,55424,2850,1931,,
"Hogares privados con servicio doméstico (088)",153819,,,,,,153819,
"Organiz. y organos extraterritoriales (089)",451,451,,,,,,
"Actividad economica no especificada (090)",145842,78657,28836,30161,2876,5312,,
"Desocupado (091)",122001,,,,,,,122001
"Hombres (092)",2015203,770019,407412,686965,48040,24966,7235,70566
"Agric., ganadería, caza y silvicultura (093)",23412,2249,7185,11410,1292,1276,,
"Pesca (094)",3451,766,1623,931,97,34,,
"Explotación de minas y canteras (095)",9925,5853,3088,678,294,12,,
"Industrias manufactureras (096)",309956,40717,153340,102093,10341,3465,,
