"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARABAYA (000)",16746,16023,141,3116,3319,2728,3845,2022,715,137,723,55295
"De 12 a 14 años (001)",31,12,1,6,5,,,,,,19,16
"De 15 a 19 años (002)",508,462,18,371,60,8,5,,,,46,535
"De 20 a 24 años (003)",2059,1811,32,1016,586,136,36,5,,,248,2774
"De 25 a 29 años (004)",2594,2388,19,685,849,565,257,11,2,,206,5242
"De 30 a 34 años (005)",2243,2179,15,307,576,545,603,121,11,1,64,6582
"De 35 a 39 años (006)",2133,2097,15,195,410,449,711,266,45,6,36,7627
"De 40 a 44 años (007)",1694,1674,5,115,241,284,525,370,117,17,20,7323
"De 45 a 49 años (008)",1292,1279,3,82,142,207,403,297,124,21,13,5954
"De 50 y más años (009)",4192,4121,33,339,450,534,1305,952,416,92,71,19242
"Conviviente (010)",7719,7574,65,1875,1981,1412,1461,587,176,17,145,21853
"De 12 a 14 años (011)",24,6,1,3,2,,,,,,18,7
"De 15 a 19 años (012)",383,346,14,273,49,6,4,,,,37,405
"De 20 a 24 años (013)",1489,1445,27,761,509,117,28,3,,,44,2263
"De 25 a 29 años (014)",1837,1811,10,467,659,458,208,7,2,,26,4090
"De 30 a 34 años (015)",1380,1373,8,170,369,355,393,68,9,1,7,4199
"De 35 a 39 años (016)",1057,1049,4,96,203,219,347,156,23,1,8,3891
"De 40 a 44 años (017)",601,599,1,32,88,106,184,137,46,5,2,2670
"De 45 a 49 años (018)",362,361,,21,33,69,126,79,31,2,1,1623
"De 50 y más años (019)",586,584,,52,69,82,171,137,65,8,2,2705
"Separado(a) (020)",1027,1013,17,329,217,167,183,73,19,8,14,2776
"De 12 a 14 años (021)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (022)",45,42,1,39,2,,,,,,3,43
