"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Explotación de minas y canteras (069)",573,3,36,62,21,3,,276,87,85,,
"Industrias manufactureras (070)",110,,,3,,,,98,7,2,,
"Suministro de electricidad, gas y agua (071)",4,,,,,,,1,2,1,,
"Construcción (072)",364,,7,2,1,,,14,155,185,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",411,,,5,1,317,,15,1,72,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",12,,,1,,2,,8,1,,,
"Comercio al por mayor (075)",8,,,,,8,,,,,,
"Comercio al por menor (076)",391,,,4,1,307,,7,,72,,
"Hoteles y restaurantes (077)",199,,,5,,138,,,,56,,
"Trans., almac. y comunicaciones (078)",91,,,1,3,,,,66,21,,
"Intermediación financiera (079)",5,,2,1,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",49,,11,7,9,4,,,5,13,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",277,31,13,13,151,2,,2,6,58,1,
"Enseñanza (082)",499,8,451,3,8,,,,,29,,
"Servicios sociales y de salud (083)",99,,26,45,5,3,,1,,19,,
"Otras activ. serv.comun.soc y personales (084)",36,,1,3,2,3,,,,27,,
"Hogares privados con servicio doméstico (085)",55,,,,,,,,,55,,
"Actividad economica no especificada (087)",217,,2,,5,,,,,1,,209
"Hombres (088)",4162,30,353,116,128,108,1540,383,324,1100,1,79
"Agric., ganadería, caza y silvicultura (089)",2261,,1,2,,,1539,,3,716,,
"Pesca (090)",4,,,,,,1,,,3,,
"Explotación de minas y canteras (091)",555,3,34,61,16,2,,273,86,80,,
"Industrias manufactureras (092)",84,,,1,,,,77,4,2,,
"Suministro de electricidad, gas y agua (093)",4,,,,,,,1,2,1,,
"Construcción (094)",333,,7,2,1,,,14,151,158,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",140,,,4,1,88,,15,1,31,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",11,,,1,,1,,8,1,,,
"Comercio al por mayor (097)",6,,,,,6,,,,,,
"Comercio al por menor (098)",123,,,3,1,81,,7,,31,,
"Hoteles y restaurantes (099)",23,,,1,,12,,,,10,,
"Trans., almac. y comunicaciones (100)",88,,,1,3,,,,66,18,,
"Intermediación financiera (101)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",33,,8,6,4,4,,,5,6,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",185,22,9,11,87,2,,2,6,45,1,
"Enseñanza (104)",310,5,274,2,5,,,,,24,,
"Servicios sociales y de salud (105)",44,,16,22,4,,,1,,1,,
"Otras activ. serv.comun.soc y personales (106)",9,,1,3,1,,,,,4,,
"Actividad economica no especificada (109)",87,,2,,5,,,,,1,,79
"Mujeres (110)",2180,12,197,36,79,362,492,25,8,839,,130
"Agric., ganadería, caza y silvicultura (111)",1088,,,,,,492,1,,595,,
"Explotación de minas y canteras (113)",18,,2,1,5,1,,3,1,5,,
"Industrias manufactureras (114)",26,,,2,,,,21,3,,,
"Construcción (116)",31,,,,,,,,4,27,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",271,,,1,,229,,,,41,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,,1,,,,,,
"Comercio al por mayor (119)",2,,,,,2,,,,,,
"Comercio al por menor (120)",268,,,1,,226,,,,41,,
"Hoteles y restaurantes (121)",176,,,4,,126,,,,46,,
"Trans., almac. y comunicaciones (122)",3,,,,,,,,,3,,
"Intermediación financiera (123)",3,,1,1,,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",16,,3,1,5,,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",92,9,4,2,64,,,,,13,,
"Enseñanza (126)",189,3,177,1,3,,,,,5,,
"Servicios sociales y de salud (127)",55,,10,23,1,3,,,,18,,
"Otras activ. serv.comun.soc y personales (128)",27,,,,1,3,,,,23,,
"Hogares privados con servicio doméstico (129)",55,,,,,,,,,55,,
"Actividad economica no especificada (131)",130,,,,,,,,,,,130
,,,,,,,,,,,,
"RURAL (132)",1784,2,86,12,18,44,998,25,80,463,,56
"Agric., ganadería, caza y silvicultura (133)",1339,,1,1,,,996,,,341,,
"Pesca (134)",4,,,,,,2,,,2,,
"Explotación de minas y canteras (135)",21,,,,,,,10,1,10,,
"Industrias manufactureras (136)",18,,,,,,,13,5,,,
"Construcción (138)",142,,3,,2,,,,63,74,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",30,,,,,22,,,,8,,
"Comercio al por mayor (141)",3,,,,,3,,,,,,
"Comercio al por menor (142)",27,,,,,19,,,,8,,
"Hoteles y restaurantes (143)",23,,,,,22,,,,1,,
"Trans., almac. y comunicaciones (144)",12,,,,1,,,,8,3,,
"Activid.inmobil., empres. y alquileres (146)",4,,1,1,,,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",37,1,2,1,14,,,1,1,17,,
"Enseñanza (148)",76,1,74,,1,,,,,,,
"Servicios sociales y de salud (149)",15,,5,6,,,,,2,2,,
"Otras activ. serv.comun.soc y personales (150)",5,,,3,,,,,,2,,
"Hogares privados con servicio doméstico (151)",2,,,,,,,,,2,,
"Actividad economica no especificada (153)",56,,,,,,,,,,,56
"Hombres (154)",1291,2,56,6,17,16,784,24,75,295,,16
"Agric., ganadería, caza y silvicultura (155)",976,,1,1,,,783,,,191,,
"Pesca (156)",3,,,,,,1,,,2,,
"Explotación de minas y canteras (157)",21,,,,,,,10,1,10,,
"Industrias manufactureras (158)",16,,,,,,,12,4,,,
"Construcción (160)",129,,3,,2,,,,59,65,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",18,,,,,12,,,,6,,
"Comercio al por mayor (163)",3,,,,,3,,,,,,
"Comercio al por menor (164)",15,,,,,9,,,,6,,
"Hoteles y restaurantes (165)",4,,,,,4,,,,,,
"Trans., almac. y comunicaciones (166)",11,,,,1,,,,8,2,,
"Activid.inmobil., empres. y alquileres (168)",3,,1,,,,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",36,1,2,1,13,,,1,1,17,,
"Enseñanza (170)",48,1,46,,1,,,,,,,
"Servicios sociales y de salud (171)",8,,3,2,,,,,2,1,,
"Otras activ. serv.comun.soc y personales (172)",2,,,2,,,,,,,,
"Actividad economica no especificada (175)",16,,,,,,,,,,,16
"Mujeres (176)",493,,30,6,1,28,214,1,5,168,,40
"Agric., ganadería, caza y silvicultura (177)",363,,,,,,213,,,150,,
"Pesca (178)",1,,,,,,1,,,,,
"Industrias manufactureras (180)",2,,,,,,,1,1,,,
"Construcción (182)",13,,,,,,,,4,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",12,,,,,10,,,,2,,
"Comercio al por menor (186)",12,,,,,10,,,,2,,
"Hoteles y restaurantes (187)",19,,,,,18,,,,1,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",1,,,1,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,,1,,,,,,,
"Enseñanza (192)",28,,28,,,,,,,,,
"Servicios sociales y de salud (193)",7,,2,4,,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",3,,,1,,,,,,2,,
"Hogares privados con servicio doméstico (195)",2,,,,,,,,,2,,
"Actividad economica no especificada (197)",40,,,,,,,,,,,40
