"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 50 y más años (049)",1232,41,166,288,312,122,4,299
"Divorciado(a) (050)",138,2,4,5,31,38,24,34
"De 15 a 19 años (052)",3,,,,,,1,2
"De 20 a 24 años (053)",7,,,,,,4,3
"De 25 a 29 años (054)",13,,,,,1,10,2
"De 30 a 34 años (055)",10,,,,,6,1,3
"De 35 a 39 años (056)",15,,,,1,6,4,4
"De 40 a 44 años (057)",20,,,,4,7,3,6
"De 45 a 49 años (058)",17,,,1,3,10,1,2
"De 50 y más años (059)",53,2,4,4,23,8,,12
"Soltero(a) (060)",1531,2,5,21,50,199,422,832
"De 12 a 14 años (061)",6,,,,,,1,5
"De 15 a 19 años (062)",109,,,,,,85,24
"De 20 a 24 años (063)",402,,,,,3,144,255
"De 25 a 29 años (064)",334,,,,,30,99,205
"De 30 a 34 años (065)",199,,,,,52,42,105
"De 35 a 39 años (066)",163,,,,3,50,35,75
"De 40 a 44 años (067)",131,,,,12,47,11,61
"De 45 a 49 años (068)",57,,,1,12,12,4,28
"De 50 y más años (069)",130,2,5,20,23,5,1,74
,,,,,,,,
"URBANA (080)",11674,30,150,483,1155,2648,4416,2792
"De 12 a 14 años (081)",17,,,,,,2,15
"De 15 a 19 años (082)",385,,,,,,231,154
"De 20 a 24 años (083)",1379,,,,,12,876,491
"De 25 a 29 años (084)",1584,,,,,115,1022,447
"De 30 a 34 años (085)",1695,,,,1,366,976,352
"De 35 a 39 años (086)",1564,,,,21,536,721,286
"De 40 a 44 años (087)",1306,,,,100,557,419,230
"De 45 a 49 años (088)",1023,,,5,175,526,144,173
"De 50 y más años (089)",2721,30,150,478,858,536,25,644
"Conviviente (090)",5436,2,13,74,297,1080,2741,1229
"De 12 a 14 años (091)",11,,,,,,2,9
"De 15 a 19 años (092)",274,,,,,,159,115
"De 20 a 24 años (093)",869,,,,,5,611,253
"De 25 a 29 años (094)",992,,,,,57,689,246
"De 30 a 34 años (095)",963,,,,,190,601,172
"De 35 a 39 años (096)",784,,,,11,247,403,123
"De 40 a 44 años (097)",576,,,,43,237,209,87
"De 45 a 49 años (098)",368,,,3,53,187,58,67
"De 50 y más años (099)",599,2,13,71,190,157,9,157
"Separado(a) (100)",953,4,10,56,107,258,298,220
"De 12 a 14 años (101)",2,,,,,,,2
"De 15 a 19 años (102)",29,,,,,,19,10
"De 20 a 24 años (103)",102,,,,,2,68,32
"De 25 a 29 años (104)",95,,,,,12,59,24
"De 30 a 34 años (105)",126,,,,,33,69,24
"De 35 a 39 años (106)",136,,,,2,57,48,29
"De 40 a 44 años (107)",98,,,,6,44,24,24
"De 45 a 49 años (108)",98,,,,15,60,10,13
"De 50 y más años (109)",267,4,10,56,84,50,1,62
"Casado(a) (110)",3636,5,51,215,569,1052,1097,647
"De 12 a 14 años (111)",1,,,,,,,1
"De 15 a 19 años (112)",26,,,,,,12,14
"De 20 a 24 años (113)",168,,,,,4,116,48
"De 25 a 29 años (114)",280,,,,,20,205,55
"De 30 a 34 años (115)",450,,,,1,98,271,80
"De 35 a 39 años (116)",505,,,,4,179,238,84
"De 40 a 44 años (117)",519,,,,39,230,172,78
"De 45 a 49 años (118)",456,,,1,83,242,68,62
"De 50 y más años (119)",1231,5,51,214,442,279,15,225
"Viudo(a) (120)",651,16,72,119,134,104,33,173
"De 20 a 24 años (123)",3,,,,,,3,
"De 25 a 29 años (124)",6,,,,,1,4,1
"De 30 a 34 años (125)",21,,,,,6,9,6
"De 35 a 39 años (126)",26,,,,3,14,5,4
"De 40 a 44 años (127)",34,,,,2,17,8,7
"De 45 a 49 años (128)",53,,,,17,23,4,9
"De 50 y más años (129)",508,16,72,119,112,43,,146
"Divorciado(a) (130)",70,1,1,3,13,19,13,20
"De 15 a 19 años (132)",2,,,,,,1,1
"De 20 a 24 años (133)",2,,,,,,1,1
"De 25 a 29 años (134)",8,,,,,1,5,2
"De 30 a 34 años (135)",6,,,,,4,1,1
"De 35 a 39 años (136)",10,,,,,4,3,3
"De 40 a 44 años (137)",7,,,,1,3,1,2
"De 45 a 49 años (138)",8,,,,1,4,1,2
"De 50 y más años (139)",27,1,1,3,11,3,,8
"Soltero(a) (140)",928,2,3,16,35,135,234,503
"De 12 a 14 años (141)",3,,,,,,,3
"De 15 a 19 años (142)",54,,,,,,40,14
"De 20 a 24 años (143)",235,,,,,1,77,157
"De 25 a 29 años (144)",203,,,,,24,60,119
"De 30 a 34 años (145)",129,,,,,35,25,69
"De 35 a 39 años (146)",103,,,,1,35,24,43
"De 40 a 44 años (147)",72,,,,9,26,5,32
"De 45 a 49 años (148)",40,,,1,6,10,3,20
"De 50 y más años (149)",89,2,3,15,19,4,,46
,,,,,,,,
"RURAL (160)",14025,38,177,540,1413,2943,6667,2247
"De 12 a 14 años (161)",20,,,,,,4,16
"De 15 a 19 años (162)",697,,,,,,474,223
"De 20 a 24 años (163)",1874,,,,,9,1381,484
"De 25 a 29 años (164)",2130,,,,,135,1625,370
"De 30 a 34 años (165)",1818,,,,,312,1275,231
"De 35 a 39 años (166)",1640,,,,12,478,987,163
"De 40 a 44 años (167)",1281,,,,64,521,565,131
"De 45 a 49 años (168)",1122,,,3,162,570,294,93
"De 50 y más años (169)",3443,38,177,537,1175,918,62,536
"Conviviente (170)",7314,4,34,94,403,1239,4433,1107
"De 12 a 14 años (171)",15,,,,,,2,13
"De 15 a 19 años (172)",546,,,,,,372,174
"De 20 a 24 años (173)",1351,,,,,4,1042,305
"De 25 a 29 años (174)",1448,,,,,78,1163,207
"De 30 a 34 años (175)",1110,,,,,161,819,130
"De 35 a 39 años (176)",915,,,,7,235,600,73
"De 40 a 44 años (177)",588,,,,26,237,272,53
"De 45 a 49 años (178)",477,,,1,64,232,143,37
"De 50 y más años (179)",864,4,34,93,306,292,20,115
"Separado(a) (180)",782,3,7,34,89,192,310,147
"De 12 a 14 años (181)",2,,,,,,1,1
"De 15 a 19 años (182)",53,,,,,,31,22
"De 20 a 24 años (183)",115,,,,,2,90,23
"De 25 a 29 años (184)",101,,,,,17,63,21
"De 30 a 34 años (185)",101,,,,,27,61,13
"De 35 a 39 años (186)",80,,,,1,31,36,12
"De 40 a 44 años (187)",56,,,,6,28,13,9
"De 45 a 49 años (188)",62,,,,6,38,11,7
"De 50 y más años (189)",212,3,7,34,76,49,4,39
"Casado(a) (190)",4344,5,37,235,671,1283,1646,467
"De 15 a 19 años (192)",42,,,,,,26,16
"De 20 a 24 años (193)",226,,,,,1,169,56
"De 25 a 29 años (194)",428,,,,,33,344,51
"De 30 a 34 años (195)",515,,,,,103,365,47
"De 35 a 39 años (196)",537,,,,1,178,322,36
"De 40 a 44 años (197)",521,,,,23,211,255,32
"De 45 a 49 años (198)",499,,,,70,265,132,32
"De 50 y más años (199)",1576,5,37,235,577,492,33,197
"Viudo(a) (200)",914,25,94,170,217,146,79,183
"De 20 a 24 años (203)",10,,,,,,10,
"De 25 a 29 años (204)",17,,,,,1,11,5
"De 30 a 34 años (205)",18,,,,,2,13,3
"De 35 a 39 años (206)",43,,,,,17,17,9
"De 40 a 44 años (207)",44,,,,3,20,17,4
"De 45 a 49 años (208)",58,,,1,14,27,7,9
"De 50 y más años (209)",724,25,94,169,200,79,4,153
"Divorciado(a) (210)",68,1,3,2,18,19,11,14
"De 15 a 19 años (212)",1,,,,,,,1
"De 20 a 24 años (213)",5,,,,,,3,2
"De 25 a 29 años (214)",5,,,,,,5,
"De 30 a 34 años (215)",4,,,,,2,,2
"De 35 a 39 años (216)",5,,,,1,2,1,1
"De 40 a 44 años (217)",13,,,,3,4,2,4
"De 45 a 49 años (218)",9,,,1,2,6,,
"De 50 y más años (219)",26,1,3,1,12,5,,4
"Soltero(a) (220)",603,,2,5,15,64,188,329
"De 12 a 14 años (221)",3,,,,,,1,2
"De 15 a 19 años (222)",55,,,,,,45,10
"De 20 a 24 años (223)",167,,,,,2,67,98
"De 25 a 29 años (224)",131,,,,,6,39,86
"De 30 a 34 años (225)",70,,,,,17,17,36
"De 35 a 39 años (226)",60,,,,2,15,11,32
"De 40 a 44 años (227)",59,,,,3,21,6,29
"De 45 a 49 años (228)",17,,,,6,2,1,8
"De 50 y más años (229)",41,,2,5,4,1,1,28
