"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia VIRU (000)",31468,3145,16611,8429,588,1510,401,784
"Agric., ganadería, caza y silvicultura (001)",16368,397,10179,4361,464,967,,
"Pesca (002)",109,,48,17,,44,,
"Explotación de minas y canteras (003)",87,5,65,17,,,,
"Industrias manufactureras (004)",4474,326,3786,319,21,22,,
"Suministro de electricidad, gas y agua (005)",45,16,28,1,,,,
"Construcción (006)",1371,18,1096,234,9,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2865,430,172,1930,37,296,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",270,24,78,148,2,18,,
"Comercio al por mayor (009)",220,66,53,84,7,10,,
"Comercio al por menor (010)",2375,340,41,1698,28,268,,
"Hoteles y restaurantes (011)",800,214,44,466,21,55,,
"Trans., almac. y comunicaciones (012)",1443,367,455,591,13,17,,
"Intermediación financiera (013)",40,39,,1,,,,
"Activid.inmobil., empres. y alquileres (014)",637,411,146,62,9,9,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",234,185,49,,,,,
"Enseñanza (016)",335,295,3,35,1,1,,
"Servicios sociales y de salud (017)",139,109,2,28,,,,
"Otras activ. serv.comun.soc y personales (018)",350,133,56,145,5,11,,
"Hogares privados con servicio doméstico (019)",401,,,,,,401,
"Actividad economica no especificada (021)",986,200,482,222,8,74,,
"Desocupado (022)",784,,,,,,,784
"Hombres (023)",22416,2034,12207,6204,492,927,22,530
"Agric., ganadería, caza y silvicultura (024)",13040,336,7771,3845,417,671,,
"Pesca (025)",104,,44,16,,44,,
"Explotación de minas y canteras (026)",82,3,63,16,,,,
"Industrias manufactureras (027)",2772,248,2240,252,17,15,,
"Suministro de electricidad, gas y agua (028)",41,14,26,1,,,,
"Construcción (029)",1241,17,973,231,8,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1373,206,153,889,17,108,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",248,21,77,134,2,14,,
"Comercio al por mayor (032)",135,42,41,46,3,3,,
"Comercio al por menor (033)",990,143,35,709,12,91,,
"Hoteles y restaurantes (034)",198,55,14,107,3,19,,
"Trans., almac. y comunicaciones (035)",1363,318,444,573,13,15,,
"Intermediación financiera (036)",18,17,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",481,307,110,50,8,6,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",170,137,33,,,,,
"Enseñanza (039)",123,107,3,13,,,,
"Servicios sociales y de salud (040)",66,47,1,18,,,,
"Otras activ. serv.comun.soc y personales (041)",215,100,48,59,4,4,,
"Hogares privados con servicio doméstico (042)",22,,,,,,22,
"Actividad economica no especificada (044)",577,122,284,133,5,33,,
"Desocupado (045)",530,,,,,,,530
"Mujeres (046)",9052,1111,4404,2225,96,583,379,254
"Agric., ganadería, caza y silvicultura (047)",3328,61,2408,516,47,296,,
"Pesca (048)",5,,4,1,,,,
"Explotación de minas y canteras (049)",5,2,2,1,,,,
"Industrias manufactureras (050)",1702,78,1546,67,4,7,,
"Suministro de electricidad, gas y agua (051)",4,2,2,,,,,
"Construcción (052)",130,1,123,3,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1492,224,19,1041,20,188,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",22,3,1,14,,4,,
"Comercio al por mayor (055)",85,24,12,38,4,7,,
"Comercio al por menor (056)",1385,197,6,989,16,177,,
"Hoteles y restaurantes (057)",602,159,30,359,18,36,,
"Trans., almac. y comunicaciones (058)",80,49,11,18,,2,,
"Intermediación financiera (059)",22,22,,,,,,
"Activid.inmobil., empres. y alquileres (060)",156,104,36,12,1,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",64,48,16,,,,,
"Enseñanza (062)",212,188,,22,1,1,,
"Servicios sociales y de salud (063)",73,62,1,10,,,,
"Otras activ. serv.comun.soc y personales (064)",135,33,8,86,1,7,,
"Hogares privados con servicio doméstico (065)",379,,,,,,379,
"Actividad economica no especificada (067)",409,78,198,89,3,41,,
"Desocupado (068)",254,,,,,,,254
,,,,,,,,
"URBANA (069)",24650,2818,13126,6443,350,1009,338,566
"Agric., ganadería, caza y silvicultura (070)",11366,355,7388,2832,235,556,,
"Pesca (071)",58,,39,17,,2,,
"Explotación de minas y canteras (072)",77,4,56,17,,,,
"Industrias manufactureras (073)",4148,310,3525,276,18,19,,
"Suministro de electricidad, gas y agua (074)",40,14,25,1,,,,
"Construcción (075)",1107,16,867,203,9,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2617,394,156,1753,34,280,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",232,21,67,127,2,15,,
"Comercio al por mayor (078)",204,58,52,78,6,10,,
"Comercio al por menor (079)",2181,315,37,1548,26,255,,
"Hoteles y restaurantes (080)",756,200,38,442,21,55,,
"Trans., almac. y comunicaciones (081)",1281,332,409,513,12,15,,
"Intermediación financiera (082)",37,36,,1,,,,
"Activid.inmobil., empres. y alquileres (083)",570,370,133,52,8,7,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",206,168,38,,,,,
"Enseñanza (085)",274,240,3,29,1,1,,
"Servicios sociales y de salud (086)",119,94,2,23,,,,
"Otras activ. serv.comun.soc y personales (087)",312,119,49,131,5,8,,
"Hogares privados con servicio doméstico (088)",338,,,,,,338,
"Actividad economica no especificada (090)",778,166,398,153,7,54,,
"Desocupado (091)",566,,,,,,,566
"Hombres (092)",16929,1846,9380,4457,277,561,17,391
"Agric., ganadería, caza y silvicultura (093)",8753,301,5478,2400,207,367,,
"Pesca (094)",53,,35,16,,2,,
"Explotación de minas y canteras (095)",72,2,54,16,,,,
"Industrias manufactureras (096)",2550,239,2063,219,15,14,,
"Suministro de electricidad, gas y agua (097)",37,12,24,1,,,,
"Construcción (098)",1007,15,774,200,8,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1245,189,137,801,17,101,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",212,18,66,115,2,11,,
"Comercio al por mayor (101)",126,37,40,43,3,3,,
"Comercio al por menor (102)",907,134,31,643,12,87,,
"Hoteles y restaurantes (103)",191,54,14,101,3,19,,
"Trans., almac. y comunicaciones (104)",1203,284,399,495,12,13,,
"Intermediación financiera (105)",16,15,,1,,,,
"Activid.inmobil., empres. y alquileres (106)",441,286,99,44,7,5,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",153,125,28,,,,,
"Enseñanza (108)",103,89,3,11,,,,
"Servicios sociales y de salud (109)",59,42,1,16,,,,
"Otras activ. serv.comun.soc y personales (110)",189,90,42,50,4,3,,
"Hogares privados con servicio doméstico (111)",17,,,,,,17,
"Actividad economica no especificada (113)",449,103,229,86,4,27,,
"Desocupado (114)",391,,,,,,,391
"Mujeres (115)",7721,972,3746,1986,73,448,321,175
