"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",106672,,,13488,24658,26674,18430,21557,1865
"Superior no univ. incompleto (035)",13904,,,,2310,6214,2792,2422,166
"Superior no univ. completo (036)",14048,,,,,4737,4478,4538,295
"Superior univ. incompleto (037)",9721,,,,1854,4090,1782,1920,75
"Superior univ. completo (038)",12074,,,,,2835,4026,4877,336
"Hombres (040)",130278,6817,14025,17580,15610,24042,18479,27859,5866
"Sin nivel (041)",8752,6817,909,139,95,160,124,261,247
"Educación inicial (042)",3465,,3278,105,21,31,30,,
"Primaria (043)",37136,,9838,10673,1378,1834,2442,7200,3771
"Secundaria (044)",54640,,,6663,12149,13213,9140,12230,1245
"Superior no univ. incompleto (045)",7204,,,,1077,3008,1492,1507,120
"Superior no univ. completo (046)",6700,,,,,2197,2021,2297,185
"Superior univ. incompleto (047)",5593,,,,890,2263,1062,1318,60
"Superior univ. completo (048)",6788,,,,,1336,2168,3046,238
"Mujeres (050)",131680,6532,13669,17185,16329,25806,20066,26483,5610
"Sin nivel (051)",9816,6532,889,121,95,180,242,830,927
"Educación inicial (052)",3457,,3227,95,35,62,38,,
"Primaria (053)",42913,,9553,10144,1493,3031,4161,10737,3794
"Secundaria (054)",52032,,,6825,12509,13461,9290,9327,620
"Superior no univ. incompleto (055)",6700,,,,1233,3206,1300,915,46
"Superior no univ. completo (056)",7348,,,,,2540,2457,2241,110
"Superior univ. incompleto (057)",4128,,,,964,1827,720,602,15
"Superior univ. completo (058)",5286,,,,,1499,1858,1831,98
,,,,,,,,,
"RURAL (060)",47348,3084,6487,6884,5519,8299,6181,8870,2024
"Sin nivel (061)",5941,3084,679,106,109,257,248,923,535
"Educación inicial (062)",1300,,1250,16,8,12,14,,
"Primaria (063)",24444,,4558,5265,1749,2902,2978,5644,1348
"Secundaria (064)",14029,,,1497,3566,4512,2449,1895,110
"Superior no univ. incompleto (065)",646,,,,65,313,161,96,11
"Superior no univ. completo (066)",506,,,,,168,186,140,12
"Superior univ. incompleto (067)",199,,,,22,78,40,58,1
"Superior univ. completo (068)",283,,,,,57,105,114,7
"Hombres (070)",26275,1632,3352,3650,2886,4590,3502,5369,1294
"Sin nivel (071)",2869,1632,355,54,48,118,99,325,238
"Educación inicial (072)",673,,651,10,3,4,5,,
"Primaria (073)",12969,,2346,2807,863,1325,1399,3280,949
"Secundaria (074)",8579,,,779,1910,2715,1645,1447,83
"Superior no univ. incompleto (075)",470,,,,48,216,118,80,8
"Superior no univ. completo (076)",378,,,,,123,139,106,10
"Superior univ. incompleto (077)",141,,,,14,49,28,49,1
"Superior univ. completo (078)",196,,,,,40,69,82,5
"Mujeres (080)",21073,1452,3135,3234,2633,3709,2679,3501,730
"Sin nivel (081)",3072,1452,324,52,61,139,149,598,297
"Educación inicial (082)",627,,599,6,5,8,9,,
"Primaria (083)",11475,,2212,2458,886,1577,1579,2364,399
"Secundaria (084)",5450,,,718,1656,1797,804,448,27
"Superior no univ. incompleto (085)",176,,,,17,97,43,16,3
"Superior no univ. completo (086)",128,,,,,45,47,34,2
"Superior univ. incompleto (087)",58,,,,8,29,12,9,
"Superior univ. completo (088)",87,,,,,17,36,32,2
