"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PACASMAYO (000)",37334,86264,79897,,1430,92.6,1.7
"De 12 a 14 años (001)",3048,18,17,,3,94.4,16.7
"De 15 a 19 años (002)",4513,638,628,173,98.4,27.1,
"De 20 a 24 años (003)",3817,2714,2679,353,98.7,13,
"De 25 a 29 años (004)",3795,5094,4999,364,98.1,7.1,
"De 30 a 34 años (005)",3635,7027,6874,280,97.8,4,
"De 35 a 39 años (006)",3521,8761,8509,177,97.1,2,
"De 40 a 44 años (007)",3132,9030,8654,68,95.8,0.8,
"De 45 a 49 años (008)",2765,9235,8778,12,95.1,0.1,
"De 50 y más años (009)",9108,43747,38759,,88.6,,
"Sin nivel (010)",3894,18157,15817,79,87.1,0.4,
"De 12 a 14 años (011)",76,2,2,,100,,
"De 15 a 19 años (012)",87,21,21,3,100,14.3,
"De 20 a 24 años (013)",118,143,136,13,95.1,9.1,
"De 25 a 29 años (014)",170,284,279,14,98.2,4.9,
"De 30 a 34 años (015)",282,676,649,22,96,3.3,
"De 35 a 39 años (016)",304,978,932,17,95.3,1.7,
"De 40 a 44 años (017)",316,1234,1169,7,94.7,0.6,
"De 45 a 49 años (018)",345,1568,1441,3,91.9,0.2,
"De 50 y más años (019)",2196,13251,11188,,84.4,,
"Educacion Inicial (020)",64,84,82,2,97.6,2.4,
"De 12 a 14 años (021)",10,,,,,,
"De 15 a 19 años (022)",7,2,2,,100,,
"De 20 a 24 años (023)",13,9,9,1,100,11.1,
"De 25 a 29 años (024)",16,28,28,,100,,
"De 30 a 34 años (025)",12,28,28,1,100,3.6,
"De 35 a 39 años (026)",6,17,15,,88.2,,
"Primaria (030)",9953,31975,29281,356,91.6,1.1,
"De 12 a 14 años (031)",1033,13,13,3,100,23.1,
"De 15 a 19 años (032)",595,173,170,37,98.3,21.4,
"De 20 a 24 años (033)",556,628,620,77,98.7,12.3,
"De 25 a 29 años (034)",696,1370,1334,73,97.4,5.3,
"De 30 a 34 años (035)",813,2023,1959,80,96.8,4,
"De 35 a 39 años (036)",909,2768,2669,59,96.4,2.1,
"De 40 a 44 años (037)",850,2923,2740,25,93.7,0.9,
"De 45 a 49 años (038)",849,3317,3129,2,94.3,0.1,
"De 50 y más años (039)",3652,18760,16647,,88.7,,
