"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Enseñanza (038)",9846,1407,1534,3654,3251
"Servicios sociales y de salud (039)",4000,1351,218,223,2208
"Otras activ. serv.comun.soc y personales (040)",7451,4477,1255,938,781
"Hogares privados con servicio doméstico (041)",654,654,,,
"Actividad economica no especificada (043)",4084,2470,454,471,689
"Mujeres (044)",144371,93431,14786,15667,20487
"Agric., ganadería, caza y silvicultura (045)",10584,5690,2920,1550,424
"Pesca (046)",24,8,3,6,7
"Explotación de minas y canteras (047)",378,93,31,50,204
"Industrias manufactureras (048)",12666,7080,1473,1378,2735
"Suministro de electricidad, gas y agua (049)",140,19,8,37,76
"Construcción (050)",918,443,155,192,128
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",41513,37595,2261,1295,362
"Venta, mant.y rep. veh.autom y motoc. (052)",845,580,138,93,34
"Comercio al por mayor (053)",2245,1348,261,308,328
"Comercio al por menor (054)",38423,35667,1862,894,
"Hoteles y restaurantes (055)",12088,10002,1214,635,237
"Trans., almac. y comunicaciones (056)",4695,3214,491,539,451
"Intermediación financiera (057)",1436,141,114,587,594
"Activid.inmobil., empres. y alquileres (058)",9053,4554,1341,1576,1582
"Admin.pub. y defensa; p. segur soc.afil (059)",4708,,,,4708
"Enseñanza (060)",15371,2852,3157,6198,3164
"Servicios sociales y de salud (061)",7851,2074,449,511,4817
"Otras activ. serv.comun.soc y personales (062)",7134,5386,682,621,445
"Hogares privados con servicio doméstico (063)",11312,11312,,,
"Actividad economica no especificada (065)",4500,2968,487,492,553
,,,,,
"URBANA (066)",331326,205233,35453,36590,54050
"Agric., ganadería, caza y silvicultura (067)",22315,13178,5321,2790,1026
"Pesca (068)",192,96,29,29,38
"Explotación de minas y canteras (069)",4325,840,344,685,2456
"Industrias manufactureras (070)",37136,22302,4436,3815,6583
"Suministro de electricidad, gas y agua (071)",974,110,46,295,523
"Construcción (072)",22658,15356,3456,2366,1480
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",76472,65952,5379,3526,1615
"Venta, mant.y rep. veh.autom y motoc. (074)",9460,6670,1295,822,673
"Comercio al por mayor (075)",5108,2703,608,855,942
"Comercio al por menor (076)",61904,56579,3476,1849,
"Hoteles y restaurantes (077)",17991,13702,2257,1531,501
"Trans., almac. y comunicaciones (078)",34909,25796,2360,3107,3646
"Intermediación financiera (079)",2993,316,253,1224,1200
"Activid.inmobil., empres. y alquileres (080)",25817,13053,3403,4172,5189
"Admin.pub. y defensa; p. segur soc.afil (081)",13941,,,,13941
"Enseñanza (082)",25091,4216,4658,9815,6402
"Servicios sociales y de salud (083)",11785,3394,666,732,6993
"Otras activ. serv.comun.soc y personales (084)",14437,9750,1919,1549,1219
"Hogares privados con servicio doméstico (085)",11876,11876,,,
"Actividad economica no especificada (087)",8414,5296,926,954,1238
"Hombres (088)",189937,114212,21006,21046,33673
"Agric., ganadería, caza y silvicultura (089)",13580,8974,2667,1317,622
"Pesca (090)",169,89,26,23,31
"Explotación de minas y canteras (091)",3970,759,314,637,2260
"Industrias manufactureras (092)",24665,15394,2969,2445,3857
"Suministro de electricidad, gas y agua (093)",836,93,38,258,447
"Construcción (094)",21749,14915,3305,2177,1352
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",35289,28671,3130,2235,1253
"Venta, mant.y rep. veh.autom y motoc. (096)",8625,6098,1158,730,639
"Comercio al por mayor (097)",2880,1370,348,548,614
"Comercio al por menor (098)",23784,21203,1624,957,
"Hoteles y restaurantes (099)",6042,3826,1052,897,267
"Trans., almac. y comunicaciones (100)",30236,22598,1873,2568,3197
"Intermediación financiera (101)",1561,175,140,638,608
"Activid.inmobil., empres. y alquileres (102)",16791,8517,2066,2599,3609
"Admin.pub. y defensa; p. segur soc.afil (103)",9257,,,,9257
"Enseñanza (104)",9812,1403,1523,3637,3249
"Servicios sociales y de salud (105)",3973,1334,217,222,2200
"Otras activ. serv.comun.soc y personales (106)",7345,4401,1240,928,776
"Hogares privados con servicio doméstico (107)",645,645,,,
"Actividad economica no especificada (109)",4017,2418,446,465,688
"Mujeres (110)",141389,91021,14447,15544,20377
"Agric., ganadería, caza y silvicultura (111)",8735,4204,2654,1473,404
"Pesca (112)",23,7,3,6,7
"Explotación de minas y canteras (113)",355,81,30,48,196
"Industrias manufactureras (114)",12471,6908,1467,1370,2726
"Suministro de electricidad, gas y agua (115)",138,17,8,37,76
"Construcción (116)",909,441,151,189,128
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",41183,37281,2249,1291,362
"Venta, mant.y rep. veh.autom y motoc. (118)",835,572,137,92,34
"Comercio al por mayor (119)",2228,1333,260,307,328
"Comercio al por menor (120)",38120,35376,1852,892,
"Hoteles y restaurantes (121)",11949,9876,1205,634,234
"Trans., almac. y comunicaciones (122)",4673,3198,487,539,449
"Intermediación financiera (123)",1432,141,113,586,592
"Activid.inmobil., empres. y alquileres (124)",9026,4536,1337,1573,1580
"Admin.pub. y defensa; p. segur soc.afil (125)",4684,,,,4684
"Enseñanza (126)",15279,2813,3135,6178,3153
"Servicios sociales y de salud (127)",7812,2060,449,510,4793
"Otras activ. serv.comun.soc y personales (128)",7092,5349,679,621,443
"Hogares privados con servicio doméstico (129)",11231,11231,,,
"Actividad economica no especificada (131)",4397,2878,480,489,550
,,,,,
"RURAL (132)",9375,7232,1063,447,633
"Agric., ganadería, caza y silvicultura (133)",6102,5016,766,232,88
"Pesca (134)",9,5,1,3,
"Explotación de minas y canteras (135)",520,210,51,41,218
"Industrias manufactureras (136)",613,504,45,29,35
"Suministro de electricidad, gas y agua (137)",21,10,4,7,
"Construcción (138)",202,125,40,33,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",556,504,32,11,9
"Venta, mant.y rep. veh.autom y motoc. (140)",71,56,9,3,3
"Comercio al por mayor (141)",41,26,4,5,6
"Comercio al por menor (142)",444,422,19,3,
"Hoteles y restaurantes (143)",171,153,13,1,4
"Trans., almac. y comunicaciones (144)",269,216,28,8,17
"Intermediación financiera (145)",8,,1,4,3
"Activid.inmobil., empres. y alquileres (146)",128,70,15,20,23
"Admin.pub. y defensa; p. segur soc.afil (147)",176,,,,176
"Enseñanza (148)",126,43,33,37,13
"Servicios sociales y de salud (149)",66,31,1,2,32
"Otras activ. serv.comun.soc y personales (150)",148,113,18,10,7
"Hogares privados con servicio doméstico (151)",90,90,,,
"Actividad economica no especificada (153)",170,142,15,9,4
"Hombres (154)",6393,4822,724,324,523
"Agric., ganadería, caza y silvicultura (155)",4253,3530,500,155,68
"Pesca (156)",8,4,1,3,
"Explotación de minas y canteras (157)",497,198,50,39,210
"Industrias manufactureras (158)",418,332,39,21,26
"Suministro de electricidad, gas y agua (159)",19,8,4,7,
"Construcción (160)",193,123,36,30,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",226,190,20,7,9
"Venta, mant.y rep. veh.autom y motoc. (162)",61,48,8,2,3
"Comercio al por mayor (163)",24,11,3,4,6
"Comercio al por menor (164)",141,131,9,1,
"Hoteles y restaurantes (165)",32,27,4,,1
"Trans., almac. y comunicaciones (166)",247,200,24,8,15
"Intermediación financiera (167)",4,,,3,1
"Activid.inmobil., empres. y alquileres (168)",101,52,11,17,21
"Admin.pub. y defensa; p. segur soc.afil (169)",152,,,,152
"Enseñanza (170)",34,4,11,17,2
"Servicios sociales y de salud (171)",27,17,1,1,8
"Otras activ. serv.comun.soc y personales (172)",106,76,15,10,5
"Hogares privados con servicio doméstico (173)",9,9,,,
"Actividad economica no especificada (175)",67,52,8,6,1
"Mujeres (176)",2982,2410,339,123,110
"Agric., ganadería, caza y silvicultura (177)",1849,1486,266,77,20
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",23,12,1,2,8
"Industrias manufactureras (180)",195,172,6,8,9
"Suministro de electricidad, gas y agua (181)",2,2,,,
"Construcción (182)",9,2,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",330,314,12,4,
"Venta, mant.y rep. veh.autom y motoc. (184)",10,8,1,1,
"Comercio al por mayor (185)",17,15,1,1,
"Comercio al por menor (186)",303,291,10,2,
"Hoteles y restaurantes (187)",139,126,9,1,3
"Trans., almac. y comunicaciones (188)",22,16,4,,2
"Intermediación financiera (189)",4,,1,1,2
"Activid.inmobil., empres. y alquileres (190)",27,18,4,3,2
"Admin.pub. y defensa; p. segur soc.afil (191)",24,,,,24
"Enseñanza (192)",92,39,22,20,11
"Servicios sociales y de salud (193)",39,14,,1,24
"Otras activ. serv.comun.soc y personales (194)",42,37,3,,2
"Hogares privados con servicio doméstico (195)",81,81,,,
"Actividad economica no especificada (197)",103,90,7,3,3
