"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CANCHIS (000)",34595,55,3432,822,677,4066,9206,2200,2751,8926,163,648,1649
"Agric., ganadería, caza y silvicultura (001)",13868,,17,35,,,9202,8,18,4588,,,
"Pesca (002)",6,,,,,,4,,,2,,,
"Explotación de minas y canteras (003)",103,,1,3,1,,,47,5,46,,,
"Industrias manufactureras (004)",2122,,15,37,10,13,,1742,275,30,,,
"Suministro de electricidad, gas y agua (005)",54,2,6,2,6,,,24,3,11,,,
"Construcción (006)",1703,,33,33,8,,,46,1043,540,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",5354,3,23,103,11,3301,,309,17,1587,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",288,2,3,12,,48,,208,10,5,,,
"Comercio al por mayor (009)",205,1,3,5,7,181,,,4,4,,,
"Comercio al por menor (010)",4861,,17,86,4,3072,,101,3,1578,,,
"Hoteles y restaurantes (011)",1298,1,7,45,10,547,,2,,686,,,
"Trans., almac. y comunicaciones (012)",1898,3,4,60,28,9,,3,1302,489,,,
"Intermediación financiera (013)",71,,7,11,46,2,,,1,4,,,
"Activid.inmobil., empres. y alquileres (014)",518,,159,150,66,59,,5,10,69,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1089,25,79,67,329,61,,4,43,318,163,,
"Enseñanza (016)",2928,21,2800,9,58,,,,,40,,,
"Servicios sociales y de salud (017)",442,,214,165,26,9,,4,4,20,,,
"Otras activ. serv.comun.soc y personales (018)",468,,61,97,42,65,,6,30,167,,,
"Hogares privados con servicio doméstico (019)",328,,,,,,,,,328,,,
"Actividad economica no especificada (021)",696,,6,5,36,,,,,1,,648,
"Desocupado (022)",1649,,,,,,,,,,,,1649
"Hombres (023)",20555,44,1924,499,340,1359,6671,1646,2644,3929,162,236,1101
"Agric., ganadería, caza y silvicultura (024)",8593,,15,33,,,6667,5,17,1856,,,
"Pesca (025)",6,,,,,,4,,,2,,,
"Explotación de minas y canteras (026)",95,,1,,1,,,44,5,44,,,
"Industrias manufactureras (027)",1490,,13,26,6,6,,1214,202,23,,,
"Suministro de electricidad, gas y agua (028)",49,2,5,2,2,,,24,3,11,,,
"Construcción (029)",1636,,32,29,8,,,44,1029,494,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",2035,3,14,73,4,1092,,295,17,537,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",268,2,3,12,,35,,201,10,5,,,
"Comercio al por mayor (032)",88,1,1,2,2,76,,,4,2,,,
"Comercio al por menor (033)",1679,,10,59,2,981,,94,3,530,,,
"Hoteles y restaurantes (034)",264,,3,20,5,125,,1,,110,,,
"Trans., almac. y comunicaciones (035)",1767,3,2,24,17,7,,3,1288,423,,,
"Intermediación financiera (036)",33,,4,7,18,1,,,1,2,,,
"Activid.inmobil., empres. y alquileres (037)",371,,121,102,28,56,,5,8,51,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",794,21,54,51,179,54,,4,42,227,162,,
"Enseñanza (039)",1615,15,1524,7,32,,,,,37,,,
"Servicios sociales y de salud (040)",169,,88,53,12,4,,1,4,7,,,
"Otras activ. serv.comun.soc y personales (041)",251,,45,69,20,14,,6,28,69,,,
"Hogares privados con servicio doméstico (042)",36,,,,,,,,,36,,,
"Actividad economica no especificada (044)",250,,3,3,8,,,,,,,236,
"Desocupado (045)",1101,,,,,,,,,,,,1101
"Mujeres (046)",14040,11,1508,323,337,2707,2535,554,107,4997,1,412,548
"Agric., ganadería, caza y silvicultura (047)",5275,,2,2,,,2535,3,1,2732,,,
"Explotación de minas y canteras (049)",8,,,3,,,,3,,2,,,
"Industrias manufactureras (050)",632,,2,11,4,7,,528,73,7,,,
"Suministro de electricidad, gas y agua (051)",5,,1,,4,,,,,,,,
"Construcción (052)",67,,1,4,,,,2,14,46,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",3319,,9,30,7,2209,,14,,1050,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",20,,,,,13,,7,,,,,
"Comercio al por mayor (055)",117,,2,3,5,105,,,,2,,,
"Comercio al por menor (056)",3182,,7,27,2,2091,,7,,1048,,,
"Hoteles y restaurantes (057)",1034,1,4,25,5,422,,1,,576,,,
"Trans., almac. y comunicaciones (058)",131,,2,36,11,2,,,14,66,,,
"Intermediación financiera (059)",38,,3,4,28,1,,,,2,,,
"Activid.inmobil., empres. y alquileres (060)",147,,38,48,38,3,,,2,18,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",295,4,25,16,150,7,,,1,91,1,,
"Enseñanza (062)",1313,6,1276,2,26,,,,,3,,,
"Servicios sociales y de salud (063)",273,,126,112,14,5,,3,,13,,,
"Otras activ. serv.comun.soc y personales (064)",217,,16,28,22,51,,,2,98,,,
"Hogares privados con servicio doméstico (065)",292,,,,,,,,,292,,,
"Actividad economica no especificada (067)",446,,3,2,28,,,,,1,,412,
"Desocupado (068)",548,,,,,,,,,,,,548
,,,,,,,,,,,,,
"URBANA (069)",21338,44,3201,745,606,3584,2788,1705,2066,4722,158,447,1272
"Agric., ganadería, caza y silvicultura (070)",3984,,14,28,,,2786,5,8,1143,,,
"Pesca (071)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (072)",62,,1,1,1,,,32,3,24,,,
"Industrias manufactureras (073)",1588,,15,24,6,13,,1314,198,18,,,
"Suministro de electricidad, gas y agua (074)",42,2,5,2,6,,,15,3,9,,,
"Construcción (075)",1087,,32,27,4,,,40,681,303,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",4762,3,23,99,11,2895,,278,15,1438,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",259,2,3,12,,44,,186,9,3,,,
"Comercio al por mayor (078)",188,1,3,5,7,164,,,4,4,,,
"Comercio al por menor (079)",4315,,17,82,4,2687,,92,2,1431,,,
"Hoteles y restaurantes (080)",1192,1,7,44,10,500,,2,,628,,,
"Trans., almac. y comunicaciones (081)",1628,3,4,59,22,7,,3,1097,433,,,
"Intermediación financiera (082)",69,,7,11,44,2,,,1,4,,,
"Activid.inmobil., empres. y alquileres (083)",478,,155,142,64,44,,4,7,62,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",883,15,76,60,293,54,,3,27,197,158,,
"Enseñanza (085)",2688,20,2587,8,47,,,,,26,,,
"Servicios sociales y de salud (086)",422,,210,153,25,9,,4,4,17,,,
"Otras activ. serv.comun.soc y personales (087)",413,,59,83,39,60,,5,22,145,,,
"Hogares privados con servicio doméstico (088)",275,,,,,,,,,275,,,
"Actividad economica no especificada (090)",491,,6,4,34,,,,,,,447,
"Desocupado (091)",1272,,,,,,,,,,,,1272
"Hombres (092)",12202,34,1772,447,286,1195,1948,1324,1983,2055,157,184,817
"Agric., ganadería, caza y silvicultura (093)",2492,,12,28,,,1946,3,8,495,,,
"Pesca (094)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (095)",58,,1,,1,,,30,3,23,,,
"Industrias manufactureras (096)",1147,,13,18,3,6,,955,140,12,,,
"Suministro de electricidad, gas y agua (097)",37,2,4,2,2,,,15,3,9,,,
"Construcción (098)",1049,,31,23,4,,,39,672,280,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1805,3,14,69,4,960,,265,15,475,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",240,2,3,12,,31,,180,9,3,,,
"Comercio al por mayor (101)",79,1,1,2,2,67,,,4,2,,,
"Comercio al por menor (102)",1486,,10,55,2,862,,85,2,470,,,
"Hoteles y restaurantes (103)",247,,3,19,5,116,,1,,103,,,
"Trans., almac. y comunicaciones (104)",1508,3,2,23,13,5,,3,1085,374,,,
"Intermediación financiera (105)",32,,4,7,17,1,,,1,2,,,
"Activid.inmobil., empres. y alquileres (106)",336,,117,98,26,42,,4,5,44,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",627,12,52,45,154,47,,3,27,130,157,,
"Enseñanza (108)",1450,14,1385,6,21,,,,,24,,,
"Servicios sociales y de salud (109)",159,,87,47,11,4,,1,4,5,,,
"Otras activ. serv.comun.soc y personales (110)",213,,44,60,18,14,,5,20,52,,,
"Hogares privados con servicio doméstico (111)",27,,,,,,,,,27,,,
"Actividad economica no especificada (113)",196,,3,2,7,,,,,,,184,
"Desocupado (114)",817,,,,,,,,,,,,817
"Mujeres (115)",9136,10,1429,298,320,2389,840,381,83,2667,1,263,455
"Agric., ganadería, caza y silvicultura (116)",1492,,2,,,,840,2,,648,,,
"Explotación de minas y canteras (118)",4,,,1,,,,2,,1,,,
"Industrias manufactureras (119)",441,,2,6,3,7,,359,58,6,,,
"Suministro de electricidad, gas y agua (120)",5,,1,,4,,,,,,,,
"Construcción (121)",38,,1,4,,,,1,9,23,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",2957,,9,30,7,1935,,13,,963,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",19,,,,,13,,6,,,,,
"Comercio al por mayor (124)",109,,2,3,5,97,,,,2,,,
"Comercio al por menor (125)",2829,,7,27,2,1825,,7,,961,,,
"Hoteles y restaurantes (126)",945,1,4,25,5,384,,1,,525,,,
"Trans., almac. y comunicaciones (127)",120,,2,36,9,2,,,12,59,,,
"Intermediación financiera (128)",37,,3,4,27,1,,,,2,,,
"Activid.inmobil., empres. y alquileres (129)",142,,38,44,38,2,,,2,18,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",256,3,24,15,139,7,,,,67,1,,
"Enseñanza (131)",1238,6,1202,2,26,,,,,2,,,
"Servicios sociales y de salud (132)",263,,123,106,14,5,,3,,12,,,
"Otras activ. serv.comun.soc y personales (133)",200,,15,23,21,46,,,2,93,,,
"Hogares privados con servicio doméstico (134)",248,,,,,,,,,248,,,
"Actividad economica no especificada (136)",295,,3,2,27,,,,,,,263,
"Desocupado (137)",455,,,,,,,,,,,,455
,,,,,,,,,,,,,
"RURAL (138)",13257,11,231,77,71,482,6418,495,685,4204,5,201,377
"Agric., ganadería, caza y silvicultura (139)",9884,,3,7,,,6416,3,10,3445,,,
"Pesca (140)",4,,,,,,2,,,2,,,
"Explotación de minas y canteras (141)",41,,,2,,,,15,2,22,,,
