"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1238,,,,20,51,688,43,436
"Técnicos de nivel medio ytrab.asimilados (039)",357,2,,15,29,55,154,18,84
"Jefes y empleados de oficina (040)",217,,,3,55,28,71,15,45
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",898,56,1,276,350,53,108,22,32
"Agricult.trabaj. calif.agrop. y pesquros (042)",1103,173,,669,216,11,23,2,9
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1184,100,3,401,369,75,161,21,54
"Obreros. construc., conf., papel, fab., instr (044)",731,17,2,157,379,46,80,24,26
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1756,262,6,765,525,54,99,10,35
"Otra (046)",43,,,,14,10,16,1,2
"Ocupación no especificada (047)",225,42,,76,59,10,25,5,8
"Hombres (048)",5289,262,9,1670,1581,285,866,115,501
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",20,,,2,1,1,7,,9
"Profes., científicos e intelectuales (050)",672,,,,8,28,339,25,272
"Técnicos de nivel medio ytrab.asimilados (051)",260,,,9,27,42,98,16,68
"Jefes y empleados de oficina (052)",130,,,1,42,16,35,10,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",433,4,1,130,199,26,44,10,19
"Agricult.trabaj. calif.agrop. y pesquros (054)",1021,136,,635,211,8,22,1,8
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",867,20,2,245,309,72,152,20,47
"Obreros. construc., conf., papel, fab., instr (056)",718,15,2,154,374,45,80,22,26
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1037,83,4,459,371,34,58,7,21
"Otra (058)",42,,,,14,9,16,1,2
"Ocupación no especificada (059)",89,4,,35,25,4,15,3,3
"Mujeres (060)",2487,390,3,694,436,109,569,46,240
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,,,3,,1
"Profes., científicos e intelectuales (062)",566,,,,12,23,349,18,164
"Técnicos de nivel medio ytrab.asimilados (063)",97,2,,6,2,13,56,2,16
"Jefes y empleados de oficina (064)",87,,,2,13,12,36,5,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",465,52,,146,151,27,64,12,13
"Agricult.trabaj. calif.agrop. y pesquros (066)",82,37,,34,5,3,1,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",317,80,1,156,60,3,9,1,7
"Obreros. construc., conf., papel, fab., instr (068)",13,2,,3,5,1,,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",719,179,2,306,154,20,41,3,14
"Otra (070)",1,,,,,1,,,
"Ocupación no especificada (071)",136,38,,41,34,6,10,2,5
,,,,,,,,,
"RURAL (072)",34757,11008,38,18983,4083,166,337,38,104
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",5,,,1,2,,1,,1
"Profes., científicos e intelectuales (074)",217,,,,33,13,113,8,50
"Técnicos de nivel medio ytrab.asimilados (075)",79,2,,12,12,9,24,4,16
"Jefes y empleados de oficina (076)",27,,,,11,5,3,2,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",433,129,1,187,86,11,16,1,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",14476,4302,5,8526,1539,39,51,8,6
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",7582,2809,16,3998,683,32,37,3,4
"Obreros. construc., conf., papel, fab., instr (080)",758,187,1,392,140,14,16,1,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",10989,3515,15,5800,1535,34,71,10,9
"Otra (082)",10,,,,5,,5,,
"Ocupación no especificada (083)",181,64,,67,37,9,,1,3
"Hombres (084)",17887,2766,14,11514,3096,128,256,31,82
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,1,2,,1,,1
"Profes., científicos e intelectuales (086)",148,,,,14,10,81,7,36
"Técnicos de nivel medio ytrab.asimilados (087)",69,,,10,12,8,21,3,15
"Jefes y empleados de oficina (088)",24,,,,10,3,3,2,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",132,7,,60,44,7,13,1,
"Agricult.trabaj. calif.agrop. y pesquros (090)",10485,1932,4,7120,1338,36,42,8,5
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1244,149,,769,278,19,24,2,3
"Obreros. construc., conf., papel, fab., instr (092)",392,19,,208,129,14,14,1,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",5307,648,10,3315,1243,24,52,7,8
"Otra (094)",10,,,,5,,5,,
"Ocupación no especificada (095)",71,11,,31,21,7,,,1
"Mujeres (096)",16870,8242,24,7469,987,38,81,7,22
"Profes., científicos e intelectuales (098)",69,,,,19,3,32,1,14
"Técnicos de nivel medio ytrab.asimilados (099)",10,2,,2,,1,3,1,1
"Jefes y empleados de oficina (100)",3,,,,1,2,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",301,122,1,127,42,4,3,,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",3991,2370,1,1406,201,3,9,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",6338,2660,16,3229,405,13,13,1,1
"Obreros. construc., conf., papel, fab., instr (104)",366,168,1,184,11,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",5682,2867,5,2485,292,10,19,3,1
"Ocupación no especificada (107)",110,53,,36,16,2,,1,2
