"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUALGAYOC (000)",42533,11660,50,21347,6100,560,1772,199,845
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",29,,,3,3,1,11,,11
"Profes., científicos e intelectuales (002)",1455,,,,53,64,801,51,486
"Técnicos de nivel medio ytrab.asimilados (003)",436,4,,27,41,64,178,22,100
"Jefes y empleados de oficina (004)",244,,,3,66,33,74,17,51
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",1331,185,2,463,436,64,124,23,34
"Agricult.trabaj. calif.agrop. y pesquros (006)",15579,4475,5,9195,1755,50,74,10,15
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",8766,2909,19,4399,1052,107,198,24,58
"Obreros. construc., conf., papel, fab., instr (008)",1489,204,3,549,519,60,96,25,33
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",12745,3777,21,6565,2060,88,170,20,44
"Otra (010)",53,,,,19,10,21,1,2
"Ocupación no especificada (011)",406,106,,143,96,19,25,6,11
"Hombres (012)",23176,3028,23,13184,4677,413,1122,146,583
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",25,,,3,3,1,8,,10
"Profes., científicos e intelectuales (014)",820,,,,22,38,420,32,308
"Técnicos de nivel medio ytrab.asimilados (015)",329,,,19,39,50,119,19,83
"Jefes y empleados de oficina (016)",154,,,1,52,19,38,12,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",565,11,1,190,243,33,57,11,19
"Agricult.trabaj. calif.agrop. y pesquros (018)",11506,2068,4,7755,1549,44,64,9,13
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",2111,169,2,1014,587,91,176,22,50
"Obreros. construc., conf., papel, fab., instr (020)",1110,34,2,362,503,59,94,23,33
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",6344,731,14,3774,1614,58,110,14,29
"Otra (022)",52,,,,19,9,21,1,2
"Ocupación no especificada (023)",160,15,,66,46,11,15,3,4
"Mujeres (024)",19357,8632,27,8163,1423,147,650,53,262
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",4,,,,,,3,,1
"Profes., científicos e intelectuales (026)",635,,,,31,26,381,19,178
"Técnicos de nivel medio ytrab.asimilados (027)",107,4,,8,2,14,59,3,17
"Jefes y empleados de oficina (028)",90,,,2,14,14,36,5,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",766,174,1,273,193,31,67,12,15
"Agricult.trabaj. calif.agrop. y pesquros (030)",4073,2407,1,1440,206,6,10,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",6655,2740,17,3385,465,16,22,2,8
"Obreros. construc., conf., papel, fab., instr (032)",379,170,1,187,16,1,2,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",6401,3046,7,2791,446,30,60,6,15
"Otra (034)",1,,,,,1,,,
"Ocupación no especificada (035)",246,91,,77,50,8,10,3,7
,,,,,,,,,
"URBANA (036)",7776,652,12,2364,2017,394,1435,161,741
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",24,,,2,1,1,10,,10
