"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia SAN IGNACIO (000)",43043,33,1918,388,325,1845,19192,757,1134,16059,127,1265
"Agric., ganadería, caza y silvicultura (001)",33912,,16,11,5,,19185,2,10,14683,,
"Pesca (002)",7,,,,,,7,,,,,
"Explotación de minas y canteras (003)",19,,5,,3,,,6,1,4,,
"Industrias manufactureras (004)",577,,2,8,1,2,,536,24,4,,
"Suministro de electricidad, gas y agua (005)",60,,4,3,9,,,22,6,16,,
"Construcción (006)",670,,19,13,4,,,47,388,199,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1916,1,7,51,6,1483,,129,8,231,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",134,,2,8,,32,,82,5,5,,
"Comercio al por mayor (009)",127,1,,8,2,113,,,2,1,,
"Comercio al por menor (010)",1655,,5,35,4,1338,,47,1,225,,
"Hoteles y restaurantes (011)",471,,2,11,8,314,,,,136,,
"Trans., almac. y comunicaciones (012)",786,,2,13,20,2,,1,671,77,,
"Intermediación financiera (013)",9,,3,2,4,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",236,,35,61,97,8,,,14,21,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",316,20,8,12,78,4,,13,6,48,127,
"Enseñanza (016)",1739,11,1697,4,11,,,,1,15,,
"Servicios sociales y de salud (017)",267,,99,139,11,9,,1,2,6,,
"Otras activ. serv.comun.soc y personales (018)",283,1,16,48,14,23,,,1,180,,
"Hogares privados con servicio doméstico (019)",436,,,,,,,,1,435,,
"Actividad economica no especificada (021)",1339,,3,12,54,,,,1,4,,1265
"Hombres (022)",34545,25,942,251,143,936,17915,603,1121,12206,126,277
"Agric., ganadería, caza y silvicultura (023)",29491,,13,10,4,,17909,2,10,11543,,
"Pesca (024)",6,,,,,,6,,,,,
"Explotación de minas y canteras (025)",14,,2,,2,,,5,1,4,,
"Industrias manufactureras (026)",417,,2,3,1,2,,386,21,2,,
"Suministro de electricidad, gas y agua (027)",58,,4,3,7,,,22,6,16,,
"Construcción (028)",659,,17,11,4,,,47,384,196,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1195,1,5,35,1,858,,126,8,161,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",123,,2,8,,23,,82,5,3,,
"Comercio al por mayor (031)",92,1,,6,1,81,,,2,1,,
"Comercio al por menor (032)",980,,3,21,,754,,44,1,157,,
"Hoteles y restaurantes (033)",96,,1,6,4,57,,,,28,,
"Trans., almac. y comunicaciones (034)",756,,2,8,11,,,1,666,68,,
"Intermediación financiera (035)",6,,3,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",131,,29,41,28,8,,,13,12,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",273,16,7,9,50,4,,13,6,42,126,
"Enseñanza (038)",823,7,803,1,4,,,,1,7,,
"Servicios sociales y de salud (039)",126,,38,73,5,4,,1,2,3,,
"Otras activ. serv.comun.soc y personales (040)",156,1,13,42,2,3,,,1,94,,
"Hogares privados con servicio doméstico (041)",28,,,,,,,,1,27,,
"Actividad economica no especificada (043)",310,,3,8,18,,,,1,3,,277
"Mujeres (044)",8498,8,976,137,182,909,1277,154,13,3853,1,988
"Agric., ganadería, caza y silvicultura (045)",4421,,3,1,1,,1276,,,3140,,
"Pesca (046)",1,,,,,,1,,,,,
"Explotación de minas y canteras (047)",5,,3,,1,,,1,,,,
"Industrias manufactureras (048)",160,,,5,,,,150,3,2,,
"Suministro de electricidad, gas y agua (049)",2,,,,2,,,,,,,
"Construcción (050)",11,,2,2,,,,,4,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",721,,2,16,5,625,,3,,70,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",11,,,,,9,,,,2,,
"Comercio al por mayor (053)",35,,,2,1,32,,,,,,
"Comercio al por menor (054)",675,,2,14,4,584,,3,,68,,
"Hoteles y restaurantes (055)",375,,1,5,4,257,,,,108,,
"Trans., almac. y comunicaciones (056)",30,,,5,9,2,,,5,9,,
"Intermediación financiera (057)",3,,,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",105,,6,20,69,,,,1,9,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",43,4,1,3,28,,,,,6,1,
"Enseñanza (060)",916,4,894,3,7,,,,,8,,
"Servicios sociales y de salud (061)",141,,61,66,6,5,,,,3,,
"Otras activ. serv.comun.soc y personales (062)",127,,3,6,12,20,,,,86,,
"Hogares privados con servicio doméstico (063)",408,,,,,,,,,408,,
"Actividad economica no especificada (065)",1029,,,4,36,,,,,1,,988
,,,,,,,,,,,,
"URBANA (066)",7448,19,996,270,257,1030,1634,448,660,1714,113,307
"Agric., ganadería, caza y silvicultura (067)",2603,,11,8,4,,1632,,5,943,,
"Pesca (068)",2,,,,,,2,,,,,
"Explotación de minas y canteras (069)",5,,1,,,,,2,1,1,,
"Industrias manufactureras (070)",323,,1,5,1,1,,292,21,2,,
"Suministro de electricidad, gas y agua (071)",33,,4,2,2,,,15,3,7,,
"Construcción (072)",420,,18,12,3,,,29,238,120,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1118,1,5,38,6,820,,95,8,145,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",100,,2,5,,23,,60,5,5,,
"Comercio al por mayor (075)",69,1,,5,2,58,,,2,1,,
"Comercio al por menor (076)",949,,3,28,4,739,,35,1,139,,
"Hoteles y restaurantes (077)",282,,2,10,8,172,,,,90,,
"Trans., almac. y comunicaciones (078)",455,,2,11,19,2,,1,366,54,,
"Intermediación financiera (079)",8,,3,2,3,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",194,,32,54,80,6,,,8,14,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",259,11,8,8,60,4,,13,6,36,113,
"Enseñanza (082)",860,6,829,4,9,,,,1,11,,
"Servicios sociales y de salud (083)",151,,63,70,5,6,,1,2,4,,
"Otras activ. serv.comun.soc y personales (084)",195,1,14,36,13,19,,,1,111,,
"Hogares privados con servicio doméstico (085)",175,,,,,,,,,175,,
"Actividad economica no especificada (087)",365,,3,10,44,,,,,1,,307
"Hombres (088)",5161,14,494,177,104,509,1482,366,649,1141,112,113
"Agric., ganadería, caza y silvicultura (089)",2248,,9,7,3,,1481,,5,743,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",5,,1,,,,,2,1,1,,
"Industrias manufactureras (092)",234,,1,2,1,1,,211,18,,,
