"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHINCHA (000)",75531,172184,162326,,3584,94.3,2.1
"De 12 a 14 años (001)",5920,18,16,,3,88.9,16.7
"De 15 a 19 años (002)",9286,1401,1388,415,99.1,29.6,
"De 20 a 24 años (003)",9163,6536,6454,921,98.7,14.1,
"De 25 a 29 años (004)",8233,11553,11384,886,98.5,7.7,
"De 30 a 34 años (005)",7899,16271,15980,741,98.2,4.6,
"De 35 a 39 años (006)",6951,18427,17887,457,97.1,2.5,
"De 40 a 44 años (007)",5966,18203,17551,145,96.4,0.8,
"De 45 a 49 años (008)",4940,17432,16697,16,95.8,0.1,
"De 50 y más años (009)",17173,82343,74969,,91,,
"Conviviente (010)",12578,28581,27609,1526,96.6,5.3,
"De 12 a 14 años (011)",54,11,9,3,81.8,27.3,
"De 15 a 19 años (012)",1245,831,821,261,98.8,31.4,
"De 20 a 24 años (013)",2766,3299,3258,460,98.8,13.9,
"De 25 a 29 años (014)",2548,4605,4548,365,98.8,7.9,
"De 30 a 34 años (015)",1927,4601,4520,263,98.2,5.7,
"De 35 a 39 años (016)",1362,4140,4030,136,97.3,3.3,
"De 40 a 44 años (017)",914,3045,2931,33,96.3,1.1,
"De 45 a 49 años (018)",612,2405,2295,5,95.4,0.2,
"De 50 y más años (019)",1150,5644,5197,,92.1,,
"Separado(a) (020)",4154,12046,11474,179,95.3,1.5,
"De 12 a 14 años (021)",5,2,2,,100,,
"De 15 a 19 años (022)",99,86,86,24,100,27.9,
"De 20 a 24 años (023)",315,405,396,49,97.8,12.1,
"De 25 a 29 años (024)",487,793,783,43,98.7,5.4,
"De 30 a 34 años (025)",554,1167,1144,31,98,2.7,
"De 35 a 39 años (026)",562,1439,1390,21,96.6,1.5,
"De 40 a 44 años (027)",525,1563,1504,9,96.2,0.6,
"De 45 a 49 años (028)",436,1463,1401,2,95.8,0.1,
"De 50 y más años (029)",1171,5128,4768,,93,,
"Casado(a) (030)",29873,103918,98390,1630,94.7,1.6,
"De 12 a 14 años (031)",9,,,,,,
"De 15 a 19 años (032)",339,270,267,73,98.9,27,
"De 20 a 24 años (033)",1858,2270,2245,338,98.9,14.9,
"De 25 a 29 años (034)",3044,5344,5256,430,98.4,8,
"De 30 a 34 años (035)",4035,9603,9427,413,98.2,4.3,
