"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",94,91,9,74,8,,,,,,3,90
"De 20 a 24 años (023)",241,236,7,169,52,5,2,1,,,5,303
"De 25 a 29 años (024)",266,263,4,139,73,29,14,4,,,3,456
"De 30 a 34 años (025)",264,261,2,91,79,41,35,10,3,,3,610
"De 35 a 39 años (026)",290,288,2,71,90,52,51,16,6,,2,791
"De 40 a 44 años (027)",279,278,2,49,61,48,59,37,16,6,1,1017
"De 45 a 49 años (028)",208,206,2,21,41,32,54,37,7,12,2,871
"De 50 y más años (029)",587,582,10,70,73,65,124,110,70,60,5,2956
"Casado(a) (030)",12250,12126,282,1096,1691,1595,2413,1864,1514,1671,124,63837
"De 12 a 14 años (031)",8,1,1,,,,,,,,7,
"De 15 a 19 años (032)",147,128,46,64,16,1,1,,,,19,103
"De 20 a 24 años (033)",657,640,58,281,203,78,19,1,,,17,1005
"De 25 a 29 años (034)",1129,1109,45,289,379,227,152,15,2,,20,2487
"De 30 a 34 años (035)",1429,1417,22,173,365,355,373,103,21,5,12,4495
"De 35 a 39 años (036)",1609,1600,16,94,270,351,481,257,104,27,9,6633
"De 40 a 44 años (037)",1437,1426,13,41,186,231,427,298,154,76,11,7026
"De 45 a 49 años (038)",1419,1416,11,35,102,158,339,338,250,183,3,8558
"De 50 y más años (039)",4415,4389,70,119,170,194,621,852,983,1380,26,33530
"Viudo(a) (040)",2829,2791,63,153,199,191,495,553,499,638,38,18522
"De 12 a 14 años (041)",1,1,,,1,,,,,,,2
"De 15 a 19 años (042)",14,14,4,5,5,,,,,,,15
"De 20 a 24 años (043)",27,27,1,13,10,3,,,,,,42
"De 25 a 29 años (044)",33,31,1,11,11,3,4,,1,,2,67
"De 30 a 34 años (045)",67,67,,11,21,12,15,3,2,3,,216
"De 35 a 39 años (046)",85,84,1,11,11,13,35,11,2,,1,311
"De 40 a 44 años (047)",152,148,3,7,19,19,36,38,19,7,4,748
"De 45 a 49 años (048)",177,176,4,8,13,21,44,49,23,14,1,969
"De 50 y más años (049)",2273,2243,49,87,108,120,361,452,452,614,30,16152
"Divorciado(a) (050)",207,202,6,52,34,25,36,23,17,9,5,751
"De 15 a 19 años (052)",4,4,,3,1,,,,,,,5
"De 20 a 24 años (053)",15,15,1,10,1,2,1,,,,,22
"De 25 a 29 años (054)",17,15,,8,6,1,,,,,2,23
"De 30 a 34 años (055)",17,17,,7,6,1,3,,,,,35
"De 35 a 39 años (056)",33,32,,7,6,8,5,4,2,,1,106
"De 40 a 44 años (057)",22,22,,6,5,3,7,1,,,,63
"De 45 a 49 años (058)",18,18,,4,,2,4,3,4,1,,93
"De 50 y más años (059)",81,79,5,7,9,8,16,15,11,8,2,404
"Soltero(a) (060)",16409,15118,13215,1066,460,227,150,,,,1291,3267
"De 12 a 14 años (061)",5615,5614,5610,4,,,,,,,1,4
"De 15 a 19 años (062)",5322,5322,5204,106,9,3,,,,,,133
"De 20 a 24 años (063)",1947,1548,1236,242,63,7,,,,,399,389
"De 25 a 29 años (064)",1073,737,380,219,94,30,14,,,,336,553
"De 30 a 34 años (065)",604,456,187,139,75,37,18,,,,148,472
"De 35 a 39 años (066)",519,392,150,122,57,29,34,,,,127,459
"De 40 a 44 años (067)",370,270,94,71,49,38,18,,,,100,355
"De 45 a 49 años (068)",271,217,71,53,44,30,19,,,,54,307
"De 50 y más años (069)",688,562,283,110,69,53,47,,,,126,595
,,,,,,,,,,,,
"URBANA (080)",10558,10009,3219,1716,1480,1022,1153,628,403,388,549,24624
"De 12 a 14 años (081)",1044,1039,1036,3,,,,,,,5,3
"De 15 a 19 años (082)",1434,1409,1254,132,20,2,1,,,,25,182
"De 20 a 24 años (083)",1201,1026,456,418,129,17,6,,,,175,754
"De 25 a 29 años (084)",1141,989,185,432,254,78,35,3,2,,152,1357
"De 30 a 34 años (085)",1044,991,76,261,339,188,111,10,5,1,53,2100
"De 35 a 39 años (086)",1060,1018,45,181,300,231,200,45,14,2,42,2770
"De 40 a 44 años (087)",852,821,31,87,176,207,208,78,24,10,31,2768
"De 45 a 49 años (088)",702,691,25,62,113,120,197,111,45,18,11,2787
"De 50 y más años (089)",2080,2025,111,140,149,179,395,381,313,357,55,11903
"Conviviente (090)",2711,2643,257,797,605,328,344,164,82,66,68,6978
"De 12 a 14 años (091)",8,6,4,2,,,,,,,2,2
"De 15 a 19 años (092)",191,168,60,89,17,2,,,,,23,129
"De 20 a 24 años (093)",464,444,81,256,90,13,4,,,,20,493
"De 25 a 29 años (094)",512,496,50,230,140,47,25,3,1,,16,784
"De 30 a 34 años (095)",425,423,17,103,164,87,46,5,,1,2,938
"De 35 a 39 años (096)",375,374,10,69,107,85,79,16,7,1,1,1047
"De 40 a 44 años (097)",236,235,11,17,42,51,74,27,10,3,1,867
"De 45 a 49 años (098)",178,177,5,13,25,21,54,36,18,5,1,795
"De 50 y más años (099)",322,320,19,18,20,22,62,77,46,56,2,1923
"Separado(a) (100)",619,613,6,194,147,77,103,44,23,19,6,1864
"De 12 a 14 años (101)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (102)",11,11,2,9,,,,,,,,9
"De 20 a 24 años (103)",46,45,2,33,9,,1,,,,1,55
"De 25 a 29 años (104)",70,69,,38,25,4,2,,,,1,109
"De 30 a 34 años (105)",77,76,,33,23,11,6,2,1,,1,158
"De 35 a 39 años (106)",91,91,,27,39,10,13,2,,,,207
"De 40 a 44 años (107)",90,90,,20,22,21,14,7,5,1,,284
"De 45 a 49 años (108)",60,59,,8,11,13,17,7,2,1,1,213
"De 50 y más años (109)",172,171,2,25,18,18,50,26,15,17,1,828
"Casado(a) (110)",2773,2742,66,329,573,493,556,316,203,206,31,11452
"De 12 a 14 años (111)",2,1,1,,,,,,,,1,
"De 15 a 19 años (112)",21,19,5,10,3,,1,,,,2,20
"De 20 a 24 años (113)",100,95,10,56,24,4,1,,,,5,121
"De 25 a 29 años (114)",202,191,17,76,67,22,8,,1,,11,317
"De 30 a 34 años (115)",354,348,11,76,125,79,50,3,4,,6,831
"De 35 a 39 años (116)",436,435,2,48,133,126,91,27,7,1,1,1335
"De 40 a 44 años (117)",397,394,5,13,93,118,111,41,8,5,3,1414
"De 45 a 49 años (118)",347,347,1,15,62,66,111,58,24,10,,1500
"De 50 y más años (119)",914,912,14,35,66,78,183,187,159,190,2,5914
"Viudo(a) (120)",552,543,8,38,33,61,118,99,92,94,9,3319
"De 15 a 19 años (122)",1,1,,1,,,,,,,,1
"De 25 a 29 años (124)",7,6,,4,2,,,,,,1,8
"De 30 a 34 años (125)",8,8,,2,2,1,3,,,,,22
"De 35 a 39 años (126)",19,19,,4,3,2,10,,,,,59
"De 40 a 44 años (127)",21,20,,1,5,5,4,3,1,1,1,83
"De 45 a 49 años (128)",41,41,,2,3,10,13,10,1,2,,193
"De 50 y más años (129)",455,448,8,24,18,43,88,86,90,91,7,2953
"Divorciado(a) (130)",68,66,2,17,14,11,11,5,3,3,2,214
"De 15 a 19 años (132)",1,1,,1,,,,,,,,1
"De 20 a 24 años (133)",2,2,,2,,,,,,,,2
"De 25 a 29 años (134)",3,3,,1,1,1,,,,,,6
"De 30 a 34 años (135)",6,6,,1,3,1,1,,,,,14
"De 35 a 39 años (136)",10,9,,1,3,3,2,,,,1,25
"De 40 a 44 años (137)",11,11,,5,2,2,2,,,,,23
"De 45 a 49 años (138)",3,3,,2,,1,,,,,,5
"De 50 y más años (139)",32,31,2,4,5,3,6,5,3,3,1,138
"Soltero(a) (140)",3835,3402,2880,341,108,52,21,,,,433,797
"De 12 a 14 años (141)",1032,1031,1031,,,,,,,,1,
"De 15 a 19 años (142)",1209,1209,1187,22,,,,,,,,22
"De 20 a 24 años (143)",589,440,363,71,6,,,,,,149,83
"De 25 a 29 años (144)",347,224,118,83,19,4,,,,,123,133
"De 30 a 34 años (145)",174,130,48,46,22,9,5,,,,44,137
"De 35 a 39 años (146)",129,90,33,32,15,5,5,,,,39,97
"De 40 a 44 años (147)",97,71,15,31,12,10,3,,,,26,97
"De 45 a 49 años (148)",73,64,19,22,12,9,2,,,,9,81
"De 50 y más años (149)",185,143,66,34,22,15,6,,,,42,147
,,,,,,,,,,,,
"RURAL (160)",38192,36933,11437,4402,4073,3190,4683,3567,2679,2902,1259,121721
"De 12 a 14 años (161)",4658,4624,4601,21,2,,,,,,34,25
"De 15 a 19 años (162)",5360,5223,4397,684,131,10,1,,,,137,980
"De 20 a 24 años (163)",4140,3803,1138,1453,871,277,61,3,,,337,4296
"De 25 a 29 años (164)",3883,3645,373,926,1114,701,479,49,3,,238,7631
"De 30 a 34 años (165)",3426,3306,188,444,720,743,882,270,47,12,120,10224
"De 35 a 39 años (166)",3279,3177,159,280,444,559,952,540,195,48,102,12702
"De 40 a 44 años (167)",2756,2668,108,151,264,310,727,623,341,144,88,13286
"De 45 a 49 años (168)",2399,2345,91,100,155,210,492,548,426,323,54,14006
"De 50 y más años (169)",8291,8142,382,343,372,380,1089,1534,1667,2375,149,58571
"Conviviente (170)",12109,11852,795,2266,2086,1574,2059,1376,868,828,257,45890
"De 12 a 14 años (171)",64,36,22,14,,,,,,,28,14
"De 15 a 19 años (172)",1022,905,328,475,95,6,1,,,,117,687
"De 20 a 24 años (173)",1990,1919,210,900,581,186,41,1,,,71,2796
"De 25 a 29 años (174)",1994,1983,78,462,665,442,305,30,1,,11,4618
"De 30 a 34 años (175)",1664,1656,36,181,349,398,503,159,26,4,8,5558
"De 35 a 39 años (176)",1428,1425,25,87,203,252,467,281,88,22,3,6125
"De 40 a 44 años (177)",1112,1110,16,47,78,127,314,300,166,62,2,5978
"De 45 a 49 años (178)",830,826,23,28,43,66,175,196,169,126,4,5200
"De 50 y más años (179)",2005,1992,57,72,72,97,253,409,418,614,13,14914
"Separado(a) (180)",1616,1597,32,494,331,195,236,171,79,59,19,5236
"De 12 a 14 años (181)",4,4,,3,1,,,,,,,5
"De 15 a 19 años (182)",83,80,7,65,8,,,,,,3,81
"De 20 a 24 años (183)",195,191,5,136,43,5,1,1,,,4,248
"De 25 a 29 años (184)",196,194,4,101,48,25,12,4,,,2,347
"De 30 a 34 años (185)",187,185,2,58,56,30,29,8,2,,2,452
"De 35 a 39 años (186)",199,197,2,44,51,42,38,14,6,,2,584
"De 40 a 44 años (187)",189,188,2,29,39,27,45,30,11,5,1,733
"De 45 a 49 años (188)",148,147,2,13,30,19,37,30,5,11,1,658
"De 50 y más años (189)",415,411,8,45,55,47,74,84,55,43,4,2128
"Casado(a) (190)",9477,9384,216,767,1118,1102,1857,1548,1311,1465,93,52385
"De 12 a 14 años (191)",6,,,,,,,,,,6,
"De 15 a 19 años (192)",126,109,41,54,13,1,,,,,17,83
"De 20 a 24 años (193)",557,545,48,225,179,74,18,1,,,12,884
"De 25 a 29 años (194)",927,918,28,213,312,205,144,15,1,,9,2170
"De 30 a 34 años (195)",1075,1069,11,97,240,276,323,100,17,5,6,3664
"De 35 a 39 años (196)",1173,1165,14,46,137,225,390,230,97,26,8,5298
"De 40 a 44 años (197)",1040,1032,8,28,93,113,316,257,146,71,8,5612
"De 45 a 49 años (198)",1072,1069,10,20,40,92,228,280,226,173,3,7058
"De 50 y más años (199)",3501,3477,56,84,104,116,438,665,824,1190,24,27616
"Viudo(a) (200)",2277,2248,55,115,166,130,377,454,407,544,29,15203
"De 12 a 14 años (201)",1,1,,,1,,,,,,,2
"De 15 a 19 años (202)",13,13,4,4,5,,,,,,,14
"De 20 a 24 años (203)",27,27,1,13,10,3,,,,,,42
"De 25 a 29 años (204)",26,25,1,7,9,3,4,,1,,1,59
"De 30 a 34 años (205)",59,59,,9,19,11,12,3,2,3,,194
"De 35 a 39 años (206)",66,65,1,7,8,11,25,11,2,,1,252
"De 40 a 44 años (207)",131,128,3,6,14,14,32,35,18,6,3,665
"De 45 a 49 años (208)",136,135,4,6,10,11,31,39,22,12,1,776
"De 50 y más años (209)",1818,1795,41,63,90,77,273,366,362,523,23,13199
"Divorciado(a) (210)",139,136,4,35,20,14,25,18,14,6,3,537
"De 15 a 19 años (212)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (213)",13,13,1,8,1,2,1,,,,,20
"De 25 a 29 años (214)",14,12,,7,5,,,,,,2,17
"De 30 a 34 años (215)",11,11,,6,3,,2,,,,,21
"De 35 a 39 años (216)",23,23,,6,3,5,3,4,2,,,81
"De 40 a 44 años (217)",11,11,,1,3,1,5,1,,,,40
"De 45 a 49 años (218)",15,15,,2,,1,4,3,4,1,,88
"De 50 y más años (219)",49,48,3,3,4,5,10,10,8,5,1,266
"Soltero(a) (220)",12574,11716,10335,725,352,175,129,,,,858,2470
"De 12 a 14 años (221)",4583,4583,4579,4,,,,,,,,4
"De 15 a 19 años (222)",4113,4113,4017,84,9,3,,,,,,111
"De 20 a 24 años (223)",1358,1108,873,171,57,7,,,,,250,306
"De 25 a 29 años (224)",726,513,262,136,75,26,14,,,,213,420
"De 30 a 34 años (225)",430,326,139,93,53,28,13,,,,104,335
"De 35 a 39 años (226)",390,302,117,90,42,24,29,,,,88,362
"De 40 a 44 años (227)",273,199,79,40,37,28,15,,,,74,258
"De 45 a 49 años (228)",198,153,52,31,32,21,17,,,,45,226
"De 50 y más años (229)",503,419,217,76,47,38,41,,,,84,448
