"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Actividad economica no especificada (043)",352,26,,152,113,21,9,12,19
"Mujeres (044)",8724,1031,11,3109,2370,374,663,234,932
"Agric., ganadería, caza y silvicultura (045)",3383,752,4,1810,724,33,21,14,25
"Pesca (046)",3,,,2,,,,,1
"Explotación de minas y canteras (047)",10,,,2,1,2,1,,4
"Industrias manufactureras (048)",176,17,,53,60,11,20,3,12
"Suministro de electricidad, gas y agua (049)",4,,,,,,1,1,2
"Construcción (050)",42,3,,14,14,4,4,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1568,75,1,435,695,92,157,51,62
"Venta, mant.y rep. veh.autom.y motoc. (052)",38,,,7,19,2,8,1,1
"Comercio al por mayor (053)",56,2,,11,28,3,7,1,4
"Comercio al por menor (054)",1474,73,1,417,648,87,142,49,57
"Hoteles y restaurantes (055)",722,45,2,250,299,38,35,30,23
"Trans., almac. y comunicaciones (056)",90,1,1,10,34,15,14,6,9
"Intermediación financiera (057)",13,,,,1,1,5,2,4
"Activid.inmobil., empres. y de alquiler (058)",149,,,3,33,20,37,8,48
"Admin.pub. y defensa; p. segur.soc.afil (059)",214,3,1,25,39,20,66,19,41
"Enseñanza (060)",845,,,2,36,65,150,52,540
"Servicios sociales y de salud (061)",278,1,,11,16,18,92,21,119
"Otras activ. serv.comun.soc y personales (062)",184,11,,51,70,13,21,6,12
"Hogares privados con servicio doméstico (063)",619,59,1,266,240,27,12,9,5
"Actividad economica no especificada (065)",424,64,1,175,108,15,27,12,22
,,,,,,,,,
"URBANA (066)",13208,376,10,3183,5336,873,1109,621,1700
"Agric., ganadería, caza y silvicultura (067)",3619,184,3,1421,1559,145,89,110,108
"Pesca (068)",14,,,2,5,,1,2,4
"Explotación de minas y canteras (069)",469,,,72,271,55,31,12,28
"Industrias manufactureras (070)",707,13,,181,352,45,47,32,37
"Suministro de electricidad, gas y agua (071)",26,,,,6,5,9,3,3
"Construcción (072)",680,6,,187,334,40,41,25,47
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2391,67,4,510,1135,189,251,102,133
"Venta, mant.y rep. veh.autom.y motoc. (074)",316,,1,45,143,37,52,14,24
"Comercio al por mayor (075)",110,1,,15,61,10,11,3,9
"Comercio al por menor (076)",1965,66,3,450,931,142,188,85,100
"Hoteles y restaurantes (077)",768,35,,221,345,47,46,39,35
"Trans., almac. y comunicaciones (078)",1035,8,1,170,630,81,69,39,37
"Intermediación financiera (079)",25,,,,1,1,6,5,12
"Activid.inmobil., empres. y de alquiler (080)",439,1,,12,80,74,75,44,153
"Admin.pub. y defensa; p. segur.soc.afil (081)",567,4,1,70,102,40,119,67,164
"Enseñanza (082)",1002,,,4,35,52,150,61,700
"Servicios sociales y de salud (083)",367,1,,10,22,23,102,42,167
"Otras activ. serv.comun.soc y personales (084)",279,13,,58,99,23,32,13,41
"Hogares privados con servicio doméstico (085)",473,30,1,163,225,29,13,7,5
"Organiz. y organos extraterritoriales (086)",1,,,,,,,,1
"Actividad economica no especificada (087)",346,14,,102,135,24,28,18,25
"Hombres (088)",8756,166,5,2129,3878,587,598,432,961
"Agric., ganadería, caza y silvicultura (089)",3092,122,2,1192,1387,120,78,102,89
"Pesca (090)",11,,,,5,,1,2,3
"Explotación de minas y canteras (091)",459,,,70,270,53,30,12,24
"Industrias manufactureras (092)",581,8,,145,304,38,30,29,27
"Suministro de electricidad, gas y agua (093)",22,,,,6,5,8,2,1
"Construcción (094)",648,3,,177,323,37,38,25,45
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1172,10,3,212,586,110,115,59,77
"Venta, mant.y rep. veh.autom.y motoc. (096)",284,,1,40,128,35,44,13,23
"Comercio al por mayor (097)",59,,,5,35,8,4,2,5
"Comercio al por menor (098)",829,10,2,167,423,67,67,44,49
"Hoteles y restaurantes (099)",189,1,,35,96,15,17,11,14
"Trans., almac. y comunicaciones (100)",960,7,,165,599,66,61,34,28
"Intermediación financiera (101)",12,,,,,,1,3,8
"Activid.inmobil., empres. y de alquiler (102)",302,1,,10,50,56,42,37,106
"Admin.pub. y defensa; p. segur.soc.afil (103)",386,3,,49,73,23,64,49,125
"Enseñanza (104)",418,,,3,16,22,52,25,300
"Servicios sociales y de salud (105)",151,,,1,11,9,36,24,70
"Otras activ. serv.comun.soc y personales (106)",138,4,,20,46,13,15,9,31
"Hogares privados con servicio doméstico (107)",62,3,,18,35,4,2,,
"Organiz. y organos extraterritoriales (108)",1,,,,,,,,1
"Actividad economica no especificada (109)",152,4,,32,71,16,8,9,12
"Mujeres (110)",4452,210,5,1054,1458,286,511,189,739
"Agric., ganadería, caza y silvicultura (111)",527,62,1,229,172,25,11,8,19
"Pesca (112)",3,,,2,,,,,1
"Explotación de minas y canteras (113)",10,,,2,1,2,1,,4
"Industrias manufactureras (114)",126,5,,36,48,7,17,3,10
"Suministro de electricidad, gas y agua (115)",4,,,,,,1,1,2
"Construcción (116)",32,3,,10,11,3,3,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1219,57,1,298,549,79,136,43,56
"Venta, mant.y rep. veh.autom.y motoc. (118)",32,,,5,15,2,8,1,1
"Comercio al por mayor (119)",51,1,,10,26,2,7,1,4
"Comercio al por menor (120)",1136,56,1,283,508,75,121,41,51
"Hoteles y restaurantes (121)",579,34,,186,249,32,29,28,21
"Trans., almac. y comunicaciones (122)",75,1,1,5,31,15,8,5,9
"Intermediación financiera (123)",13,,,,1,1,5,2,4
"Activid.inmobil., empres. y de alquiler (124)",137,,,2,30,18,33,7,47
"Admin.pub. y defensa; p. segur.soc.afil (125)",181,1,1,21,29,17,55,18,39
"Enseñanza (126)",584,,,1,19,30,98,36,400
"Servicios sociales y de salud (127)",216,1,,9,11,14,66,18,97
"Otras activ. serv.comun.soc y personales (128)",141,9,,38,53,10,17,4,10
"Hogares privados con servicio doméstico (129)",411,27,1,145,190,25,11,7,5
"Actividad economica no especificada (131)",194,10,,70,64,8,20,9,13
,,,,,,,,,
"RURAL (132)",19212,2133,27,10434,5261,333,355,195,474
"Agric., ganadería, caza y silvicultura (133)",15977,1946,23,9332,4261,172,95,80,68
"Pesca (134)",7,,,5,,1,,1,
"Explotación de minas y canteras (135)",20,,,11,7,1,,1,
"Industrias manufactureras (136)",300,18,,119,129,12,9,9,4
"Suministro de electricidad, gas y agua (137)",4,,,,2,,,2,
"Construcción (138)",261,8,,117,111,8,7,5,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",598,22,,225,256,23,34,23,15
"Venta, mant.y rep. veh.autom.y motoc. (140)",38,,,7,19,2,7,2,1
"Comercio al por mayor (141)",19,1,,6,7,2,,3,
"Comercio al por menor (142)",541,21,,212,230,19,27,18,14
"Hoteles y restaurantes (143)",168,11,2,68,66,7,7,4,3
"Trans., almac. y comunicaciones (144)",248,5,1,79,128,11,14,8,2
"Intermediación financiera (145)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (146)",65,2,,10,21,10,8,3,11
"Admin.pub. y defensa; p. segur.soc.afil (147)",129,3,,32,48,10,21,3,12
"Enseñanza (148)",504,,,2,27,49,99,40,287
"Servicios sociales y de salud (149)",116,,,4,12,9,46,4,41
"Otras activ. serv.comun.soc y personales (150)",68,2,,20,22,4,6,4,10
"Hogares privados con servicio doméstico (151)",316,40,,185,84,4,1,2,
"Actividad economica no especificada (153)",430,76,1,225,86,12,8,6,16
"Hombres (154)",14940,1312,21,8379,4349,245,203,150,281
"Agric., ganadería, caza y silvicultura (155)",13121,1256,20,7751,3709,164,85,74,62
"Pesca (156)",7,,,5,,1,,1,
"Explotación de minas y canteras (157)",20,,,11,7,1,,1,
"Industrias manufactureras (158)",250,6,,102,117,8,6,9,2
"Suministro de electricidad, gas y agua (159)",4,,,,2,,,2,
"Construcción (160)",251,8,,113,108,7,6,5,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",249,4,,88,110,10,13,15,9
"Venta, mant.y rep. veh.autom.y motoc. (162)",32,,,5,15,2,7,2,1
"Comercio al por mayor (163)",14,,,5,5,1,,3,
"Comercio al por menor (164)",203,4,,78,90,7,6,10,8
"Hoteles y restaurantes (165)",25,,,4,16,1,1,2,1
"Trans., almac. y comunicaciones (166)",233,5,1,74,125,11,8,7,2
"Intermediación financiera (167)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (168)",53,2,,9,18,8,4,2,10
"Admin.pub. y defensa; p. segur.soc.afil (169)",96,1,,28,38,7,10,2,10
"Enseñanza (170)",243,,,1,10,14,47,24,147
"Servicios sociales y de salud (171)",54,,,2,7,5,20,1,19
"Otras activ. serv.comun.soc y personales (172)",25,,,7,5,1,2,2,8
"Hogares privados con servicio doméstico (173)",108,8,,64,34,2,,,
"Actividad economica no especificada (175)",200,22,,120,42,5,1,3,7
"Mujeres (176)",4272,821,6,2055,912,88,152,45,193
"Agric., ganadería, caza y silvicultura (177)",2856,690,3,1581,552,8,10,6,6
"Industrias manufactureras (180)",50,12,,17,12,4,3,,2
"Construcción (182)",10,,,4,3,1,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",349,18,,137,146,13,21,8,6
"Venta, mant.y rep. veh.autom.y motoc. (184)",6,,,2,4,,,,
"Comercio al por mayor (185)",5,1,,1,2,1,,,
"Comercio al por menor (186)",338,17,,134,140,12,21,8,6
"Hoteles y restaurantes (187)",143,11,2,64,50,6,6,2,2
"Trans., almac. y comunicaciones (188)",15,,,5,3,,6,1,
"Activid.inmobil., empres. y de alquiler (190)",12,,,1,3,2,4,1,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",33,2,,4,10,3,11,1,2
"Enseñanza (192)",261,,,1,17,35,52,16,140
"Servicios sociales y de salud (193)",62,,,2,5,4,26,3,22
"Otras activ. serv.comun.soc y personales (194)",43,2,,13,17,3,4,2,2
"Hogares privados con servicio doméstico (195)",208,32,,121,50,2,1,2,
"Actividad economica no especificada (197)",230,54,1,105,44,7,7,3,9
