"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ASUNCION (000)",2278,446,6,632,590,93,318,61,132
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",3,,,,,,2,,1
"Profes., científicos e intelectuales (002)",273,,,,15,15,115,38,90
"Técnicos de nivel medio ytrab.asimilados (003)",56,,,,7,8,32,3,6
"Jefes y empleados de oficina (004)",45,,,,12,6,21,2,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",148,17,,34,53,4,27,5,8
"Agricult.trabaj. calif.agrop. y pesquros (006)",767,250,4,318,163,8,21,,3
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",221,18,,33,91,23,53,1,2
"Obreros. construc., conf., papel, fab., instr (008)",108,7,1,22,46,12,16,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",536,110,1,185,182,14,23,10,11
"Otra (010)",6,,,,,,5,1,
"Ocupación no especificada (011)",115,44,,40,21,3,3,,4
"Hombres (012)",1694,314,6,518,460,74,226,30,66
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",2,,,,,,2,,
"Profes., científicos e intelectuales (014)",141,,,,1,10,70,16,44
"Técnicos de nivel medio ytrab.asimilados (015)",31,,,,5,7,14,1,4
"Jefes y empleados de oficina (016)",22,,,,8,2,11,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",58,2,,15,17,2,15,1,6
"Agricult.trabaj. calif.agrop. y pesquros (018)",749,236,4,314,163,8,21,,3
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",201,15,,25,85,23,51,1,1
"Obreros. construc., conf., papel, fab., instr (020)",107,7,1,21,46,12,16,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",348,46,1,131,131,9,19,9,2
"Otra (022)",6,,,,,,5,1,
"Ocupación no especificada (023)",29,8,,12,4,1,2,,2
"Mujeres (024)",584,132,,114,130,19,92,31,66
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",1,,,,,,,,1
"Profes., científicos e intelectuales (026)",132,,,,14,5,45,22,46
"Técnicos de nivel medio ytrab.asimilados (027)",25,,,,2,1,18,2,2
"Jefes y empleados de oficina (028)",23,,,,4,4,10,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",90,15,,19,36,2,12,4,2
"Agricult.trabaj. calif.agrop. y pesquros (030)",18,14,,4,,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",20,3,,8,6,,2,,1
"Obreros. construc., conf., papel, fab., instr (032)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",188,64,,54,51,5,4,1,9
"Ocupación no especificada (035)",86,36,,28,17,2,1,,2
,,,,,,,,,
"URBANA (036)",821,37,,124,206,69,234,48,103
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",1,,,,,,,,1
"Profes., científicos e intelectuales (038)",198,,,,8,15,79,30,66
"Técnicos de nivel medio ytrab.asimilados (039)",51,,,,6,4,32,3,6
"Jefes y empleados de oficina (040)",33,,,,5,6,16,2,4
