"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCANE (000)",23192,20686,1156,389,961
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",56,,2,,54
"Profes., científicos e intelectuales (002)",1061,312,263,208,278
"Técnicos de nivel medio y trab. asimilados (003)",237,112,24,13,88
"Jefes y empleados de oficina (004)",300,23,18,11,248
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1565,1465,51,14,35
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9609,9353,256,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",955,834,80,26,15
"Obreros construc.,conf.,papel, fab., instr. (008)",754,616,84,29,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8024,7502,348,81,93
"Otra (010)",109,,,,109
"Ocupación no especificada (011)",522,469,30,7,16
"Hombres (012)",13463,11661,815,309,678
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",48,,2,,46
"Profes., científicos e intelectuales (014)",777,230,215,162,170
"Técnicos de nivel medio y trab. asimilados (015)",167,89,16,13,49
"Jefes y empleados de oficina (016)",219,17,15,7,180
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",618,562,26,10,20
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6917,6712,205,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",585,480,65,25,15
"Obreros construc.,conf.,papel, fab., instr. (020)",733,597,84,27,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3083,2792,167,61,63
"Otra (022)",94,,,,94
"Ocupación no especificada (023)",222,182,20,4,16
"Mujeres (024)",9729,9025,341,80,283
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",8,,,,8
"Profes., científicos e intelectuales (026)",284,82,48,46,108
"Técnicos de nivel medio y trab. asimilados (027)",70,23,8,,39
"Jefes y empleados de oficina (028)",81,6,3,4,68
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",947,903,25,4,15
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2692,2641,51,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",370,354,15,1,
"Obreros construc.,conf.,papel, fab., instr. (032)",21,19,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4941,4710,181,20,30
"Otra (034)",15,,,,15
