"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia UCAYALI (000)",55783,4016,7942,8486,6749,9252,7265,9850,2223
"Sabe leer y escribir (001)",47296,,4948,8353,6686,9132,7099,9216,1862
"No sabe leer y escribir (002)",8487,4016,2994,133,63,120,166,634,361
"Hombres (004)",29446,2033,3992,4358,3439,4780,3874,5674,1296
"Sabe leer y escribir (005)",25392,,2457,4279,3409,4734,3825,5518,1170
"No sabe leer y escribir (006)",4054,2033,1535,79,30,46,49,156,126
"Mujeres (008)",26337,1983,3950,4128,3310,4472,3391,4176,927
"Sabe leer y escribir (009)",21904,,2491,4074,3277,4398,3274,3698,692
"No sabe leer y escribir (010)",4433,1983,1459,54,33,74,117,478,235
,,,,,,,,,
"URBANA (012)",30917,1949,4004,4654,3991,5147,4088,5729,1355
"Sabe leer y escribir (013)",27199,,2754,4605,3970,5106,4034,5537,1193
"No sabe leer y escribir (014)",3718,1949,1250,49,21,41,54,192,162
"Hombres (016)",16129,995,2013,2338,2028,2608,2119,3256,772
"Sabe leer y escribir (017)",14310,,1361,2309,2014,2589,2100,3215,722
"No sabe leer y escribir (018)",1819,995,652,29,14,19,19,41,50
"Mujeres (020)",14788,954,1991,2316,1963,2539,1969,2473,583
"Sabe leer y escribir (021)",12889,,1393,2296,1956,2517,1934,2322,471
"No sabe leer y escribir (022)",1899,954,598,20,7,22,35,151,112
,,,,,,,,,
"RURAL (024)",24866,2067,3938,3832,2758,4105,3177,4121,868
"Sabe leer y escribir (025)",20097,,2194,3748,2716,4026,3065,3679,669
"No sabe leer y escribir (026)",4769,2067,1744,84,42,79,112,442,199
"Hombres (028)",13317,1038,1979,2020,1411,2172,1755,2418,524
"Sabe leer y escribir (029)",11082,,1096,1970,1395,2145,1725,2303,448
"No sabe leer y escribir (030)",2235,1038,883,50,16,27,30,115,76
"Mujeres (032)",11549,1029,1959,1812,1347,1933,1422,1703,344
"Sabe leer y escribir (033)",9015,,1098,1778,1321,1881,1340,1376,221
"No sabe leer y escribir (034)",2534,1029,861,34,26,52,82,327,123
