"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia URUBAMBA (000)",56685,56207,251,227
"Hombres (001)",28869,28640,103,126
"Mujeres (002)",27816,27567,148,101
"Menores de 1 año (003)",900,804,45,51
"Hombres (004)",480,421,27,32
"Mujeres (005)",420,383,18,19
"De 1 a 5 años (006)",5801,5545,96,160
"Hombres (007)",2951,2820,43,88
"Mujeres (008)",2850,2725,53,72
"De 6 a 14 años (009)",11647,11633,7,7
"Hombres (010)",5886,5879,3,4
"Mujeres (011)",5761,5754,4,3
"De 15 a 29 años (012)",15224,15220,4,
"Hombres (013)",7893,7891,2,
"Mujeres (014)",7331,7329,2,
"De 30 a 44 años (015)",10927,10918,7,2
"Hombres (016)",5540,5536,3,1
"Mujeres (017)",5387,5382,4,1
"De 45 a 64 años (018)",8248,8227,17,4
"Hombres (019)",4259,4253,6,
"Mujeres (020)",3989,3974,11,4
"De 65 a más años (021)",3938,3860,75,3
"Hombres (022)",1860,1840,19,1
"Mujeres (023)",2078,2020,56,2
,,,,
"URBANA (024)",27731,27509,112,110
"Hombres (025)",14071,13954,53,64
"Mujeres (026)",13660,13555,59,46
"Menores de 1 año (027)",377,331,20,26
"Hombres (028)",200,168,13,19
"Mujeres (029)",177,163,7,7
"De 1 a 5 años (030)",2533,2397,57,79
"Hombres (031)",1296,1227,27,42
"Mujeres (032)",1237,1170,30,37
"De 6 a 14 años (033)",5008,5005,2,1
"Hombres (034)",2492,2489,2,1
"Mujeres (035)",2516,2516,,
"De 15 a 29 años (036)",8315,8311,4,
"Hombres (037)",4263,4261,2,
"Mujeres (038)",4052,4050,2,
"De 30 a 44 años (039)",5599,5597,1,1
"Hombres (040)",2832,2831,,1
"Mujeres (041)",2767,2766,1,
"De 45 a 64 años (042)",4058,4052,4,2
"Hombres (043)",2101,2099,2,
"Mujeres (044)",1957,1953,2,2
"De 65 a más años (045)",1841,1816,24,1
"Hombres (046)",887,879,7,1
"Mujeres (047)",954,937,17,
,,,,
"RURAL (048)",28954,28698,139,117
"Hombres (049)",14798,14686,50,62
"Mujeres (050)",14156,14012,89,55
"Menores de 1 año (051)",523,473,25,25
"Hombres (052)",280,253,14,13
"Mujeres (053)",243,220,11,12
"De 1 a 5 años (054)",3268,3148,39,81
"Hombres (055)",1655,1593,16,46
"Mujeres (056)",1613,1555,23,35
"De 6 a 14 años (057)",6639,6628,5,6
"Hombres (058)",3394,3390,1,3
"Mujeres (059)",3245,3238,4,3
"De 15 a 29 años (060)",6909,6909,,
"Hombres (061)",3630,3630,,
"Mujeres (062)",3279,3279,,
"De 30 a 44 años (063)",5328,5321,6,1
"Hombres (064)",2708,2705,3,
"Mujeres (065)",2620,2616,3,1
"De 45 a 64 años (066)",4190,4175,13,2
"Hombres (067)",2158,2154,4,
"Mujeres (068)",2032,2021,9,2
"De 65 a más años (069)",2097,2044,51,2
"Hombres (070)",973,961,12,
"Mujeres (071)",1124,1083,39,2
