"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",14153,43647,39405,,1610,90.3,3.7
"De 12 a 14 años (001)",2020,21,21,,5,100,23.8
"De 15 a 19 años (002)",2704,1246,1218,290,97.8,23.3,
"De 20 a 24 años (003)",2081,3989,3833,431,96.1,10.8,
"De 25 a 29 años (004)",1781,5689,5416,364,95.2,6.4,
"De 30 a 34 años (005)",1278,5719,5343,228,93.4,4,
"De 35 a 39 años (006)",1297,7204,6657,218,92.4,3,
"De 40 a 44 años (007)",786,4824,4355,57,90.3,1.2,
"De 45 a 49 años (008)",687,4603,4046,17,87.9,0.4,
"De 50 y más años (009)",1519,10352,8516,,82.3,,
"Conviviente (010)",7387,29224,26827,1341,91.8,4.6,
"De 12 a 14 años (011)",89,13,13,2,100,15.4,
"De 15 a 19 años (012)",1012,1013,989,226,97.6,22.3,
"De 20 a 24 años (013)",1493,3430,3294,379,96,11,
"De 25 a 29 años (014)",1380,4854,4615,313,95.1,6.4,
"De 30 a 34 años (015)",954,4557,4273,189,93.8,4.1,
"De 35 a 39 años (016)",950,5585,5162,175,92.4,3.1,
"De 40 a 44 años (017)",499,3109,2806,42,90.3,1.4,
"De 45 a 49 años (018)",426,2831,2470,15,87.2,0.5,
"De 50 y más años (019)",584,3832,3205,,83.6,,
"Separado(a) (020)",351,1281,1116,40,87.1,3.1,
"De 12 a 14 años (021)",3,,,1,,,
"De 15 a 19 años (022)",51,50,49,15,98,30,
"De 20 a 24 años (023)",71,129,128,11,99.2,8.5,
"De 25 a 29 años (024)",45,120,117,4,97.5,3.3,
"De 30 a 34 años (025)",41,147,137,5,93.2,3.4,
"De 35 a 39 años (026)",41,176,161,4,91.5,2.3,
"De 40 a 44 años (027)",20,107,86,,80.4,,
"De 45 a 49 años (028)",20,123,113,,91.9,,
"De 50 y más años (029)",59,429,325,,75.8,,
"Casado(a) (030)",1491,9086,8060,131,88.7,1.4,
"De 12 a 14 años (031)",5,,,,,,
"De 15 a 19 años (032)",24,23,23,6,100,26.1,
"De 20 a 24 años (033)",75,205,194,13,94.6,6.3,
"De 25 a 29 años (034)",162,553,528,35,95.5,6.3,
"De 30 a 34 años (035)",190,838,777,28,92.7,3.3,
"De 35 a 39 años (036)",212,1169,1079,34,92.3,2.9,
