"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PIURA (000)",237887,67393,44817,88527,4657,11214,7719,13560
"Agric., ganadería, caza y silvicultura (001)",50241,538,21426,20360,1390,6527,,
"Pesca (002)",1486,200,992,232,40,22,,
"Explotación de minas y canteras (003)",738,411,277,41,8,1,,
"Industrias manufactureras (004)",15892,1710,5910,7561,453,258,,
"Suministro de electricidad, gas y agua (005)",871,390,379,96,3,3,,
"Construcción (006)",12292,832,7444,3686,244,86,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",45811,11733,1507,28402,1292,2877,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",4437,830,893,2457,190,67,,
"Comercio al por mayor (009)",3009,1555,210,1003,102,139,,
"Comercio al por menor (010)",38365,9348,404,24942,1000,2671,,
"Hoteles y restaurantes (011)",10429,3759,587,5320,371,392,,
"Trans., almac. y comunicaciones (012)",21682,4990,2212,14047,269,164,,
"Intermediación financiera (013)",1808,1746,6,39,15,2,,
"Activid.inmobil., empres. y alquileres (014)",13623,10012,1035,2252,258,66,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",8074,7268,806,,,,,
"Enseñanza (016)",15080,13690,28,1264,57,41,,
"Servicios sociales y de salud (017)",5147,4493,65,541,38,10,,
"Otras activ. serv.comun.soc y personales (018)",7056,3250,649,2933,116,108,,
"Hogares privados con servicio doméstico (019)",7719,,,,,,7719,
"Organiz. y organos extraterritoriales (020)",2,2,,,,,,
"Actividad economica no especificada (021)",6376,2369,1494,1753,103,657,,
"Desocupado (022)",13560,,,,,,,13560
"Hombres (023)",162017,37456,39543,64609,3467,6961,235,9746
"Agric., ganadería, caza y silvicultura (024)",46708,458,19864,19590,1325,5471,,
"Pesca (025)",1346,149,916,220,40,21,,
"Explotación de minas y canteras (026)",661,340,271,41,8,1,,
"Industrias manufactureras (027)",10727,1125,4105,5003,345,149,,
"Suministro de electricidad, gas y agua (028)",768,314,364,85,2,3,,
"Construcción (029)",11932,701,7291,3618,238,84,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",25658,6345,1450,16380,779,704,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",4116,621,881,2388,177,49,,
"Comercio al por mayor (032)",1911,974,197,615,76,49,,
"Comercio al por menor (033)",19631,4750,372,13377,526,606,,
"Hoteles y restaurantes (034)",3297,1668,285,1111,139,94,,
"Trans., almac. y comunicaciones (035)",20429,4104,2150,13803,241,131,,
"Intermediación financiera (036)",1003,968,5,16,12,2,,
"Activid.inmobil., empres. y alquileres (037)",9613,6841,802,1745,186,39,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",5507,5040,467,,,,,
"Enseñanza (039)",5739,5132,22,546,20,19,,
"Servicios sociales y de salud (040)",1832,1506,39,261,21,5,,
"Otras activ. serv.comun.soc y personales (041)",3829,1792,489,1424,64,60,,
"Hogares privados con servicio doméstico (042)",235,,,,,,235,
"Organiz. y organos extraterritoriales (043)",1,1,,,,,,
"Actividad economica no especificada (044)",2986,972,1023,766,47,178,,
"Desocupado (045)",9746,,,,,,,9746
"Mujeres (046)",75870,29937,5274,23918,1190,4253,7484,3814
"Agric., ganadería, caza y silvicultura (047)",3533,80,1562,770,65,1056,,
"Pesca (048)",140,51,76,12,,1,,
"Explotación de minas y canteras (049)",77,71,6,,,,,
"Industrias manufactureras (050)",5165,585,1805,2558,108,109,,
"Suministro de electricidad, gas y agua (051)",103,76,15,11,1,,,
"Construcción (052)",360,131,153,68,6,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",20153,5388,57,12022,513,2173,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",321,209,12,69,13,18,,
"Comercio al por mayor (055)",1098,581,13,388,26,90,,
"Comercio al por menor (056)",18734,4598,32,11565,474,2065,,
"Hoteles y restaurantes (057)",7132,2091,302,4209,232,298,,
"Trans., almac. y comunicaciones (058)",1253,886,62,244,28,33,,
"Intermediación financiera (059)",805,778,1,23,3,,,
"Activid.inmobil., empres. y alquileres (060)",4010,3171,233,507,72,27,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",2567,2228,339,,,,,
"Enseñanza (062)",9341,8558,6,718,37,22,,
"Servicios sociales y de salud (063)",3315,2987,26,280,17,5,,
"Otras activ. serv.comun.soc y personales (064)",3227,1458,160,1509,52,48,,
"Hogares privados con servicio doméstico (065)",7484,,,,,,7484,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",3390,1397,471,987,56,479,,
,,,,,,,,
"URBANA (068)",208622,66418,31700,78591,4022,8329,7392,12170
"Agric., ganadería, caza y silvicultura (069)",27280,493,9107,12911,814,3955,,
"Pesca (070)",1429,200,946,222,39,22,,
"Explotación de minas y canteras (071)",708,406,257,38,6,1,,
"Industrias manufactureras (072)",15534,1689,5757,7391,447,250,,
"Suministro de electricidad, gas y agua (073)",860,385,374,95,3,3,,
"Construcción (074)",12041,828,7285,3607,241,80,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",44416,11577,1478,27286,1275,2800,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",4360,824,875,2407,188,66,,
"Comercio al por mayor (077)",2959,1544,207,978,98,132,,
"Comercio al por menor (078)",37097,9209,396,23901,989,2602,,
"Hoteles y restaurantes (079)",10204,3726,580,5149,370,379,,
"Trans., almac. y comunicaciones (080)",21002,4931,2139,13522,258,152,,
"Intermediación financiera (081)",1804,1742,6,39,15,2,,
"Activid.inmobil., empres. y alquileres (082)",13462,9910,999,2232,256,65,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",7995,7202,793,,,,,
"Enseñanza (084)",14762,13408,28,1231,56,39,,
"Servicios sociales y de salud (085)",5063,4427,64,525,38,9,,
"Otras activ. serv.comun.soc y personales (086)",6923,3200,615,2894,116,98,,
"Hogares privados con servicio doméstico (087)",7392,,,,,,7392,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",5576,2293,1272,1449,88,474,,
"Desocupado (090)",12170,,,,,,,12170
"Hombres (091)",135769,36858,27007,55678,2866,4596,223,8541
"Agric., ganadería, caza y silvicultura (092)",24695,416,7999,12300,767,3213,,
"Pesca (093)",1291,149,871,211,39,21,,
"Explotación de minas y canteras (094)",632,336,251,38,6,1,,
"Industrias manufactureras (095)",10463,1106,3980,4890,341,146,,
"Suministro de electricidad, gas y agua (096)",758,309,360,84,2,3,,
"Construcción (097)",11685,698,7135,3539,235,78,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",24717,6240,1421,15613,764,679,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",4041,616,863,2339,175,48,,
"Comercio al por mayor (100)",1876,969,194,596,72,45,,
"Comercio al por menor (101)",18800,4655,364,12678,517,586,,
