"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CONDESUYOS (000)",8638,1212,3111,3183,82,728,49,273
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",25,25,,,,,,
"Profes., científicos e intelectuales (002)",460,439,,21,,,,
"Técnicos de nivel medio y trab. asimilados (003)",256,210,,40,5,1,,
"Jefes y empleados de oficina (004)",201,201,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",613,149,15,389,3,57,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1535,3,3,1484,44,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2632,,1612,985,18,17,,
"Obreros construc.,conf.,papel, fab., instr. (008)",375,32,236,96,7,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",2098,108,1221,109,,611,49,
"Otra (010)",37,37,,,,,,
"Ocupación no especificada (011)",133,8,24,59,5,37,,
"Desocupado (012)",273,,,,,,,273
"Hombres (013)",6371,743,2784,2284,61,269,7,223
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",21,21,,,,,,
"Profes., científicos e intelectuales (015)",241,230,,11,,,,
"Técnicos de nivel medio y trab. asimilados (016)",188,155,,31,1,1,,
"Jefes y empleados de oficina (017)",124,124,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",205,83,5,101,1,15,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1106,3,2,1067,33,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",2492,,1562,904,16,10,,
"Obreros construc.,conf.,papel, fab., instr. (021)",368,32,231,94,7,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",1305,54,967,48,,229,7,
"Otra (023)",37,37,,,,,,
"Ocupación no especificada (024)",61,4,17,28,3,9,,
"Desocupado (025)",223,,,,,,,223
"Mujeres (026)",2267,469,327,899,21,459,42,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,4,,,,,,
"Profes., científicos e intelectuales (028)",219,209,,10,,,,
"Técnicos de nivel medio y trab. asimilados (029)",68,55,,9,4,,,
"Jefes y empleados de oficina (030)",77,77,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",408,66,10,288,2,42,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",429,,1,417,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",140,,50,81,2,7,,
"Obreros construc.,conf.,papel, fab., instr. (034)",7,,5,2,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",793,54,254,61,,382,42,
"Ocupación no especificada (037)",72,4,7,31,2,28,,
"Desocupado (038)",50,,,,,,,50
,,,,,,,,
"URBANA (039)",3311,757,1066,1043,32,263,36,114
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",18,18,,,,,,
"Profes., científicos e intelectuales (041)",299,286,,13,,,,
"Técnicos de nivel medio y trab. asimilados (042)",134,112,,17,5,,,
"Jefes y empleados de oficina (043)",140,140,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",374,85,5,245,1,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",448,1,3,427,16,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",608,,412,186,1,9,,
"Obreros construc.,conf.,papel, fab., instr. (047)",171,20,83,59,6,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",931,70,546,79,,200,36,
"Otra (049)",21,21,,,,,,
"Ocupación no especificada (050)",53,4,17,17,3,12,,
"Desocupado (051)",114,,,,,,,114
"Hombres (052)",2170,406,916,649,22,88,6,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",14,14,,,,,,
"Profes., científicos e intelectuales (054)",133,126,,7,,,,
"Técnicos de nivel medio y trab. asimilados (055)",84,72,,11,1,,,
"Jefes y empleados de oficina (056)",69,69,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",122,44,,66,,12,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",332,1,2,315,13,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",547,,384,158,,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",164,20,78,57,6,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",577,38,440,30,,63,6,
"Otra (062)",21,21,,,,,,
"Ocupación no especificada (063)",24,1,12,5,2,4,,
"Desocupado (064)",83,,,,,,,83
"Mujeres (065)",1141,351,150,394,10,175,30,31
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",4,4,,,,,,
"Profes., científicos e intelectuales (067)",166,160,,6,,,,
"Técnicos de nivel medio y trab. asimilados (068)",50,40,,6,4,,,
"Jefes y empleados de oficina (069)",71,71,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",252,41,5,179,1,26,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",116,,1,112,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",61,,28,28,1,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",7,,5,2,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",354,32,106,49,,137,30,
"Ocupación no especificada (076)",29,3,5,12,1,8,,
"Desocupado (077)",31,,,,,,,31
,,,,,,,,
"RURAL (078)",5327,455,2045,2140,50,465,13,159
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,7,,,,,,
"Profes., científicos e intelectuales (080)",161,153,,8,,,,
"Técnicos de nivel medio y trab. asimilados (081)",122,98,,23,,1,,
"Jefes y empleados de oficina (082)",61,61,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",239,64,10,144,2,19,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1087,2,,1057,28,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",2024,,1200,799,17,8,,
"Obreros construc.,conf.,papel, fab., instr. (086)",204,12,153,37,1,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1167,38,675,30,,411,13,
"Otra (088)",16,16,,,,,,
"Ocupación no especificada (089)",80,4,7,42,2,25,,
"Desocupado (090)",159,,,,,,,159
"Hombres (091)",4201,337,1868,1635,39,181,1,140
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",108,104,,4,,,,
"Técnicos de nivel medio y trab. asimilados (094)",104,83,,20,,1,,
"Jefes y empleados de oficina (095)",55,55,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",83,39,5,35,1,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",774,2,,752,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",1945,,1178,746,16,5,,
"Obreros construc.,conf.,papel, fab., instr. (099)",204,12,153,37,1,1,,
