"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",243,233,7,2,1
,,,,,
"URBANA (036)",4343,3213,585,265,280
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",15,,4,4,7
"Profes., científicos e intelectuales (038)",760,243,295,145,77
"Técnicos de nivel medio y trab. asimilados (039)",163,85,32,18,28
"Jefes y empleados de oficina (040)",168,49,18,24,77
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",726,671,33,14,8
"Agricult.trabaj.calif.agrop.y pesqueros (042)",677,655,20,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",289,252,27,7,3
"Obreros construc.,conf.,papel, fab., instr. (044)",365,269,54,23,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",940,807,79,21,33
"Otra (046)",23,,,,23
"Ocupación no especificada (047)",217,182,23,8,4
"Hombres (048)",2902,2155,394,167,186
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,,3,3,7
"Profes., científicos e intelectuales (050)",403,122,165,80,36
"Técnicos de nivel medio y trab. asimilados (051)",110,66,18,10,16
"Jefes y empleados de oficina (052)",85,17,9,12,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",369,335,19,10,5
"Agricult.trabaj.calif.agrop.y pesqueros (054)",623,602,19,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",240,207,23,7,3
"Obreros construc.,conf.,papel, fab., instr. (056)",358,264,53,22,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",558,448,69,15,26
"Otra (058)",23,,,,23
"Ocupación no especificada (059)",120,94,16,7,3
"Mujeres (060)",1441,1058,191,98,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,1,1,
"Profes., científicos e intelectuales (062)",357,121,130,65,41
"Técnicos de nivel medio y trab. asimilados (063)",53,19,14,8,12
"Jefes y empleados de oficina (064)",83,32,9,12,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",357,336,14,4,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",54,53,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",49,45,4,,
"Obreros construc.,conf.,papel, fab., instr. (068)",7,5,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",382,359,10,6,7
"Ocupación no especificada (071)",97,88,7,1,1
,,,,,
"RURAL (072)",10099,9536,389,91,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,,,9
"Profes., científicos e intelectuales (074)",150,52,69,23,6
"Técnicos de nivel medio y trab. asimilados (075)",36,24,7,2,3
"Jefes y empleados de oficina (076)",39,7,,1,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",197,193,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5405,5357,47,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",240,227,9,2,2
"Obreros construc.,conf.,papel, fab., instr. (080)",185,165,7,9,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3532,3228,236,45,23
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",305,283,10,9,3
"Hombres (084)",8468,8072,259,72,65
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,,,9
"Profes., científicos e intelectuales (086)",82,22,42,15,3
"Técnicos de nivel medio y trab. asimilados (087)",26,19,4,1,2
"Jefes y empleados de oficina (088)",23,4,,,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",83,81,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5220,5174,45,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",185,175,6,2,2
"Obreros construc.,conf.,papel, fab., instr. (092)",179,159,7,9,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2501,2300,143,37,21
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",159,138,10,8,3
"Mujeres (096)",1631,1464,130,19,18
"Profes., científicos e intelectuales (098)",68,30,27,8,3
"Técnicos de nivel medio y trab. asimilados (099)",10,5,3,1,1
"Jefes y empleados de oficina (100)",16,3,,1,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",114,112,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",185,183,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",55,52,3,,
"Obreros construc.,conf.,papel, fab., instr. (104)",6,6,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1031,928,93,8,2
"Ocupación no especificada (107)",146,145,,1,
