"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SIHUAS (000)",11033,33625,29754,,543,88.5,1.6
"De 12 a 14 años (001)",1411,5,5,,,100,
"De 15 a 19 años (002)",1490,207,199,48,96.1,23.2,
"De 20 a 24 años (003)",1136,1134,1104,145,97.4,12.8,
"De 25 a 29 años (004)",808,1503,1462,87,97.3,5.8,
"De 30 a 34 años (005)",924,2707,2579,107,95.3,4,
"De 35 a 39 años (006)",909,3588,3374,96,94,2.7,
"De 40 a 44 años (007)",864,4215,3917,50,92.9,1.2,
"De 45 a 49 años (008)",722,4029,3631,10,90.1,0.2,
"De 50 y más años (009)",2769,16237,13483,,83,,
"Conviviente (010)",2526,8353,7731,290,92.6,3.5,
"De 12 a 14 años (011)",14,2,2,,100,,
"De 15 a 19 años (012)",162,115,111,25,96.5,21.7,
"De 20 a 24 años (013)",483,710,695,92,97.9,13,
"De 25 a 29 años (014)",401,891,862,59,96.7,6.6,
"De 30 a 34 años (015)",384,1166,1111,54,95.3,4.6,
"De 35 a 39 años (016)",313,1270,1193,36,93.9,2.8,
"De 40 a 44 años (017)",264,1295,1210,20,93.4,1.5,
"De 45 a 49 años (018)",161,893,816,4,91.4,0.4,
"De 50 y más años (019)",344,2011,1731,,86.1,,
"Separado(a) (020)",441,1248,1147,35,91.9,2.8,
"De 15 a 19 años (022)",28,25,25,5,100,20,
"De 20 a 24 años (023)",75,96,94,14,97.9,14.6,
"De 25 a 29 años (024)",56,89,88,7,98.9,7.9,
"De 30 a 34 años (025)",53,123,117,3,95.1,2.4,
"De 35 a 39 años (026)",47,145,139,5,95.9,3.4,
"De 40 a 44 años (027)",38,156,147,1,94.2,0.6,
"De 45 a 49 años (028)",35,163,146,,89.6,,
"De 50 y más años (029)",109,451,391,,86.7,,
"Casado(a) (030)",3349,18086,15934,166,88.1,0.9,
"De 12 a 14 años (031)",3,2,2,,100,,
"De 15 a 19 años (032)",26,20,16,6,80,30,
"De 20 a 24 años (033)",91,162,152,21,93.8,13,
"De 25 a 29 años (034)",149,373,363,18,97.3,4.8,
"De 30 a 34 años (035)",343,1225,1165,41,95.1,3.3,
"De 35 a 39 años (036)",441,1949,1836,46,94.2,2.4,
"De 40 a 44 años (037)",465,2458,2269,28,92.3,1.1,
"De 45 a 49 años (038)",446,2634,2362,6,89.7,0.2,
