"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUALLAGA (000)",9330,16,409,141,126,473,4460,214,301,2727,28,190,245
"Agric., ganadería, caza y silvicultura (001)",6623,1,1,1,,,4458,2,,2160,,,
"Pesca (002)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (003)",1,,,,,,,1,,,,,
"Industrias manufactureras (004)",164,1,,7,1,1,,144,6,4,,,
"Suministro de electricidad, gas y agua (005)",9,,1,1,1,,,3,1,2,,,
"Construcción (006)",102,,,4,1,,,9,72,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",507,,4,9,2,361,,54,3,74,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",59,,1,,,14,,41,3,,,,
"Comercio al por mayor (009)",35,,1,,,33,,,,1,,,
"Comercio al por menor (010)",413,,2,9,2,314,,13,,73,,,
"Hoteles y restaurantes (011)",152,,,2,2,83,,,,65,,,
"Trans., almac. y comunicaciones (012)",254,,1,10,9,,,,213,21,,,
"Intermediación financiera (013)",6,,,2,3,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",54,,14,10,7,10,,,3,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",157,11,6,8,70,7,,1,3,23,28,,
"Enseñanza (016)",364,3,349,2,8,,,,,2,,,
"Servicios sociales y de salud (017)",104,,30,61,7,3,,,,3,,,
"Otras activ. serv.comun.soc y personales (018)",59,,3,18,3,8,,,,27,,,
"Hogares privados con servicio doméstico (019)",319,,,,,,,,,319,,,
"Actividad economica no especificada (021)",208,,,6,12,,,,,,,190,
"Desocupado (022)",245,,,,,,,,,,,,245
"Hombres (023)",7278,14,220,74,56,220,4210,181,299,1731,26,50,197
"Agric., ganadería, caza y silvicultura (024)",5818,,1,1,,,4208,2,,1606,,,
"Pesca (025)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (026)",1,,,,,,,1,,,,,
"Industrias manufactureras (027)",124,1,,4,,,,111,6,2,,,
"Suministro de electricidad, gas y agua (028)",9,,1,1,1,,,3,1,2,,,
"Construcción (029)",99,,,4,,,,9,71,15,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",284,,2,4,,184,,54,3,37,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",50,,1,,,5,,41,3,,,,
"Comercio al por mayor (032)",19,,,,,19,,,,,,,
"Comercio al por menor (033)",215,,1,4,,160,,13,,37,,,
"Hoteles y restaurantes (034)",21,,,,1,15,,,,5,,,
"Trans., almac. y comunicaciones (035)",236,,1,6,2,,,,212,15,,,
"Intermediación financiera (036)",4,,,2,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (037)",42,,12,10,3,9,,,3,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",108,10,5,4,34,7,,1,3,18,26,,
"Enseñanza (039)",190,3,181,2,3,,,,,1,,,
"Servicios sociales y de salud (040)",36,,14,17,4,,,,,1,,,
"Otras activ. serv.comun.soc y personales (041)",38,,3,17,2,5,,,,11,,,
"Hogares privados con servicio doméstico (042)",12,,,,,,,,,12,,,
"Actividad economica no especificada (044)",57,,,2,5,,,,,,,50,
"Desocupado (045)",197,,,,,,,,,,,,197
"Mujeres (046)",2052,2,189,67,70,253,250,33,2,996,2,140,48
"Agric., ganadería, caza y silvicultura (047)",805,1,,,,,250,,,554,,,
"Industrias manufactureras (050)",40,,,3,1,1,,33,,2,,,
"Construcción (052)",3,,,,1,,,,1,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",223,,2,5,2,177,,,,37,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",9,,,,,9,,,,,,,
"Comercio al por mayor (055)",16,,1,,,14,,,,1,,,
"Comercio al por menor (056)",198,,1,5,2,154,,,,36,,,
"Hoteles y restaurantes (057)",131,,,2,1,68,,,,60,,,
"Trans., almac. y comunicaciones (058)",18,,,4,7,,,,1,6,,,
"Intermediación financiera (059)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",12,,2,,4,1,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",49,1,1,4,36,,,,,5,2,,
"Enseñanza (062)",174,,168,,5,,,,,1,,,
"Servicios sociales y de salud (063)",68,,16,44,3,3,,,,2,,,
"Otras activ. serv.comun.soc y personales (064)",21,,,1,1,3,,,,16,,,
"Hogares privados con servicio doméstico (065)",307,,,,,,,,,307,,,
"Actividad economica no especificada (067)",151,,,4,7,,,,,,,140,
"Desocupado (068)",48,,,,,,,,,,,,48
,,,,,,,,,,,,,
"URBANA (069)",5074,15,362,135,124,413,1931,200,278,1318,28,92,178
"Agric., ganadería, caza y silvicultura (070)",2787,1,1,1,,,1930,2,,852,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Industrias manufactureras (073)",151,1,,7,1,1,,132,6,3,,,
"Suministro de electricidad, gas y agua (074)",9,,1,1,1,,,3,1,2,,,
"Construcción (075)",91,,,4,1,,,9,65,12,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",454,,4,9,2,312,,53,3,71,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",58,,1,,,14,,40,3,,,,
"Comercio al por mayor (078)",29,,1,,,27,,,,1,,,
"Comercio al por menor (079)",367,,2,9,2,271,,13,,70,,,
"Hoteles y restaurantes (080)",141,,,2,2,75,,,,62,,,
"Trans., almac. y comunicaciones (081)",236,,1,10,9,,,,197,19,,,
"Intermediación financiera (082)",6,,,2,3,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",51,,14,10,7,8,,,3,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",154,10,6,8,69,7,,1,3,22,28,,
"Enseñanza (085)",320,3,305,2,8,,,,,2,,,
"Servicios sociales y de salud (086)",95,,27,57,6,2,,,,3,,,
"Otras activ. serv.comun.soc y personales (087)",55,,3,17,3,8,,,,24,,,
"Hogares privados con servicio doméstico (088)",236,,,,,,,,,236,,,
"Actividad economica no especificada (090)",109,,,5,12,,,,,,,92,
"Desocupado (091)",178,,,,,,,,,,,,178
"Hombres (092)",3718,13,197,70,56,188,1805,168,276,734,26,41,144
"Agric., ganadería, caza y silvicultura (093)",2431,,1,1,,,1804,2,,623,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Industrias manufactureras (096)",112,1,,4,,,,100,6,1,,,
"Suministro de electricidad, gas y agua (097)",9,,1,1,1,,,3,1,2,,,
"Construcción (098)",88,,,4,,,,9,64,11,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",251,,2,4,,154,,53,3,35,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",49,,1,,,5,,40,3,,,,
"Comercio al por mayor (101)",16,,,,,16,,,,,,,
"Comercio al por menor (102)",186,,1,4,,133,,13,,35,,,
"Hoteles y restaurantes (103)",21,,,,1,15,,,,5,,,
"Trans., almac. y comunicaciones (104)",218,,1,6,2,,,,196,13,,,
"Intermediación financiera (105)",4,,,2,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (106)",39,,12,10,3,7,,,3,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",106,9,5,4,34,7,,1,3,17,26,,
"Enseñanza (108)",167,3,158,2,3,,,,,1,,,
"Servicios sociales y de salud (109)",34,,14,15,4,,,,,1,,,
"Otras activ. serv.comun.soc y personales (110)",35,,3,16,2,5,,,,9,,,
"Hogares privados con servicio doméstico (111)",11,,,,,,,,,11,,,
"Actividad economica no especificada (113)",47,,,1,5,,,,,,,41,
"Desocupado (114)",144,,,,,,,,,,,,144
"Mujeres (115)",1356,2,165,65,68,225,126,32,2,584,2,51,34
"Agric., ganadería, caza y silvicultura (116)",356,1,,,,,126,,,229,,,
"Industrias manufactureras (119)",39,,,3,1,1,,32,,2,,,
"Construcción (121)",3,,,,1,,,,1,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",203,,2,5,2,158,,,,36,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",9,,,,,9,,,,,,,
"Comercio al por mayor (124)",13,,1,,,11,,,,1,,,
"Comercio al por menor (125)",181,,1,5,2,138,,,,35,,,
"Hoteles y restaurantes (126)",120,,,2,1,60,,,,57,,,
"Trans., almac. y comunicaciones (127)",18,,,4,7,,,,1,6,,,
"Intermediación financiera (128)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",12,,2,,4,1,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",48,1,1,4,35,,,,,5,2,,
"Enseñanza (131)",153,,147,,5,,,,,1,,,
"Servicios sociales y de salud (132)",61,,13,42,2,2,,,,2,,,
"Otras activ. serv.comun.soc y personales (133)",20,,,1,1,3,,,,15,,,
"Hogares privados con servicio doméstico (134)",225,,,,,,,,,225,,,
"Actividad economica no especificada (136)",62,,,4,7,,,,,,,51,
"Desocupado (137)",34,,,,,,,,,,,,34
,,,,,,,,,,,,,
"RURAL (138)",4256,1,47,6,2,60,2529,14,23,1409,,98,67
"Agric., ganadería, caza y silvicultura (139)",3836,,,,,,2528,,,1308,,,
"Pesca (140)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (141)",1,,,,,,,1,,,,,
"Industrias manufactureras (142)",13,,,,,,,12,,1,,,
"Construcción (144)",11,,,,,,,,7,4,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",53,,,,,49,,1,,3,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,,,,,,1,,,,,
"Comercio al por mayor (147)",6,,,,,6,,,,,,,
"Comercio al por menor (148)",46,,,,,43,,,,3,,,
"Hoteles y restaurantes (149)",11,,,,,8,,,,3,,,
"Trans., almac. y comunicaciones (150)",18,,,,,,,,16,2,,,
"Activid.inmobil., empres. y alquileres (152)",3,,,,,2,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",3,1,,,1,,,,,1,,,
"Enseñanza (154)",44,,44,,,,,,,,,,
"Servicios sociales y de salud (155)",9,,3,4,1,1,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",4,,,1,,,,,,3,,,
"Hogares privados con servicio doméstico (157)",83,,,,,,,,,83,,,
"Actividad economica no especificada (159)",99,,,1,,,,,,,,98,
