"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LEONCIO PRADO (000)",44205,36952,2788,1865,2600
"Hombres (001)",31965,27066,1914,1181,1804
"Mujeres (002)",12240,9886,874,684,796
"De 06 a 14 años (003)",1141,1027,84,30,
"Hombres (004)",857,768,63,26,
"Mujeres (005)",284,259,21,4,
"De 15 a 29 años (006)",15369,12947,1151,618,653
"Hombres (007)",11349,9725,767,402,455
"Mujeres (008)",4020,3222,384,216,198
"De 30 a 44 años (009)",15333,12371,981,787,1194
"Hombres (010)",10702,8794,644,475,789
"Mujeres (011)",4631,3577,337,312,405
"De 45 a 64 años (012)",10340,8680,520,415,725
"Hombres (013)",7458,6262,395,267,534
"Mujeres (014)",2882,2418,125,148,191
"De 65 y más años (015)",2022,1927,52,15,28
"Hombres (016)",1599,1517,45,11,26
"Mujeres (017)",423,410,7,4,2
,,,,,
"URBANA (018)",26549,20003,2328,1773,2445
"Hombres (019)",16962,12579,1574,1118,1691
"Mujeres (020)",9587,7424,754,655,754
"De 06 a 14 años (021)",557,468,63,26,
"Hombres (022)",370,300,48,22,
"Mujeres (023)",187,168,15,4,
"De 15 a 29 años (024)",8879,6767,954,579,579
"Hombres (025)",5780,4385,621,376,398
"Mujeres (026)",3099,2382,333,203,181
"De 30 a 44 años (027)",9663,6947,829,755,1132
"Hombres (028)",5929,4190,538,453,748
"Mujeres (029)",3734,2757,291,302,384
"De 45 a 64 años (030)",6497,4954,438,398,707
"Hombres (031)",4220,3115,329,256,520
"Mujeres (032)",2277,1839,109,142,187
"De 65 y más años (033)",953,867,44,15,27
"Hombres (034)",663,589,38,11,25
"Mujeres (035)",290,278,6,4,2
,,,,,
"RURAL (036)",17656,16949,460,92,155
"Hombres (037)",15003,14487,340,63,113
"Mujeres (038)",2653,2462,120,29,42
"De 06 a 14 años (039)",584,559,21,4,
"Hombres (040)",487,468,15,4,
"Mujeres (041)",97,91,6,,
"De 15 a 29 años (042)",6490,6180,197,39,74
"Hombres (043)",5569,5340,146,26,57
"Mujeres (044)",921,840,51,13,17
"De 30 a 44 años (045)",5670,5424,152,32,62
"Hombres (046)",4773,4604,106,22,41
"Mujeres (047)",897,820,46,10,21
"De 45 a 64 años (048)",3843,3726,82,17,18
"Hombres (049)",3238,3147,66,11,14
"Mujeres (050)",605,579,16,6,4
"De 65 y más años (051)",1069,1060,8,,1
"Hombres (052)",936,928,7,,1
"Mujeres (053)",133,132,1,,
