"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTA (000)",16657,1691,1934,9881,359,2606,186
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,31,,,2,,
"Profes., científicos e intelectuales (002)",640,486,,146,5,3,
"Técnicos de nivel medio y trab. asimilados (003)",291,186,,86,16,2,1
"Jefes y empleados de oficina (004)",256,255,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1599,263,8,1154,19,154,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6924,2,,6648,273,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",724,,204,472,14,34,
"Obreros construc.,conf.,papel, fab., instr. (008)",1403,143,535,668,23,34,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4269,206,1163,499,1,2216,184
"Otra (010)",53,53,,,,,
"Ocupación no especificada (011)",465,66,24,208,5,162,
"Hombres (012)",12217,1044,1766,7629,312,1430,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",27,25,,,2,,
"Profes., científicos e intelectuales (014)",327,258,,64,4,1,
"Técnicos de nivel medio y trab. asimilados (015)",176,109,,54,13,,
"Jefes y empleados de oficina (016)",168,168,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",467,146,2,283,7,29,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6249,1,,5995,252,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",612,,183,389,13,27,
"Obreros construc.,conf.,papel, fab., instr. (020)",1360,140,527,639,21,33,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2657,123,1035,155,,1308,36
"Otra (022)",51,51,,,,,
"Ocupación no especificada (023)",123,23,19,50,,31,
"Mujeres (024)",4440,647,168,2252,47,1176,150
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,6,,,,,
"Profes., científicos e intelectuales (026)",313,228,,82,1,2,
"Técnicos de nivel medio y trab. asimilados (027)",115,77,,32,3,2,1
"Jefes y empleados de oficina (028)",88,87,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1132,117,6,871,12,125,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",675,1,,653,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",112,,21,83,1,7,
"Obreros construc.,conf.,papel, fab., instr. (032)",43,3,8,29,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1612,83,128,344,1,908,148
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",342,43,5,158,5,131,
,,,,,,,
"URBANA (036)",6326,1121,872,3448,134,660,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,22,,,2,,
"Profes., científicos e intelectuales (038)",460,354,,99,5,2,
"Técnicos de nivel medio y trab. asimilados (039)",198,124,,60,12,2,
"Jefes y empleados de oficina (040)",163,162,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1149,162,3,853,15,116,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1424,2,,1344,77,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",442,,113,300,8,21,
"Obreros construc.,conf.,papel, fab., instr. (044)",760,73,282,376,9,20,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1475,135,459,318,1,471,91
"Otra (046)",48,48,,,,,
"Ocupación no especificada (047)",183,39,15,98,4,27,
"Hombres (048)",4090,689,796,2138,102,346,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,19,,,2,,
"Profes., científicos e intelectuales (050)",235,190,,40,4,1,
"Técnicos de nivel medio y trab. asimilados (051)",120,72,,39,9,,
"Jefes y empleados de oficina (052)",107,107,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",310,88,,196,5,21,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1213,1,,1145,66,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",372,,103,245,7,17,
"Obreros construc.,conf.,papel, fab., instr. (056)",736,71,279,358,9,19,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",869,77,402,91,,280,19
"Otra (058)",46,46,,,,,
"Ocupación no especificada (059)",61,18,12,24,,7,
"Mujeres (060)",2236,432,76,1310,32,314,72
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",225,164,,59,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",78,52,,21,3,2,
"Jefes y empleados de oficina (064)",56,55,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",839,74,3,657,10,95,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",211,1,,199,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",70,,10,55,1,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",24,2,3,18,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",606,58,57,227,1,191,72
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",122,21,3,74,4,20,
,,,,,,,
"RURAL (072)",10331,570,1062,6433,225,1946,95
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,9,,,,,
"Profes., científicos e intelectuales (074)",180,132,,47,,1,
"Técnicos de nivel medio y trab. asimilados (075)",93,62,,26,4,,1
"Jefes y empleados de oficina (076)",93,93,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",450,101,5,301,4,38,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5500,,,5304,196,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",282,,91,172,6,13,
"Obreros construc.,conf.,papel, fab., instr. (080)",643,70,253,292,14,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2794,71,704,181,,1745,93
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",282,27,9,110,1,135,
"Hombres (084)",8127,355,970,5491,210,1084,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,6,,,,,
"Profes., científicos e intelectuales (086)",92,68,,24,,,
"Técnicos de nivel medio y trab. asimilados (087)",56,37,,15,4,,
"Jefes y empleados de oficina (088)",61,61,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",157,58,2,87,2,8,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5036,,,4850,186,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",240,,80,144,6,10,
"Obreros construc.,conf.,papel, fab., instr. (092)",624,69,248,281,12,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1788,46,633,64,,1028,17
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",62,5,7,26,,24,
"Mujeres (096)",2204,215,92,942,15,862,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",88,64,,23,,1,
