"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1164,,,,25,77,461,93,508
"Técnicos de nivel medio ytrab.asimilados (039)",513,3,,43,144,74,164,41,44
"Jefes y empleados de oficina (040)",546,,,3,219,92,125,46,61
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1828,24,1,486,953,124,125,67,48
"Agricult.trabaj. calif.agrop. y pesquros (042)",3160,109,2,1829,1108,41,37,15,19
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",928,8,1,252,504,61,58,22,22
"Obreros. construc., conf., papel, fab., instr (044)",1151,9,,254,724,56,53,27,28
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3078,125,11,1515,1250,74,64,27,12
"Otra (046)",134,,,,19,43,35,7,30
"Ocupación no especificada (047)",335,12,1,111,152,20,20,6,13
"Hombres (048)",8779,154,10,3159,3653,419,629,240,515
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",27,,,2,8,,3,5,9
"Profes., científicos e intelectuales (050)",603,,,,15,35,216,46,291
"Técnicos de nivel medio ytrab.asimilados (051)",357,3,,27,103,60,100,32,32
"Jefes y empleados de oficina (052)",265,,,1,118,30,49,24,43
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",820,7,,188,437,57,55,44,32
"Agricult.trabaj. calif.agrop. y pesquros (054)",2896,82,2,1671,1038,39,31,14,19
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",805,8,1,215,439,51,50,21,20
"Obreros. construc., conf., papel, fab., instr (056)",1138,9,,249,718,56,53,26,27
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1612,42,7,772,698,40,29,17,7
"Otra (058)",130,,,,18,43,34,7,28
"Ocupación no especificada (059)",126,3,,34,61,8,9,4,7
"Mujeres (060)",4100,136,6,1337,1454,245,522,116,284
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",15,,,1,1,2,6,,5
"Profes., científicos e intelectuales (062)",561,,,,10,42,245,47,217
"Técnicos de nivel medio ytrab.asimilados (063)",156,,,16,41,14,64,9,12
"Jefes y empleados de oficina (064)",281,,,2,101,62,76,22,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1008,17,1,298,516,67,70,23,16
"Agricult.trabaj. calif.agrop. y pesquros (066)",264,27,,158,70,2,6,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",123,,,37,65,10,8,1,2
"Obreros. construc., conf., papel, fab., instr (068)",13,,,5,6,,,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1466,83,4,743,552,34,35,10,5
"Otra (070)",4,,,,1,,1,,2
"Ocupación no especificada (071)",209,9,1,77,91,12,11,2,6
,,,,,,,,,
"RURAL (072)",7590,522,7,4811,1957,83,116,51,43
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",1,,,,,,1,,
"Profes., científicos e intelectuales (074)",104,,,,1,16,65,6,16
"Técnicos de nivel medio ytrab.asimilados (075)",23,,,3,5,3,9,1,2
"Jefes y empleados de oficina (076)",19,,,1,6,1,7,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",228,9,,109,93,8,3,6,
"Agricult.trabaj. calif.agrop. y pesquros (078)",3850,226,1,2628,936,23,14,17,5
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",52,2,,30,18,1,,1,
"Obreros. construc., conf., papel, fab., instr (080)",75,1,,23,40,6,2,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3063,270,6,1894,825,22,15,15,16
"Ocupación no especificada (083)",175,14,,123,33,3,,1,1
"Hombres (084)",6282,378,4,3977,1697,60,84,45,37
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",1,,,,,,1,,
"Profes., científicos e intelectuales (086)",60,,,,,4,42,3,11
"Técnicos de nivel medio ytrab.asimilados (087)",18,,,3,4,3,5,1,2
"Jefes y empleados de oficina (088)",12,,,,5,1,4,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",101,2,,46,41,6,2,4,
"Agricult.trabaj. calif.agrop. y pesquros (090)",3607,192,1,2461,896,21,14,17,5
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",39,2,,21,14,1,,1,
"Obreros. construc., conf., papel, fab., instr (092)",72,,,22,39,6,2,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2289,177,3,1369,678,17,14,15,16
"Ocupación no especificada (095)",83,5,,55,20,1,,1,1
"Mujeres (096)",1308,144,3,834,260,23,32,6,6
"Profes., científicos e intelectuales (098)",44,,,,1,12,23,3,5
"Técnicos de nivel medio ytrab.asimilados (099)",5,,,,1,,4,,
"Jefes y empleados de oficina (100)",7,,,1,1,,3,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",127,7,,63,52,2,1,2,
"Agricult.trabaj. calif.agrop. y pesquros (102)",243,34,,167,40,2,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",13,,,9,4,,,,
"Obreros. construc., conf., papel, fab., instr (104)",3,1,,1,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",774,93,3,525,147,5,1,,
"Ocupación no especificada (107)",92,9,,68,13,2,,,
