"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia GRAN CHIMU (000)",10214,8073,526,448,1167
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",15,,1,2,12
"Profes., científicos e intelectuales (002)",603,200,149,129,125
"Técnicos de nivel medio y trab. asimilados (003)",199,78,17,11,93
"Jefes y empleados de oficina (004)",134,13,4,11,106
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",511,459,27,5,20
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3865,3823,40,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",792,247,46,109,390
"Obreros construc.,conf.,papel, fab., instr. (008)",374,192,25,16,141
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3455,2840,210,155,250
"Otra (010)",26,,,,26
"Ocupación no especificada (011)",240,221,7,8,4
"Hombres (012)",8757,6936,419,364,1038
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",12,,1,1,10
"Profes., científicos e intelectuales (014)",288,71,75,61,81
"Técnicos de nivel medio y trab. asimilados (015)",152,49,12,10,81
"Jefes y empleados de oficina (016)",83,5,3,4,71
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",234,192,20,5,17
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3801,3760,39,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",736,197,44,107,388
"Obreros construc.,conf.,papel, fab., instr. (020)",373,192,25,16,140
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2983,2414,198,150,221
"Otra (022)",25,,,,25
"Ocupación no especificada (023)",70,56,2,8,4
"Mujeres (024)",1457,1137,107,84,129
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,,,1,2
"Profes., científicos e intelectuales (026)",315,129,74,68,44
"Técnicos de nivel medio y trab. asimilados (027)",47,29,5,1,12
"Jefes y empleados de oficina (028)",51,8,1,7,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",277,267,7,,3
"Agricult.trabaj.calif.agrop.y pesqueros (030)",64,63,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",56,50,2,2,2
"Obreros construc.,conf.,papel, fab., instr. (032)",1,,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",472,426,12,5,29
"Otra (034)",1,,,,1
