"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",170,165,5,,
,,,,,
"URBANA (036)",2343,1684,258,226,175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",11,,1,2,8
"Profes., científicos e intelectuales (038)",281,93,79,87,22
"Técnicos de nivel medio y trab. asimilados (039)",97,58,13,9,17
"Jefes y empleados de oficina (040)",66,11,2,10,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",354,333,16,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",367,345,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",163,110,13,27,13
"Obreros construc.,conf.,papel, fab., instr. (044)",135,108,10,8,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",781,568,100,79,34
"Otra (046)",25,,,,25
"Ocupación no especificada (047)",63,58,2,2,1
"Hombres (048)",1635,1142,205,169,119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",8,,1,1,6
"Profes., científicos e intelectuales (050)",124,31,41,42,10
"Técnicos de nivel medio y trab. asimilados (051)",63,37,8,8,10
"Jefes y empleados de oficina (052)",27,3,2,4,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",153,135,13,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",356,335,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",131,79,12,27,13
"Obreros construc.,conf.,papel, fab., instr. (056)",135,108,10,8,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",592,396,96,75,25
"Otra (058)",24,,,,24
"Ocupación no especificada (059)",22,18,1,2,1
"Mujeres (060)",708,542,53,57,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,,1,2
"Profes., científicos e intelectuales (062)",157,62,38,45,12
"Técnicos de nivel medio y trab. asimilados (063)",34,21,5,1,7
"Jefes y empleados de oficina (064)",39,8,,6,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",201,198,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",11,10,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",32,31,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",189,172,4,4,9
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",41,40,1,,
,,,,,
"RURAL (072)",7871,6389,268,222,992
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,,,4
"Profes., científicos e intelectuales (074)",322,107,70,42,103
"Técnicos de nivel medio y trab. asimilados (075)",102,20,4,2,76
"Jefes y empleados de oficina (076)",68,2,2,1,63
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",157,126,11,3,17
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3498,3478,18,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",629,137,33,82,377
"Obreros construc.,conf.,papel, fab., instr. (080)",239,84,15,8,132
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2674,2272,110,76,216
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",177,163,5,6,3
"Hombres (084)",7122,5794,214,195,919
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,,4
"Profes., científicos e intelectuales (086)",164,40,34,19,71
"Técnicos de nivel medio y trab. asimilados (087)",89,12,4,2,71
"Jefes y empleados de oficina (088)",56,2,1,,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",81,57,7,3,14
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3445,3425,18,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",605,118,32,80,375
"Obreros construc.,conf.,papel, fab., instr. (092)",238,84,15,8,131
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2391,2018,102,75,196
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",48,38,1,6,3
"Mujeres (096)",749,595,54,27,73
"Profes., científicos e intelectuales (098)",158,67,36,23,32
"Técnicos de nivel medio y trab. asimilados (099)",13,8,,,5
"Jefes y empleados de oficina (100)",12,,1,1,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",76,69,4,,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",53,53,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",24,19,1,2,2
"Obreros construc.,conf.,papel, fab., instr. (104)",1,,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",283,254,8,1,20
"Ocupación no especificada (107)",129,125,4,,
