"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AYABACA (000)",45560,44409,13653,4205,4155,3904,6243,4834,3748,3667,1151,156893
"De 12 a 14 años (001)",5745,5716,5695,19,2,,,,,,29,23
"De 15 a 19 años (002)",6299,6199,5210,768,190,27,4,,,,100,1245
"De 20 a 24 años (003)",4552,4227,1261,1313,982,469,185,17,,,325,5563
"De 25 a 29 años (004)",4207,3964,432,760,962,846,851,107,6,,243,9613
"De 30 a 34 años (005)",3923,3801,228,415,657,756,1159,477,96,13,122,13072
"De 35 a 39 años (006)",3824,3748,147,253,443,578,1081,843,322,81,76,16712
"De 40 a 44 años (007)",3317,3268,114,173,250,377,809,756,492,297,49,17732
"De 45 a 49 años (008)",2876,2829,98,119,178,250,605,626,524,429,47,17251
"De 50 y más años (009)",10817,10657,468,385,491,601,1549,2008,2308,2847,160,75682
"Sin nivel (010)",10699,10468,948,632,710,830,1787,1861,1779,1921,231,61770
"De 12 a 14 años (011)",144,143,141,2,,,,,,,1,2
"De 15 a 19 años (012)",307,299,226,51,18,2,2,,,,8,101
"De 20 a 24 años (013)",465,432,113,94,113,72,35,5,,,33,717
"De 25 a 29 años (014)",608,580,61,96,104,134,156,26,3,,28,1565
"De 30 a 34 años (015)",733,713,45,49,108,113,230,130,33,5,20,2779
"De 35 a 39 años (016)",850,831,45,54,58,95,223,220,101,35,19,4118
"De 40 a 44 años (017)",945,930,36,51,48,69,198,225,189,114,15,5545
"De 45 a 49 años (018)",892,871,36,42,40,53,162,182,189,167,21,5698
"De 50 y más años (019)",5755,5669,245,193,221,292,781,1073,1264,1600,86,41245
"Educacion Inicial (020)",50,46,18,7,6,3,9,3,,,4,88
"De 12 a 14 años (021)",8,8,8,,,,,,,,,
