"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHOTA (000)",45396,5232,46,24177,9724,817,2530,475,2395
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",76,,,9,11,7,24,1,24
"Profes., científicos e intelectuales (002)",3221,,,,168,157,1192,125,1579
"Técnicos de nivel medio ytrab.asimilados (003)",754,6,,29,104,97,345,47,126
"Jefes y empleados de oficina (004)",680,,,8,196,55,184,49,188
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2385,216,3,936,786,81,180,63,120
"Agricult.trabaj. calif.agrop. y pesquros (006)",18519,2513,14,12415,3311,88,99,28,51
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1798,183,2,838,520,61,113,33,48
"Obreros. construc., conf., papel, fab., instr (008)",1501,35,3,490,687,75,93,43,75
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",15183,2006,21,8958,3666,149,207,54,122
"Otra (010)",138,,,,48,20,46,5,19
"Ocupación no especificada (011)",1141,273,3,494,227,27,47,27,43
"Hombres (012)",35719,3106,32,20258,8154,600,1656,326,1587
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",58,,,9,8,6,16,1,18
"Profes., científicos e intelectuales (014)",1925,,,,71,75,717,73,989
"Técnicos de nivel medio ytrab.asimilados (015)",481,1,,20,70,77,183,34,96
"Jefes y empleados de oficina (016)",394,,,7,116,33,98,31,109
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",1101,21,1,400,423,48,107,30,71
"Agricult.trabaj. calif.agrop. y pesquros (018)",17102,1982,10,11698,3157,83,97,27,48
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1005,26,,382,368,51,106,27,45
"Obreros. construc., conf., papel, fab., instr (020)",1401,25,3,426,670,73,90,42,72
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",11767,1015,16,7173,3121,124,179,40,99
"Otra (022)",136,,,,48,20,45,5,18
"Ocupación no especificada (023)",349,36,2,143,102,10,18,16,22
"Mujeres (024)",9677,2126,14,3919,1570,217,874,149,808
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",18,,,,3,1,8,,6
"Profes., científicos e intelectuales (026)",1296,,,,97,82,475,52,590
"Técnicos de nivel medio ytrab.asimilados (027)",273,5,,9,34,20,162,13,30
"Jefes y empleados de oficina (028)",286,,,1,80,22,86,18,79
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1284,195,2,536,363,33,73,33,49
"Agricult.trabaj. calif.agrop. y pesquros (030)",1417,531,4,717,154,5,2,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",793,157,2,456,152,10,7,6,3
"Obreros. construc., conf., papel, fab., instr (032)",100,10,,64,17,2,3,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",3416,991,5,1785,545,25,28,14,23
"Otra (034)",2,,,,,,1,,1
"Ocupación no especificada (035)",792,237,1,351,125,17,29,11,21
,,,,,,,,,
"URBANA (036)",11575,624,21,3260,3168,480,1744,342,1936
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",59,,,5,8,5,21,1,19
