"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAMBOPATA (000)",33610,9683,7103,13621,1086,1453,664
"Agric., ganadería, caza y silvicultura (001)",5328,80,1371,3064,227,586,
"Pesca (002)",118,2,80,25,2,9,
"Explotación de minas y canteras (003)",2017,142,1405,301,147,22,
"Industrias manufactureras (004)",2352,101,1013,1080,116,42,
"Suministro de electricidad, gas y agua (005)",85,39,42,4,,,
"Construcción (006)",2618,360,1681,513,57,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5968,1311,229,3667,272,489,
"Venta, mant.y rep. veh.autom y motoc. (008)",850,136,154,454,67,39,
"Comercio al por mayor (009)",287,116,31,107,17,16,
"Comercio al por menor (010)",4831,1059,44,3106,188,434,
"Hoteles y restaurantes (011)",2547,1023,141,1165,99,119,
"Trans., almac. y comunicaciones (012)",3878,936,445,2405,62,30,
"Intermediación financiera (013)",132,130,,2,,,
"Activid.inmobil., empres. y alquileres (014)",1186,825,91,239,25,6,
"Admin.pub. y defensa; p. segur soc.afil (015)",1314,1222,92,,,,
"Enseñanza (016)",1581,1423,3,143,5,7,
"Servicios sociales y de salud (017)",730,651,,67,10,2,
"Otras activ. serv.comun.soc y personales (018)",1249,498,234,487,12,18,
"Hogares privados con servicio doméstico (019)",664,,,,,,664
"Actividad economica no especificada (021)",1843,940,276,459,52,116,
"Hombres (022)",22253,5173,6328,9251,791,633,77
"Agric., ganadería, caza y silvicultura (023)",4473,64,1167,2706,202,334,
"Pesca (024)",105,2,73,23,1,6,
"Explotación de minas y canteras (025)",1804,27,1353,277,128,19,
"Industrias manufactureras (026)",1918,70,858,867,96,27,
"Suministro de electricidad, gas y agua (027)",74,33,37,4,,,
"Construcción (028)",2505,311,1630,503,55,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2689,565,215,1610,168,131,
"Venta, mant.y rep. veh.autom y motoc. (030)",779,105,153,433,64,24,
"Comercio al por mayor (031)",156,68,22,51,12,3,
"Comercio al por menor (032)",1754,392,40,1126,92,104,
"Hoteles y restaurantes (033)",506,265,42,142,27,30,
"Trans., almac. y comunicaciones (034)",3609,744,434,2351,54,26,
"Intermediación financiera (035)",80,80,,,,,
"Activid.inmobil., empres. y alquileres (036)",821,544,67,188,19,3,
"Admin.pub. y defensa; p. segur soc.afil (037)",947,894,53,,,,
"Enseñanza (038)",719,636,3,73,4,3,
"Servicios sociales y de salud (039)",317,264,,45,6,2,
"Otras activ. serv.comun.soc y personales (040)",691,258,193,226,5,9,
"Hogares privados con servicio doméstico (041)",77,,,,,,77
"Actividad economica no especificada (043)",918,416,203,236,26,37,
"Mujeres (044)",11357,4510,775,4370,295,820,587
"Agric., ganadería, caza y silvicultura (045)",855,16,204,358,25,252,
"Pesca (046)",13,,7,2,1,3,
"Explotación de minas y canteras (047)",213,115,52,24,19,3,
"Industrias manufactureras (048)",434,31,155,213,20,15,
"Suministro de electricidad, gas y agua (049)",11,6,5,,,,
"Construcción (050)",113,49,51,10,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3279,746,14,2057,104,358,
"Venta, mant.y rep. veh.autom y motoc. (052)",71,31,1,21,3,15,
"Comercio al por mayor (053)",131,48,9,56,5,13,
"Comercio al por menor (054)",3077,667,4,1980,96,330,
"Hoteles y restaurantes (055)",2041,758,99,1023,72,89,
"Trans., almac. y comunicaciones (056)",269,192,11,54,8,4,
"Intermediación financiera (057)",52,50,,2,,,
"Activid.inmobil., empres. y alquileres (058)",365,281,24,51,6,3,
"Admin.pub. y defensa; p. segur soc.afil (059)",367,328,39,,,,
"Enseñanza (060)",862,787,,70,1,4,
"Servicios sociales y de salud (061)",413,387,,22,4,,
"Otras activ. serv.comun.soc y personales (062)",558,240,41,261,7,9,
"Hogares privados con servicio doméstico (063)",587,,,,,,587
"Actividad economica no especificada (065)",925,524,73,223,26,79,
,,,,,,,
"URBANA (066)",27287,8972,5042,10925,846,953,549
"Agric., ganadería, caza y silvicultura (067)",2460,67,756,1315,131,191,
"Pesca (068)",88,2,58,19,2,7,
"Explotación de minas y canteras (069)",1082,73,736,210,57,6,
"Industrias manufactureras (070)",2097,92,856,995,112,42,
"Suministro de electricidad, gas y agua (071)",80,39,37,4,,,
"Construcción (072)",2164,236,1378,488,56,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5515,1249,205,3355,245,461,
"Venta, mant.y rep. veh.autom y motoc. (074)",786,118,139,428,63,38,
"Comercio al por mayor (075)",267,115,30,91,17,14,
"Comercio al por menor (076)",4462,1016,36,2836,165,409,
"Hoteles y restaurantes (077)",2231,905,100,1031,89,106,
"Trans., almac. y comunicaciones (078)",3414,823,326,2188,56,21,
"Intermediación financiera (079)",131,129,,2,,,
"Activid.inmobil., empres. y alquileres (080)",1132,787,80,234,25,6,
"Admin.pub. y defensa; p. segur soc.afil (081)",1293,1206,87,,,,
"Enseñanza (082)",1499,1346,3,139,5,6,
"Servicios sociales y de salud (083)",703,626,,65,10,2,
"Otras activ. serv.comun.soc y personales (084)",1195,481,217,471,12,14,
"Hogares privados con servicio doméstico (085)",549,,,,,,549
"Actividad economica no especificada (087)",1654,911,203,409,46,85,
"Hombres (088)",17268,4776,4424,7066,579,369,54
"Agric., ganadería, caza y silvicultura (089)",1972,53,604,1102,111,102,
"Pesca (090)",79,2,53,17,1,6,
"Explotación de minas y canteras (091)",971,24,710,189,42,6,
"Industrias manufactureras (092)",1682,63,708,792,92,27,
"Suministro de electricidad, gas y agua (093)",69,33,32,4,,,
"Construcción (094)",2077,206,1331,479,55,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2480,537,192,1479,147,125,
"Venta, mant.y rep. veh.autom y motoc. (096)",726,93,138,411,61,23,
"Comercio al por mayor (097)",146,68,21,42,12,3,
"Comercio al por menor (098)",1608,376,33,1026,74,99,
"Hoteles y restaurantes (099)",442,229,30,129,25,29,
"Trans., almac. y comunicaciones (100)",3169,650,317,2136,49,17,
"Intermediación financiera (101)",80,80,,,,,
"Activid.inmobil., empres. y alquileres (102)",781,517,58,184,19,3,
"Admin.pub. y defensa; p. segur soc.afil (103)",929,880,49,,,,
"Enseñanza (104)",683,601,3,73,4,2,
"Servicios sociales y de salud (105)",302,251,,43,6,2,
"Otras activ. serv.comun.soc y personales (106)",654,245,180,217,5,7,
"Hogares privados con servicio doméstico (107)",54,,,,,,54
"Actividad economica no especificada (109)",844,405,157,222,23,37,
"Mujeres (110)",10019,4196,618,3859,267,584,495
"Agric., ganadería, caza y silvicultura (111)",488,14,152,213,20,89,
"Pesca (112)",9,,5,2,1,1,
"Explotación de minas y canteras (113)",111,49,26,21,15,,
"Industrias manufactureras (114)",415,29,148,203,20,15,
"Suministro de electricidad, gas y agua (115)",11,6,5,,,,
"Construcción (116)",87,30,47,9,1,,
