"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUALGAYOC (000)",23760,137,453,1315,2786,5494,8597,4978
"De 12 a 14 años (001)",36,,,,,,4,32
"De 15 a 19 años (002)",734,,,,,,461,273
"De 20 a 24 años (003)",2727,,,,,16,1755,956
"De 25 a 29 años (004)",3145,,,,,302,2059,784
"De 30 a 34 años (005)",2946,,,,1,682,1696,567
"De 35 a 39 años (006)",2784,,,,49,1008,1310,417
"De 40 a 44 años (007)",2334,,,,169,1012,818,335
"De 45 a 49 años (008)",1943,,,5,337,983,393,225
"De 50 y más años (009)",7111,137,453,1310,2230,1491,101,1389
"Conviviente (010)",11735,14,67,299,1002,2775,5531,2047
"De 12 a 14 años (011)",28,,,,,,4,24
"De 15 a 19 años (012)",568,,,,,,349,219
"De 20 a 24 años (013)",1732,,,,,9,1254,469
"De 25 a 29 años (014)",1871,,,,,170,1371,330
"De 30 a 34 años (015)",1672,,,,,398,1037,237
"De 35 a 39 años (016)",1450,,,,17,520,749,164
"De 40 a 44 años (017)",1143,,,,58,482,480,123
"De 45 a 49 años (018)",927,,,4,121,493,223,86
"De 50 y más años (019)",2344,14,67,295,806,703,64,395
"Separado(a) (020)",1834,11,28,67,184,475,648,421
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",78,,,,,,54,24
"De 20 a 24 años (023)",213,,,,,2,155,56
"De 25 a 29 años (024)",281,,,,,46,170,65
"De 30 a 34 años (025)",252,,,,1,70,110,71
"De 35 a 39 años (026)",258,,,,9,101,89,59
"De 40 a 44 años (027)",193,,,,24,89,48,32
"De 45 a 49 años (028)",154,,,,36,77,17,24
"De 50 y más años (029)",402,11,28,67,114,90,5,87
"Casado(a) (030)",6585,22,119,479,1104,1807,2051,1003
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",45,,,,,,28,17
"De 20 a 24 años (033)",371,,,,,1,264,106
"De 25 a 29 años (034)",616,,,,,62,431,123
"De 30 a 34 años (035)",748,,,,,166,473,109
"De 35 a 39 años (036)",850,,,,16,316,426,92
"De 40 a 44 años (037)",785,,,,61,372,266,86
"De 45 a 49 años (038)",673,,,,139,328,136,70
"De 50 y más años (039)",2495,22,119,479,888,562,27,398
"Viudo(a) (040)",2073,88,230,445,442,275,110,483
"De 15 a 19 años (042)",4,,,,,,2,2
"De 20 a 24 años (043)",14,,,,,1,10,3
"De 25 a 29 años (044)",30,,,,,2,21,7
"De 30 a 34 años (045)",46,,,,,16,22,8
"De 35 a 39 años (046)",63,,,,3,30,23,7
"De 40 a 44 años (047)",95,,,,14,43,12,26
"De 45 a 49 años (048)",121,,,,28,62,16,15
