"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",267,13,97,78,65,14
"Hogares privados con servicio doméstico (041)",76,10,47,11,5,3
"Actividad economica no especificada (043)",346,4,173,90,67,12
"Mujeres (045)",16314,631,6768,5688,2911,316
"Agric., ganadería, caza y silvicultura (046)",6795,430,2883,2055,1293,134
"Pesca (047)",3,1,2,,,
"Explotación de minas y canteras (048)",1,,,,1,
"Industrias manufactureras (049)",375,14,145,139,68,9
"Suministro de electricidad, gas y agua (050)",2,,1,1,,
"Construcción (051)",53,,21,26,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2916,58,933,1167,682,76
"Venta, mant.y rep. veh.autom.y motoc. (053)",93,2,46,30,14,1
"Comercio al por mayor (054)",123,,48,51,23,1
"Comercio al por menor (055)",2700,56,839,1086,645,74
"Hoteles y restaurantes (056)",1505,54,655,484,279,33
"Trans., almac. y comunicaciones (057)",131,2,87,28,14,
"Intermediación financiera (058)",23,,17,4,2,
"Activid.inmobil., empres. y alquileres (059)",263,1,137,92,31,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",323,,192,96,35,
"Enseñanza (061)",1225,,364,709,148,4
"Servicios sociales y de salud (062)",315,,138,143,31,3
"Otras activ. serv.comun.soc y personales (063)",373,8,147,153,59,6
"Hogares privados con servicio doméstico (064)",982,53,598,213,100,18
"Actividad economica no especificada (066)",1029,10,448,378,163,30
,,,,,,
"URBANA (067)",21200,413,7740,7821,4596,630
"Agric., ganadería, caza y silvicultura (068)",5731,149,1947,1897,1444,294
"Pesca (069)",5,,3,1,1,
"Explotación de minas y canteras (070)",49,,12,22,15,
"Industrias manufactureras (071)",1133,22,506,356,218,31
"Suministro de electricidad, gas y agua (072)",30,,8,16,6,
"Construcción (073)",934,6,331,335,235,27
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4344,109,1370,1662,1062,141
"Venta, mant.y rep. veh.autom.y motoc. (075)",535,11,217,183,114,10
"Comercio al por mayor (076)",209,1,78,86,39,5
"Comercio al por menor (077)",3600,97,1075,1393,909,126
"Hoteles y restaurantes (078)",1552,59,612,510,324,47
"Trans., almac. y comunicaciones (079)",1800,13,841,655,281,10
"Intermediación financiera (080)",43,,24,11,8,
"Activid.inmobil., empres. y alquileres (081)",867,5,376,335,134,17
"Admin.pub. y defensa; p. segur.soc.afil (082)",928,,391,342,190,5
"Enseñanza (083)",1599,,332,957,302,8
"Servicios sociales y de salud (084)",442,,167,191,79,5
"Otras activ. serv.comun.soc y personales (085)",521,18,190,189,109,15
"Hogares privados con servicio doméstico (086)",597,29,357,132,67,12
"Actividad economica no especificada (088)",625,3,273,210,121,18
"Hombres (089)",13919,260,5042,4992,3148,477
"Agric., ganadería, caza y silvicultura (090)",4884,110,1694,1613,1201,266
"Pesca (091)",4,,2,1,1,
"Explotación de minas y canteras (092)",48,,12,22,14,
"Industrias manufactureras (093)",951,16,436,282,190,27
"Suministro de electricidad, gas y agua (094)",29,,8,15,6,
"Construcción (095)",889,6,312,314,231,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2153,64,715,773,513,88
"Venta, mant.y rep. veh.autom.y motoc. (097)",462,10,181,160,102,9
"Comercio al por mayor (098)",119,1,41,51,22,4
"Comercio al por menor (099)",1572,53,493,562,389,75
"Hoteles y restaurantes (100)",482,30,191,139,104,18
"Trans., almac. y comunicaciones (101)",1688,11,769,629,269,10
"Intermediación financiera (102)",23,,9,8,6,
"Activid.inmobil., empres. y alquileres (103)",658,4,270,263,106,15
"Admin.pub. y defensa; p. segur.soc.afil (104)",661,,234,263,159,5
"Enseñanza (105)",767,,125,453,185,4
"Servicios sociales y de salud (106)",199,,65,80,52,2
"Otras activ. serv.comun.soc y personales (107)",212,11,72,62,58,9
"Hogares privados con servicio doméstico (108)",38,6,22,7,2,1
"Actividad economica no especificada (110)",233,2,106,68,51,6
"Mujeres (112)",7281,153,2698,2829,1448,153
"Agric., ganadería, caza y silvicultura (113)",847,39,253,284,243,28
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",1,,,,1,
"Industrias manufactureras (116)",182,6,70,74,28,4
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",45,,19,21,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2191,45,655,889,549,53
"Venta, mant.y rep. veh.autom.y motoc. (120)",73,1,36,23,12,1
"Comercio al por mayor (121)",90,,37,35,17,1
"Comercio al por menor (122)",2028,44,582,831,520,51
"Hoteles y restaurantes (123)",1070,29,421,371,220,29
"Trans., almac. y comunicaciones (124)",112,2,72,26,12,
"Intermediación financiera (125)",20,,15,3,2,
"Activid.inmobil., empres. y alquileres (126)",209,1,106,72,28,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",267,,157,79,31,
"Enseñanza (128)",832,,207,504,117,4
"Servicios sociales y de salud (129)",243,,102,111,27,3
"Otras activ. serv.comun.soc y personales (130)",309,7,118,127,51,6
"Hogares privados con servicio doméstico (131)",559,23,335,125,65,11
"Actividad economica no especificada (133)",392,1,167,142,70,12
,,,,,,
"RURAL (134)",48950,1570,21353,15634,8657,1736
"Agric., ganadería, caza y silvicultura (135)",42318,1440,18395,13217,7648,1618
"Pesca (136)",13,3,6,2,2,
"Explotación de minas y canteras (137)",26,,11,12,3,
"Industrias manufactureras (138)",894,18,388,314,158,16
"Suministro de electricidad, gas y agua (139)",25,2,11,8,4,
"Construcción (140)",283,1,81,127,67,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1288,22,511,470,248,37
"Venta, mant.y rep. veh.autom.y motoc. (142)",128,2,54,45,24,3
"Comercio al por mayor (143)",68,,22,37,9,
"Comercio al por menor (144)",1092,20,435,388,215,34
"Hoteles y restaurantes (145)",515,30,277,130,73,5
"Trans., almac. y comunicaciones (146)",935,5,481,340,102,7
"Intermediación financiera (147)",8,,6,1,1,
"Activid.inmobil., empres. y alquileres (148)",181,1,76,70,30,4
"Admin.pub. y defensa; p. segur.soc.afil (149)",226,,115,87,22,2
"Enseñanza (150)",774,,248,409,116,1
"Servicios sociales y de salud (151)",134,,57,55,21,1
"Otras activ. serv.comun.soc y personales (152)",119,3,54,42,15,5
"Hogares privados con servicio doméstico (153)",461,34,288,92,38,9
"Actividad economica no especificada (155)",750,11,348,258,109,24
"Hombres (156)",39917,1092,17283,12775,7194,1573
"Agric., ganadería, caza y silvicultura (157)",36370,1049,15765,11446,6598,1512
"Pesca (158)",11,2,5,2,2,
"Explotación de minas y canteras (159)",26,,11,12,3,
"Industrias manufactureras (160)",701,10,313,249,118,11
"Suministro de electricidad, gas y agua (161)",24,2,10,8,4,
"Construcción (162)",275,1,79,122,66,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",563,9,233,192,115,14
"Venta, mant.y rep. veh.autom.y motoc. (164)",108,1,44,38,22,3
"Comercio al por mayor (165)",35,,11,21,3,
"Comercio al por menor (166)",420,8,178,133,90,11
"Hoteles y restaurantes (167)",80,5,43,17,14,1
"Trans., almac. y comunicaciones (168)",916,5,466,338,100,7
"Intermediación financiera (169)",5,,4,,1,
"Activid.inmobil., empres. y alquileres (170)",127,1,45,50,27,4
"Admin.pub. y defensa; p. segur.soc.afil (171)",170,,80,70,18,2
"Enseñanza (172)",381,,91,204,85,1
"Servicios sociales y de salud (173)",62,,21,23,17,1
"Otras activ. serv.comun.soc y personales (174)",55,2,25,16,7,5
"Hogares privados con servicio doméstico (175)",38,4,25,4,3,2
"Actividad economica no especificada (177)",113,2,67,22,16,6
"Mujeres (179)",9033,478,4070,2859,1463,163
"Agric., ganadería, caza y silvicultura (180)",5948,391,2630,1771,1050,106
"Pesca (181)",2,1,1,,,
"Industrias manufactureras (183)",193,8,75,65,40,5
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",8,,2,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",725,13,278,278,133,23
"Venta, mant.y rep. veh.autom.y motoc. (187)",20,1,10,7,2,
"Comercio al por mayor (188)",33,,11,16,6,
"Comercio al por menor (189)",672,12,257,255,125,23
"Hoteles y restaurantes (190)",435,25,234,113,59,4
"Trans., almac. y comunicaciones (191)",19,,15,2,2,
"Intermediación financiera (192)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (193)",54,,31,20,3,
"Admin.pub. y defensa; p. segur.soc.afil (194)",56,,35,17,4,
"Enseñanza (195)",393,,157,205,31,
"Servicios sociales y de salud (196)",72,,36,32,4,
"Otras activ. serv.comun.soc y personales (197)",64,1,29,26,8,
"Hogares privados con servicio doméstico (198)",423,30,263,88,35,7
"Actividad economica no especificada (200)",637,9,281,236,93,18
