"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",111,2,49,31,26,3
"Secundaria (034)",100,1,75,18,6,
"Superior no univ. incompleta (035)",8,,5,2,1,
"Superior no univ. completa (036)",22,,13,7,2,
"Superior univ. incompleta (037)",5,,4,1,,
"Superior univ. completa (038)",3,,2,1,,
"No PEA (040)",15066,5577,4094,1933,1942,1520
"Sin nivel (041)",3992,198,378,913,1296,1207
"Educación inicial (042)",430,396,23,11,,
"Primaria (043)",6576,4271,1041,582,450,232
"Secundaria (044)",3122,712,2053,243,87,27
"Superior no univ. incompleta (045)",371,,309,37,17,8
"Superior no univ. completa (046)",286,,107,93,57,29
"Superior univ. incompleta (047)",174,,153,10,8,3
"Superior univ. completa (048)",115,,30,44,27,14
,,,,,,
"URBANA (060)",2563,606,670,616,435,236
"Sin nivel (061)",323,35,22,56,93,117
"Educación inicial (062)",32,29,3,,,
"Primaria (063)",721,393,86,73,103,66
"Secundaria (064)",611,149,278,103,68,13
"Superior no univ. incompleta (065)",211,,116,61,27,7
"Superior no univ. completa (066)",370,,83,192,76,19
"Superior univ. incompleta (067)",88,,47,28,11,2
"Superior univ. completa (068)",207,,35,103,57,12
"PEA (070)",1003,10,249,433,246,65
"Sin nivel (071)",83,1,6,25,29,22
"Educación inicial (072)",2,,2,,,
"Primaria (073)",137,4,31,34,48,20
"Secundaria (074)",189,5,77,55,46,6
"Superior no univ. incompleta (075)",89,,29,41,17,2
"Superior no univ. completa (076)",280,,57,161,53,9
"Superior univ. incompleta (077)",51,,17,26,7,1
"Superior univ. completa (078)",172,,30,91,46,5
"Ocupada (080)",986,10,240,428,244,64
"Sin nivel (081)",81,1,6,24,29,21
"Educación inicial (082)",2,,2,,,
"Primaria (083)",136,4,30,34,48,20
"Secundaria (084)",185,5,74,54,46,6
"Superior no univ. incompleta (085)",88,,29,41,16,2
"Superior no univ. completa (086)",272,,52,159,52,9
"Superior univ. incompleta (087)",50,,17,25,7,1
"Superior univ. completa (088)",172,,30,91,46,5
"Desocupada (090)",17,,9,5,2,1
"Sin nivel (091)",2,,,1,,1
"Primaria (093)",1,,1,,,
"Secundaria (094)",4,,3,1,,
"Superior no univ. incompleta (095)",1,,,,1,
"Superior no univ. completa (096)",8,,5,2,1,
"Superior univ. incompleta (097)",1,,,1,,
"No PEA (100)",1560,596,421,183,189,171
"Sin nivel (101)",240,34,16,31,64,95
"Educación inicial (102)",30,29,1,,,
"Primaria (103)",584,389,55,39,55,46
"Secundaria (104)",422,144,201,48,22,7
"Superior no univ. incompleta (105)",122,,87,20,10,5
"Superior no univ. completa (106)",90,,26,31,23,10
"Superior univ. incompleta (107)",37,,30,2,4,1
"Superior univ. completa (108)",35,,5,12,11,7
,,,,,,
"RURAL (120)",17334,5017,4886,3029,2732,1670
"Sin nivel (121)",4825,168,471,1221,1641,1324
"Educación inicial (122)",409,367,27,15,,
"Primaria (123)",7277,3906,1389,950,766,266
"Secundaria (124)",3461,576,2308,404,144,29
"Superior no univ. incompleta (125)",366,,291,46,25,4
"Superior no univ. completa (126)",573,,197,251,95,30
"Superior univ. incompleta (127)",199,,149,30,16,4
"Superior univ. completa (128)",224,,54,112,45,13
"PEA (130)",3828,36,1213,1279,979,321
"Sin nivel (131)",1073,4,109,339,409,212
"Educación inicial (132)",9,,5,4,,
"Primaria (133)",1285,24,403,407,371,80
"Secundaria (134)",761,8,456,209,79,9
"Superior no univ. incompleta (135)",117,,69,29,18,1
"Superior no univ. completa (136)",377,,116,189,61,11
"Superior univ. incompleta (137)",62,,26,22,12,2
"Superior univ. completa (138)",144,,29,80,29,6
"Ocupada (140)",3494,32,1052,1184,917,309
"Sin nivel (141)",973,3,87,300,380,203
"Educación inicial (142)",9,,5,4,,
"Primaria (143)",1175,22,355,376,345,77
"Secundaria (144)",665,7,384,192,73,9
"Superior no univ. incompleta (145)",110,,64,27,18,1
"Superior no univ. completa (146)",363,,108,184,60,11
"Superior univ. incompleta (147)",58,,22,22,12,2
"Superior univ. completa (148)",141,,27,79,29,6
"Desocupada (150)",334,4,161,95,62,12
"Sin nivel (151)",100,1,22,39,29,9
"Primaria (153)",110,2,48,31,26,3
"Secundaria (154)",96,1,72,17,6,
"Superior no univ. incompleta (155)",7,,5,2,,
"Superior no univ. completa (156)",14,,8,5,1,
"Superior univ. incompleta (157)",4,,4,,,
"Superior univ. completa (158)",3,,2,1,,
"No PEA (160)",13506,4981,3673,1750,1753,1349
"Sin nivel (161)",3752,164,362,882,1232,1112
"Educación inicial (162)",400,367,22,11,,
"Primaria (163)",5992,3882,986,543,395,186
"Secundaria (164)",2700,568,1852,195,65,20
"Superior no univ. incompleta (165)",249,,222,17,7,3
"Superior no univ. completa (166)",196,,81,62,34,19
"Superior univ. incompleta (167)",137,,123,8,4,2
"Superior univ. completa (168)",80,,25,32,16,7
