"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Industrias manufactureras (049)",22,,5,14,1,2
"Construcción (051)",5,,1,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",72,4,15,24,19,10
"Comercio al por mayor (054)",1,,,1,,
"Comercio al por menor (055)",71,4,15,23,19,10
"Hoteles y restaurantes (056)",42,1,15,13,12,1
"Trans., almac. y comunicaciones (057)",4,,1,2,1,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",16,,9,7,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",7,,1,4,2,
"Enseñanza (061)",105,,26,67,12,
"Servicios sociales y de salud (062)",49,,17,28,4,
"Otras activ. serv.comun.soc y personales (063)",24,,9,11,4,
"Hogares privados con servicio doméstico (064)",64,1,31,13,13,6
"Actividad economica no especificada (066)",86,,35,25,18,8
,,,,,,
"URBANA (067)",821,11,249,369,155,37
"Agric., ganadería, caza y silvicultura (068)",90,3,21,25,31,10
"Explotación de minas y canteras (070)",2,,1,,1,
"Industrias manufactureras (071)",121,1,49,62,5,4
"Suministro de electricidad, gas y agua (072)",8,,4,3,1,
"Construcción (073)",48,1,18,18,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",110,4,20,43,30,13
"Venta, mant.y rep. veh.autom.y motoc. (075)",11,,3,8,,
"Comercio al por mayor (076)",3,1,,1,1,
"Comercio al por menor (077)",96,3,17,34,29,13
"Hoteles y restaurantes (078)",48,2,16,13,15,2
"Trans., almac. y comunicaciones (079)",17,,5,8,4,
"Activid.inmobil., empres. y alquileres (081)",39,,11,22,6,
"Admin.pub. y defensa; p. segur.soc.afil (082)",26,,9,12,4,1
"Enseñanza (083)",158,,25,102,31,
"Servicios sociales y de salud (084)",52,,16,30,6,
"Otras activ. serv.comun.soc y personales (085)",57,,29,23,4,1
"Hogares privados con servicio doméstico (086)",25,,15,5,3,2
"Actividad economica no especificada (088)",20,,10,3,4,3
"Hombres (089)",516,7,155,223,108,23
"Agric., ganadería, caza y silvicultura (090)",84,3,20,22,29,10
"Explotación de minas y canteras (092)",2,,1,,1,
"Industrias manufactureras (093)",104,1,47,49,5,2
"Suministro de electricidad, gas y agua (094)",8,,4,3,1,
"Construcción (095)",48,1,18,18,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",60,1,13,22,19,5
"Venta, mant.y rep. veh.autom.y motoc. (097)",11,,3,8,,
"Comercio al por mayor (098)",2,1,,,1,
"Comercio al por menor (099)",47,,10,14,18,5
"Hoteles y restaurantes (100)",14,1,5,3,4,1
"Trans., almac. y comunicaciones (101)",14,,4,7,3,
"Activid.inmobil., empres. y alquileres (103)",25,,3,16,6,
"Admin.pub. y defensa; p. segur.soc.afil (104)",19,,8,8,2,1
"Enseñanza (105)",83,,6,56,21,
"Servicios sociales y de salud (106)",7,,1,4,2,
"Otras activ. serv.comun.soc y personales (107)",40,,22,15,2,1
"Hogares privados con servicio doméstico (108)",1,,1,,,
"Actividad economica no especificada (110)",7,,2,,3,2
"Mujeres (112)",305,4,94,146,47,14
"Agric., ganadería, caza y silvicultura (113)",6,,1,3,2,
"Industrias manufactureras (116)",17,,2,13,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",50,3,7,21,11,8
"Comercio al por mayor (121)",1,,,1,,
"Comercio al por menor (122)",49,3,7,20,11,8
"Hoteles y restaurantes (123)",34,1,11,10,11,1
"Trans., almac. y comunicaciones (124)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (126)",14,,8,6,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",7,,1,4,2,
"Enseñanza (128)",75,,19,46,10,
"Servicios sociales y de salud (129)",45,,15,26,4,
"Otras activ. serv.comun.soc y personales (130)",17,,7,8,2,
"Hogares privados con servicio doméstico (131)",24,,14,5,3,2
"Actividad economica no especificada (133)",13,,8,3,1,1
,,,,,,
"RURAL (134)",1457,13,397,477,400,170
"Agric., ganadería, caza y silvicultura (135)",975,10,238,279,305,143
"Explotación de minas y canteras (137)",7,,3,3,1,
"Industrias manufactureras (138)",81,,35,32,12,2
"Suministro de electricidad, gas y agua (139)",1,,,1,,
"Construcción (140)",75,,28,29,14,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",44,2,15,10,14,3
"Venta, mant.y rep. veh.autom.y motoc. (142)",6,,3,3,,
"Comercio al por menor (144)",38,2,12,7,14,3
"Hoteles y restaurantes (145)",9,,5,3,1,
"Trans., almac. y comunicaciones (146)",10,,4,5,1,
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",14,,3,7,4,
"Admin.pub. y defensa; p. segur.soc.afil (149)",6,,,5,1,
"Enseñanza (150)",75,,11,55,9,
"Servicios sociales y de salud (151)",6,,3,3,,
"Otras activ. serv.comun.soc y personales (152)",13,,5,5,3,
"Hogares privados con servicio doméstico (153)",44,1,18,10,10,5
"Actividad economica no especificada (155)",96,,28,30,25,13
"Hombres (156)",1178,9,304,391,335,139
"Agric., ganadería, caza y silvicultura (157)",894,8,218,260,283,125
"Explotación de minas y canteras (159)",7,,3,3,1,
"Industrias manufactureras (160)",76,,32,31,11,2
"Suministro de electricidad, gas y agua (161)",1,,,1,,
"Construcción (162)",70,,27,27,12,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",22,1,7,7,6,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",6,,3,3,,
"Comercio al por menor (166)",16,1,4,4,6,1
"Hoteles y restaurantes (167)",1,,1,,,
"Trans., almac. y comunicaciones (168)",9,,4,4,1,
"Activid.inmobil., empres. y alquileres (170)",12,,2,6,4,
"Admin.pub. y defensa; p. segur.soc.afil (171)",6,,,5,1,
"Enseñanza (172)",45,,4,34,7,
"Servicios sociales y de salud (173)",2,,1,1,,
"Otras activ. serv.comun.soc y personales (174)",6,,3,2,1,
"Hogares privados con servicio doméstico (175)",4,,1,2,,1
"Actividad economica no especificada (177)",23,,1,8,8,6
"Mujeres (179)",279,4,93,86,65,31
"Agric., ganadería, caza y silvicultura (180)",81,2,20,19,22,18
"Industrias manufactureras (183)",5,,3,1,1,
"Construcción (185)",5,,1,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",22,1,8,3,8,2
"Comercio al por menor (189)",22,1,8,3,8,2
"Hoteles y restaurantes (190)",8,,4,3,1,
"Trans., almac. y comunicaciones (191)",1,,,1,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",2,,1,1,,
"Enseñanza (195)",30,,7,21,2,
"Servicios sociales y de salud (196)",4,,2,2,,
"Otras activ. serv.comun.soc y personales (197)",7,,2,3,2,
"Hogares privados con servicio doméstico (198)",40,1,17,8,10,4
"Actividad economica no especificada (200)",73,,27,22,17,7
