"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PICOTA (000)",14442,565,17,7443,4894,380,689,152,302
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",39,,,4,17,2,11,,5
"Profes., científicos e intelectuales (002)",509,,,,22,37,242,56,152
"Técnicos de nivel medio ytrab.asimilados (003)",197,,,12,40,41,73,14,17
"Jefes y empleados de oficina (004)",277,,,6,107,35,85,11,33
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",1254,13,,440,636,61,60,17,27
"Agricult.trabaj. calif.agrop. y pesquros (006)",5329,256,3,3457,1485,54,38,15,21
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",534,3,1,163,273,23,52,9,10
"Obreros. construc., conf., papel, fab., instr (008)",703,4,2,190,409,33,42,12,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",5209,266,11,2967,1793,79,62,14,17
"Otra (010)",19,,,,2,3,10,,4
"Ocupación no especificada (011)",372,23,,204,110,12,14,4,5
"Hombres (012)",11004,369,15,5695,3891,264,452,116,202
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",30,,,4,12,1,9,,4
"Profes., científicos e intelectuales (014)",304,,,,15,20,143,36,90
"Técnicos de nivel medio ytrab.asimilados (015)",135,,,10,31,33,43,11,7
"Jefes y empleados de oficina (016)",156,,,4,66,12,44,6,24
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",567,2,,170,305,29,30,12,19
"Agricult.trabaj. calif.agrop. y pesquros (018)",4999,219,3,3221,1435,52,37,15,17
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",454,3,1,122,240,21,49,9,9
"Obreros. construc., conf., papel, fab., instr (020)",696,4,2,185,407,33,42,12,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3466,132,9,1894,1312,55,37,13,14
"Otra (022)",18,,,,2,3,10,,3
"Ocupación no especificada (023)",179,9,,85,66,5,8,2,4
"Mujeres (024)",3438,196,2,1748,1003,116,237,36,100
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",9,,,,5,1,2,,1
"Profes., científicos e intelectuales (026)",205,,,,7,17,99,20,62
"Técnicos de nivel medio ytrab.asimilados (027)",62,,,2,9,8,30,3,10
"Jefes y empleados de oficina (028)",121,,,2,41,23,41,5,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",687,11,,270,331,32,30,5,8
"Agricult.trabaj. calif.agrop. y pesquros (030)",330,37,,236,50,2,1,,4
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",80,,,41,33,2,3,,1
"Obreros. construc., conf., papel, fab., instr (032)",7,,,5,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1743,134,2,1073,481,24,25,1,3
"Otra (034)",1,,,,,,,,1
"Ocupación no especificada (035)",193,14,,119,44,7,6,2,1
,,,,,,,,,
"URBANA (036)",9068,212,10,3907,3558,336,633,135,277
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",33,,,2,16,2,9,,4
"Profes., científicos e intelectuales (038)",467,,,,19,33,222,54,139
