"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",861,,,,,280,287,267,27
"Superior univ. incompleto (037)",195,,,,17,73,50,53,2
"Superior univ. completo (038)",552,,,,,111,212,215,14
"Hombres (040)",8583,458,1182,1435,989,1160,1113,1729,517
"Sin nivel (041)",817,458,139,6,8,24,32,81,69
"Educación inicial (042)",241,,221,10,2,2,6,,
"Primaria (043)",3717,,822,1000,166,230,371,761,367
"Secundaria (044)",2618,,,419,757,554,362,483,43
"Superior no univ. incompleto (045)",269,,,,53,122,40,49,5
"Superior no univ. completo (046)",457,,,,,127,146,164,20
"Superior univ. incompleto (047)",123,,,,3,43,38,37,2
"Superior univ. completo (048)",341,,,,,58,118,154,11
"Mujeres (050)",8861,435,1159,1377,921,1325,1244,1780,620
"Sin nivel (051)",1430,435,130,4,7,47,85,404,318
"Educación inicial (052)",258,,241,7,,5,5,,
"Primaria (053)",4040,,788,947,169,385,546,937,268
"Secundaria (054)",2186,,,419,691,516,319,222,19
"Superior no univ. incompleto (055)",260,,,,40,136,42,37,5
"Superior no univ. completo (056)",404,,,,,153,141,103,7
"Superior univ. incompleto (057)",72,,,,14,30,12,16,
"Superior univ. completo (058)",211,,,,,53,94,61,3
,,,,,,,,,
"RURAL (060)",44226,2644,6377,7143,4664,6723,5393,8550,2732
"Sin nivel (061)",8142,2644,1051,80,131,369,607,2000,1260
"Educación inicial (062)",1227,,1183,7,10,14,13,,
"Primaria (063)",24296,,4143,5723,1622,3034,3107,5265,1402
"Secundaria (064)",9614,,,1333,2853,2904,1393,1075,56
"Superior no univ. incompleto (065)",330,,,,41,180,61,44,4
"Superior no univ. completo (066)",280,,,,,122,95,60,3
"Superior univ. incompleto (067)",119,,,,7,53,28,29,2
"Superior univ. completo (068)",218,,,,,47,89,77,5
"Hombres (070)",22666,1329,3263,3697,2505,3467,2696,4387,1322
"Sin nivel (071)",3176,1329,540,50,51,145,193,544,324
"Educación inicial (072)",636,,620,5,4,5,2,,
"Primaria (073)",12523,,2103,2942,837,1340,1439,2922,940
"Secundaria (074)",5792,,,700,1598,1756,913,779,46
"Superior no univ. incompleto (075)",177,,,,14,96,34,30,3
"Superior no univ. completo (076)",157,,,,,62,55,37,3
"Superior univ. incompleto (077)",73,,,,1,30,17,24,1
"Superior univ. completo (078)",132,,,,,33,43,51,5
"Mujeres (080)",21560,1315,3114,3446,2159,3256,2697,4163,1410
"Sin nivel (081)",4966,1315,511,30,80,224,414,1456,936
"Educación inicial (082)",591,,563,2,6,9,11,,
"Primaria (083)",11773,,2040,2781,785,1694,1668,2343,462
"Secundaria (084)",3822,,,633,1255,1148,480,296,10
"Superior no univ. incompleto (085)",153,,,,27,84,27,14,1
"Superior no univ. completo (086)",123,,,,,60,40,23,
"Superior univ. incompleto (087)",46,,,,6,23,11,5,1
"Superior univ. completo (088)",86,,,,,14,46,26,
