"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CELENDIN (000)",22834,21808,113,4386,3907,3143,4878,3088,1652,641,1026,83939
"De 12 a 14 años (001)",53,29,1,25,3,,,,,,24,31
"De 15 a 19 años (002)",790,643,13,550,69,6,5,,,,147,726
"De 20 a 24 años (003)",2621,2300,19,1453,624,157,42,5,,,321,3378
"De 25 a 29 años (004)",2866,2675,15,919,960,495,262,23,1,,191,5590
"De 30 a 34 años (005)",2644,2539,7,462,747,603,577,127,13,3,105,7206
"De 35 a 39 años (006)",2653,2581,8,265,512,574,865,287,62,8,72,9246
"De 40 a 44 años (007)",2241,2204,5,169,286,384,732,433,151,44,37,9660
"De 45 a 49 años (008)",1888,1862,5,111,196,243,587,427,223,70,26,9262
"De 50 y más años (009)",7078,6975,40,432,510,681,1808,1786,1202,516,103,38840
"Sin nivel (010)",6520,6335,41,651,746,808,1667,1327,776,319,185,30537
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",58,47,2,37,8,,,,,,11,53
"De 20 a 24 años (013)",296,270,4,149,76,26,12,3,,,26,447
"De 25 a 29 años (014)",463,437,4,115,132,113,63,9,1,,26,1051
"De 30 a 34 años (015)",463,440,2,55,93,100,146,38,5,1,23,1477
"De 35 a 39 años (016)",624,597,3,43,99,116,224,81,28,3,27,2356
"De 40 a 44 años (017)",586,571,3,31,52,85,201,131,52,16,15,2743
"De 45 a 49 años (018)",565,556,1,36,41,59,151,154,87,27,9,3002
"De 50 y más años (019)",3464,3416,22,184,245,309,870,911,603,272,48,19407
"Educacion Inicial (020)",52,49,1,13,21,5,6,1,2,,3,119
"De 15 a 19 años (022)",4,3,,3,,,,,,,1,3
