"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANTA (000)",32266,31494,9556,4136,3597,3035,4770,3263,1922,1215,772,92304
"De 12 a 14 años (001)",3808,3791,3770,17,4,,,,,,17,25
"De 15 a 19 años (002)",4494,4425,3550,748,106,16,5,,,,69,1028
"De 20 a 24 años (003)",3786,3510,1090,1340,767,237,69,7,,,276,3916
"De 25 a 29 años (004)",3329,3150,362,758,888,663,425,46,8,,179,6680
"De 30 a 34 años (005)",2997,2938,156,421,585,614,862,256,36,8,59,9225
"De 35 a 39 años (006)",2605,2560,98,223,375,462,794,454,130,24,45,10144
"De 40 a 44 años (007)",2372,2349,95,140,236,263,681,540,286,108,23,11513
"De 45 a 49 años (008)",1937,1928,65,101,174,188,472,473,306,149,9,10382
"De 50 y más años (009)",6938,6843,370,388,462,592,1462,1487,1156,926,95,39391
"Conviviente (010)",6897,6733,653,2058,1564,974,935,362,142,45,164,16181
"De 12 a 14 años (011)",41,28,16,10,2,,,,,,13,14
"De 15 a 19 años (012)",919,863,280,495,78,7,3,,,,56,684
"De 20 a 24 años (013)",1800,1740,197,861,512,132,34,4,,,60,2446
"De 25 a 29 años (014)",1456,1440,74,385,503,322,141,13,2,,16,3059
"De 30 a 34 años (015)",1021,1017,31,179,249,240,250,61,6,1,4,2916
"De 35 a 39 años (016)",684,678,18,68,122,153,229,71,15,2,6,2379
"De 40 a 44 años (017)",409,406,9,26,45,67,135,74,41,9,3,1831
"De 45 a 49 años (018)",239,237,8,12,31,20,73,52,28,13,2,1174
"De 50 y más años (019)",328,324,20,22,22,33,70,87,50,20,4,1678
"Separado(a) (020)",1404,1387,30,473,300,202,201,100,60,21,17,3956
"De 12 a 14 años (021)",5,5,3,1,1,,,,,,,3
"De 15 a 19 años (022)",92,90,6,76,8,,,,,,2,92
