"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Intermediación financiera (123)",74,,14,6,53,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",240,,120,41,53,,,,1,25,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",645,7,107,58,334,7,,2,2,121,7,
"Enseñanza (126)",1620,10,1500,17,68,,,,,25,,
"Servicios sociales y de salud (127)",662,,318,168,45,29,,1,,101,,
"Otras activ. serv.comun.soc y personales (128)",345,1,26,34,46,78,,,,160,,
"Hogares privados con servicio doméstico (129)",635,,,,,,,,,635,,
"Organiz. y organos extraterritoriales (130)",1,,,,1,,,,,,,
"Actividad economica no especificada (131)",217,1,4,7,36,,,,,,,169
,,,,,,,,,,,,
"RURAL (132)",9320,7,205,71,49,403,3874,139,360,3880,5,327
"Agric., ganadería, caza y silvicultura (133)",7318,,3,8,,,3867,,1,3439,,
"Pesca (134)",7,,,,,,7,,,,,
"Explotación de minas y canteras (135)",25,,1,,,1,,15,,8,,
"Industrias manufactureras (136)",117,,1,,1,,,109,5,1,,
"Suministro de electricidad, gas y agua (137)",3,,,,,,,1,1,1,,
"Construcción (138)",383,,3,4,1,,,4,233,138,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",391,,3,5,,292,,10,,81,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",13,,,3,,3,,7,,,,
"Comercio al por mayor (141)",5,,1,,,3,,,,1,,
"Comercio al por menor (142)",373,,2,2,,286,,3,,80,,
"Hoteles y restaurantes (143)",120,,,2,2,88,,,,28,,
"Trans., almac. y comunicaciones (144)",140,,1,,1,2,,,118,18,,
"Activid.inmobil., empres. y alquileres (146)",40,,7,11,1,8,,,,13,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",86,4,5,6,28,4,,,2,32,5,
"Enseñanza (148)",164,3,148,1,5,,,,,7,,
"Servicios sociales y de salud (149)",86,,29,25,4,5,,,,23,,
"Otras activ. serv.comun.soc y personales (150)",35,,1,6,1,3,,,,24,,
"Hogares privados con servicio doméstico (151)",68,,,1,,,,,,67,,
"Actividad economica no especificada (153)",337,,3,2,5,,,,,,,327
"Hombres (154)",7482,7,103,47,30,85,3580,125,353,2990,5,157
"Agric., ganadería, caza y silvicultura (155)",6319,,3,7,,,3574,,1,2734,,
"Pesca (156)",6,,,,,,6,,,,,
"Explotación de minas y canteras (157)",24,,1,,,,,15,,8,,
"Industrias manufactureras (158)",100,,1,,,,,95,3,1,,
"Suministro de electricidad, gas y agua (159)",3,,,,,,,1,1,1,,
"Construcción (160)",379,,2,4,1,,,4,232,136,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",97,,3,5,,57,,10,,22,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",13,,,3,,3,,7,,,,
"Comercio al por mayor (163)",3,,1,,,1,,,,1,,
"Comercio al por menor (164)",81,,2,2,,53,,3,,21,,
"Hoteles y restaurantes (165)",19,,,1,1,11,,,,6,,
"Trans., almac. y comunicaciones (166)",133,,1,,1,1,,,114,16,,
"Activid.inmobil., empres. y alquileres (168)",28,,5,6,,8,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",70,4,3,4,20,4,,,2,28,5,
"Enseñanza (170)",81,3,72,1,2,,,,,3,,
"Servicios sociales y de salud (171)",29,,10,11,2,4,,,,2,,
"Otras activ. serv.comun.soc y personales (172)",16,,,6,1,,,,,9,,
"Hogares privados con servicio doméstico (173)",15,,,,,,,,,15,,
"Actividad economica no especificada (175)",163,,2,2,2,,,,,,,157
"Mujeres (176)",1838,,102,24,19,318,294,14,7,890,,170
"Agric., ganadería, caza y silvicultura (177)",999,,,1,,,293,,,705,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",1,,,,,1,,,,,,
"Industrias manufactureras (180)",17,,,,1,,,14,2,,,
"Construcción (182)",4,,1,,,,,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",294,,,,,235,,,,59,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",292,,,,,233,,,,59,,
"Hoteles y restaurantes (187)",101,,,1,1,77,,,,22,,
"Trans., almac. y comunicaciones (188)",7,,,,,1,,,4,2,,
"Activid.inmobil., empres. y alquileres (190)",12,,2,5,1,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",16,,2,2,8,,,,,4,,
"Enseñanza (192)",83,,76,,3,,,,,4,,
"Servicios sociales y de salud (193)",57,,19,14,2,1,,,,21,,
"Otras activ. serv.comun.soc y personales (194)",19,,1,,,3,,,,15,,
"Hogares privados con servicio doméstico (195)",53,,,1,,,,,,52,,
"Actividad economica no especificada (197)",174,,1,,3,,,,,,,170
