"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SECHURA (000)",56923,3408,6797,6866,6517,11557,8053,10705,3020
"Sin nivel (001)",6253,3408,902,65,74,188,197,707,712
"Educación inicial (002)",2320,,2109,93,21,63,34,,
"Primaria (003)",27291,,3786,4963,1942,4270,3724,6572,2034
"Secundaria (004)",14528,,,1745,3765,4203,2556,2095,164
"Superior no univ. incompleto (005)",2025,,,,484,847,388,282,24
"Superior no univ. completo (006)",2412,,,,,1140,699,526,47
"Superior univ. incompleto (007)",1075,,,,231,505,152,177,10
"Superior univ. completo (008)",1019,,,,,341,303,346,29
"Hombres (010)",28521,1678,3398,3508,3258,5620,3983,5547,1529
"Sin nivel (011)",2650,1678,479,34,43,69,55,126,166
"Educación inicial (012)",1153,,1061,56,7,21,8,,
"Primaria (013)",13039,,1858,2493,845,1859,1600,3210,1174
"Secundaria (014)",8354,,,925,2032,2355,1546,1379,117
"Superior no univ. incompleto (015)",1001,,,,213,393,199,179,17
"Superior no univ. completo (016)",1122,,,,,503,315,276,28
"Superior univ. incompleto (017)",615,,,,118,260,85,143,9
"Superior univ. completo (018)",587,,,,,160,175,234,18
"Mujeres (020)",28402,1730,3399,3358,3259,5937,4070,5158,1491
"Sin nivel (021)",3603,1730,423,31,31,119,142,581,546
"Educación inicial (022)",1167,,1048,37,14,42,26,,
"Primaria (023)",14252,,1928,2470,1097,2411,2124,3362,860
"Secundaria (024)",6174,,,820,1733,1848,1010,716,47
"Superior no univ. incompleto (025)",1024,,,,271,454,189,103,7
"Superior no univ. completo (026)",1290,,,,,637,384,250,19
"Superior univ. incompleto (027)",460,,,,113,245,67,34,1
"Superior univ. completo (028)",432,,,,,181,128,112,11
,,,,,,,,,
"URBANA (030)",53414,3220,6374,6440,6079,10830,7618,10032,2821
"Sin nivel (031)",5770,3220,825,58,68,164,179,619,637
"Educación inicial (032)",2203,,1996,92,21,60,34,,
"Primaria (033)",25189,,3553,4619,1727,3851,3422,6099,1918
"Secundaria (034)",13911,,,1671,3575,4021,2474,2012,158
"Superior no univ. incompleto (035)",1953,,,,466,814,375,274,24
"Superior no univ. completo (036)",2330,,,,,1086,685,513,46
"Superior univ. incompleto (037)",1055,,,,222,498,151,174,10
"Superior univ. completo (038)",1003,,,,,336,298,341,28
"Hombres (040)",26675,1583,3199,3284,3020,5240,3746,5184,1419
"Sin nivel (041)",2440,1583,444,30,41,58,45,101,138
"Educación inicial (042)",1102,,1012,55,7,20,8,,
"Primaria (043)",11922,,1743,2316,727,1646,1444,2949,1097
"Secundaria (044)",7985,,,883,1929,2252,1489,1319,113
"Superior no univ. incompleto (045)",966,,,,205,376,194,174,17
"Superior no univ. completo (046)",1080,,,,,476,309,267,28
"Superior univ. incompleto (047)",601,,,,111,255,84,142,9
"Superior univ. completo (048)",579,,,,,157,173,232,17
"Mujeres (050)",26739,1637,3175,3156,3059,5590,3872,4848,1402
"Sin nivel (051)",3330,1637,381,28,27,106,134,518,499
"Educación inicial (052)",1101,,984,37,14,40,26,,
"Primaria (053)",13267,,1810,2303,1000,2205,1978,3150,821
"Secundaria (054)",5926,,,788,1646,1769,985,693,45
"Superior no univ. incompleto (055)",987,,,,261,438,181,100,7
"Superior no univ. completo (056)",1250,,,,,610,376,246,18
"Superior univ. incompleto (057)",454,,,,111,243,67,32,1
"Superior univ. completo (058)",424,,,,,179,125,109,11
,,,,,,,,,
"RURAL (060)",3509,188,423,426,438,727,435,673,199
"Sin nivel (061)",483,188,77,7,6,24,18,88,75
"Educación inicial (062)",117,,113,1,,3,,,
"Primaria (063)",2102,,233,344,215,419,302,473,116
"Secundaria (064)",617,,,74,190,182,82,83,6
"Superior no univ. incompleto (065)",72,,,,18,33,13,8,
"Superior no univ. completo (066)",82,,,,,54,14,13,1
"Superior univ. incompleto (067)",20,,,,9,7,1,3,
"Superior univ. completo (068)",16,,,,,5,5,5,1
"Hombres (070)",1846,95,199,224,238,380,237,363,110
"Sin nivel (071)",210,95,35,4,2,11,10,25,28
"Educación inicial (072)",51,,49,1,,1,,,
"Primaria (073)",1117,,115,177,118,213,156,261,77
"Secundaria (074)",369,,,42,103,103,57,60,4
"Superior no univ. incompleto (075)",35,,,,8,17,5,5,
"Superior no univ. completo (076)",42,,,,,27,6,9,
"Superior univ. incompleto (077)",14,,,,7,5,1,1,
"Superior univ. completo (078)",8,,,,,3,2,2,1
"Mujeres (080)",1663,93,224,202,200,347,198,310,89
"Sin nivel (081)",273,93,42,3,4,13,8,63,47
"Educación inicial (082)",66,,64,,,2,,,
"Primaria (083)",985,,118,167,97,206,146,212,39
"Secundaria (084)",248,,,32,87,79,25,23,2
"Superior no univ. incompleto (085)",37,,,,10,16,8,3,
"Superior no univ. completo (086)",40,,,,,27,8,4,1
"Superior univ. incompleto (087)",6,,,,2,2,,2,
"Superior univ. completo (088)",8,,,,,2,3,3,
