"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",70,65,2,28,17,14,4,,,,5,120
"De 25 a 29 años (024)",68,63,1,16,22,14,7,2,1,,5,152
"De 30 a 34 años (025)",59,54,,12,13,11,13,4,1,,5,164
"De 35 a 39 años (026)",64,60,1,2,11,14,19,8,3,2,4,252
"De 40 a 44 años (027)",37,37,1,2,2,6,10,9,6,1,,186
"De 45 a 49 años (028)",41,41,1,2,1,3,13,12,4,5,,238
"De 50 y más años (029)",101,95,3,2,3,5,18,25,21,18,6,650
"Casado(a) (030)",2776,2739,59,174,235,285,599,550,386,451,37,16289
"De 12 a 14 años (031)",1,1,,1,,,,,,,,1
"De 15 a 19 años (032)",52,45,10,25,7,1,2,,,,7,50
"De 20 a 24 años (033)",122,114,11,34,38,20,10,1,,,8,220
"De 25 a 29 años (034)",228,226,10,35,56,48,58,17,2,,2,668
"De 30 a 34 años (035)",321,319,7,21,40,64,110,63,12,2,2,1302
"De 35 a 39 años (036)",366,364,4,13,27,44,107,105,40,24,2,1942
"De 40 a 44 años (037)",378,377,4,23,20,46,103,86,59,36,1,2124
"De 45 a 49 años (038)",331,330,1,6,15,21,70,92,70,55,1,2246
"De 50 y más años (039)",977,963,12,16,32,41,139,186,203,334,14,7736
"Viudo(a) (040)",552,537,17,14,21,26,89,105,102,163,15,4048
"De 12 a 14 años (041)",1,1,1,,,,,,,,,
"De 15 a 19 años (042)",8,6,4,,1,,1,,,,2,6
"De 20 a 24 años (043)",3,1,,,,1,,,,,2,3
"De 25 a 29 años (044)",11,11,,1,2,2,6,,,,,39
"De 30 a 34 años (045)",11,10,,1,1,3,2,3,,,1,42
"De 35 a 39 años (046)",16,15,,1,,1,9,1,2,1,1,83
"De 40 a 44 años (047)",32,32,1,1,4,8,3,6,5,4,,171
"De 45 a 49 años (048)",28,28,1,,,1,9,10,3,4,,180
"De 50 y más años (049)",442,433,10,10,13,10,59,85,92,154,9,3524
"Divorciado(a) (050)",17,17,1,,2,1,2,7,1,3,,102
"De 25 a 29 años (054)",3,3,,,1,,1,1,,,,13
"De 30 a 34 años (055)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (056)",2,2,,,,,,2,,,,13
"De 45 a 49 años (058)",3,3,,,,,,2,1,,,21
"De 50 y más años (059)",7,7,1,,,,1,2,,3,,50
"Soltero(a) (060)",5919,5683,5014,376,162,77,54,,,,236,1147
"De 12 a 14 años (061)",2527,2525,2516,6,3,,,,,,2,12
"De 15 a 19 años (062)",2174,2174,2007,147,16,4,,,,,,191
"De 20 a 24 años (063)",614,497,327,111,45,11,3,,,,117,246
"De 25 a 29 años (064)",279,216,96,52,46,18,4,,,,63,214
"De 30 a 34 años (065)",123,99,28,24,19,15,13,,,,24,159
"De 35 a 39 años (066)",61,54,9,10,17,11,7,,,,7,105
"De 40 a 44 años (067)",44,35,8,8,6,5,8,,,,9,67
"De 45 a 49 años (068)",30,27,8,4,5,4,6,,,,3,50
"De 50 y más años (069)",67,56,15,14,5,9,13,,,,11,103
,,,,,,,,,,,,
"URBANA (080)",11037,10681,3494,1129,1172,983,1592,1086,629,596,356,32655
"De 12 a 14 años (081)",1510,1500,1484,13,3,,,,,,10,19
"De 15 a 19 años (082)",1963,1904,1477,306,104,13,4,,,,59,569
"De 20 a 24 años (083)",1347,1221,314,375,318,149,61,4,,,126,1740
"De 25 a 29 años (084)",1192,1124,107,210,333,231,214,24,5,,68,2681
"De 30 a 34 años (085)",1021,992,33,94,174,215,345,116,14,1,29,3463
"De 35 a 39 años (086)",948,935,16,40,91,152,314,232,67,23,13,4363
"De 40 a 44 años (087)",812,806,20,32,56,102,241,187,115,53,6,4265
"De 45 a 49 años (088)",619,613,13,19,38,48,152,180,107,56,6,3625
"De 50 y más años (089)",1625,1586,30,40,55,73,261,343,321,463,39,11930
"Conviviente (090)",4811,4685,207,701,822,649,1021,666,353,266,126,19052
"De 12 a 14 años (091)",27,19,12,6,1,,,,,,8,8
"De 15 a 19 años (092)",427,376,95,193,78,8,2,,,,51,381
"De 20 a 24 años (093)",771,742,37,257,264,128,52,4,,,29,1414
"De 25 a 29 años (094)",811,795,28,140,242,177,184,20,4,,16,2102
"De 30 a 34 años (095)",683,677,8,52,121,147,253,86,10,,6,2475
"De 35 a 39 años (096)",623,620,7,17,50,95,216,171,51,13,3,3021
"De 40 a 44 años (097)",490,489,8,10,27,46,149,132,80,37,1,2789
"De 45 a 49 años (098)",344,342,3,9,23,23,73,104,75,32,2,2118
"De 50 y más años (099)",635,625,9,17,16,25,92,149,133,184,10,4744
"Separado(a) (100)",324,302,7,55,61,44,61,39,19,16,22,1179
"De 12 a 14 años (101)",1,1,,1,,,,,,,,1
"De 15 a 19 años (102)",25,24,2,13,9,,,,,,1,31
"De 20 a 24 años (103)",41,37,1,16,13,4,3,,,,4,66
"De 25 a 29 años (104)",44,40,1,10,15,10,4,,,,4,88
"De 30 a 34 años (105)",45,40,,8,10,9,11,1,1,,5,119
"De 35 a 39 años (106)",44,41,1,2,9,10,12,4,1,2,3,163
"De 40 a 44 años (107)",30,30,1,1,2,5,8,7,6,,,151
"De 45 a 49 años (108)",28,28,1,2,1,2,9,7,3,3,,151
"De 50 y más años (109)",66,61,,2,2,4,14,20,8,11,5,409
"Casado(a) (110)",1701,1672,44,112,158,214,404,314,200,226,29,9243
"De 15 a 19 años (112)",28,23,6,10,5,1,1,,,,5,27
"De 20 a 24 años (113)",70,62,10,23,15,10,4,,,,8,100
"De 25 a 29 años (114)",121,119,8,23,35,28,21,3,1,,2,295
"De 30 a 34 años (115)",196,195,6,19,27,44,67,28,3,1,1,713
"De 35 a 39 años (116)",227,225,4,11,20,38,74,56,15,7,2,1049
"De 40 a 44 años (117)",238,238,3,13,20,42,76,44,26,14,,1171
"De 45 a 49 años (118)",199,198,1,4,9,19,57,60,28,20,1,1196
"De 50 y más años (119)",622,612,6,9,27,32,104,123,127,184,10,4692
"Viudo(a) (120)",316,305,9,5,13,14,59,62,57,86,11,2261
"De 12 a 14 años (121)",1,1,1,,,,,,,,,
"De 15 a 19 años (122)",7,5,4,,,,1,,,,2,4
"De 20 a 24 años (123)",2,,,,,,,,,,2,
"De 25 a 29 años (124)",8,8,,1,2,2,3,,,,,25
"De 30 a 34 años (125)",6,6,,,1,2,2,1,,,,24
"De 35 a 39 años (126)",9,8,,1,,1,5,,,1,1,39
"De 40 a 44 años (127)",19,19,1,,3,5,1,4,3,2,,98
"De 45 a 49 años (128)",19,19,,,,1,8,8,1,1,,111
"De 50 y más años (129)",245,239,3,3,7,3,39,49,53,82,6,1960
"Divorciado(a) (130)",10,10,1,,,,2,5,,2,,62
"De 25 a 29 años (134)",2,2,,,,,1,1,,,,11
"De 35 a 39 años (136)",1,1,,,,,,1,,,,6
"De 45 a 49 años (138)",1,1,,,,,,1,,,,6
"De 50 y más años (139)",6,6,1,,,,1,2,,2,,39
"Soltero(a) (140)",3875,3707,3226,256,118,62,45,,,,168,858
"De 12 a 14 años (141)",1481,1479,1471,6,2,,,,,,2,10
"De 15 a 19 años (142)",1476,1476,1370,90,12,4,,,,,,126
"De 20 a 24 años (143)",463,380,266,79,26,7,2,,,,83,160
"De 25 a 29 años (144)",206,160,70,36,39,14,1,,,,46,160
"De 30 a 34 años (145)",91,74,19,15,15,13,12,,,,17,132
"De 35 a 39 años (146)",44,40,4,9,12,8,7,,,,4,85
"De 40 a 44 años (147)",35,30,7,8,4,4,7,,,,5,56
"De 45 a 49 años (148)",28,25,8,4,5,3,5,,,,3,43
"De 50 y más años (149)",51,43,11,9,3,9,11,,,,8,86
,,,,,,,,,,,,
"RURAL (160)",7848,7626,2005,814,797,721,1162,865,600,662,222,28133
"De 12 a 14 años (161)",1099,1074,1063,9,2,,,,,,25,13
"De 15 a 19 años (162)",1347,1278,722,373,143,29,11,,,,69,790
"De 20 a 24 años (163)",1007,953,101,212,302,232,98,8,,,54,1976
"De 25 a 29 años (164)",926,900,41,88,185,217,296,67,6,,26,2863
"De 30 a 34 años (165)",769,756,16,46,67,114,271,178,53,11,13,3448
"De 35 a 39 años (166)",653,647,11,18,35,51,196,181,106,49,6,3707
"De 40 a 44 años (167)",524,519,8,27,14,25,104,146,113,82,5,3425
"De 45 a 49 años (168)",424,422,6,8,18,22,62,98,101,107,2,3125
"De 50 y más años (169)",1099,1077,37,33,31,31,124,187,221,413,22,8786
"Conviviente (170)",4312,4178,187,582,644,597,905,563,351,349,134,18322
"De 12 a 14 años (171)",51,26,17,8,1,,,,,,25,10
"De 15 a 19 años (172)",593,530,79,283,131,27,10,,,,63,666
"De 20 a 24 años (173)",774,755,38,157,256,207,90,7,,,19,1713
"De 25 a 29 años (174)",718,710,13,54,149,189,250,51,4,,8,2356
"De 30 a 34 años (175)",591,587,6,30,46,88,225,138,44,10,4,2764
"De 35 a 39 años (176)",469,467,6,15,21,38,152,126,77,32,2,2654
"De 40 a 44 años (177)",355,355,6,15,11,16,72,100,78,57,,2353
"De 45 a 49 años (178)",266,264,5,6,12,18,43,58,55,67,2,1897
"De 50 y más años (179)",495,484,17,14,17,14,63,83,93,183,11,3909
"Separado(a) (180)",174,166,7,41,22,25,23,21,17,10,8,649
"De 12 a 14 años (181)",1,1,1,,,,,,,,,
"De 15 a 19 años (182)",31,27,2,18,5,2,,,,,4,34
"De 20 a 24 años (183)",29,28,1,12,4,10,1,,,,1,54
"De 25 a 29 años (184)",24,23,,6,7,4,3,2,1,,1,64
"De 30 a 34 años (185)",14,14,,4,3,2,2,3,,,,45
"De 35 a 39 años (186)",20,19,,,2,4,7,4,2,,1,89
"De 40 a 44 años (187)",7,7,,1,,1,2,2,,1,,35
"De 45 a 49 años (188)",13,13,,,,1,4,5,1,2,,87
"De 50 y más años (189)",35,34,3,,1,1,4,5,13,7,1,241
"Casado(a) (190)",1075,1067,15,62,77,71,195,236,186,225,8,7046
"De 12 a 14 años (191)",1,1,,1,,,,,,,,1
"De 15 a 19 años (192)",24,22,4,15,2,,1,,,,2,23
"De 20 a 24 años (193)",52,52,1,11,23,10,6,1,,,,120
"De 25 a 29 años (194)",107,107,2,12,21,20,37,14,1,,,373
"De 30 a 34 años (195)",125,124,1,2,13,20,43,35,9,1,1,589
"De 35 a 39 años (196)",139,139,,2,7,6,33,49,25,17,,893
"De 40 a 44 años (197)",140,139,1,10,,4,27,42,33,22,1,953
"De 45 a 49 años (198)",132,132,,2,6,2,13,32,42,35,,1050
"De 50 y más años (199)",355,351,6,7,5,9,35,63,76,150,4,3044
"Viudo(a) (200)",236,232,8,9,8,12,30,43,45,77,4,1787
"De 15 a 19 años (202)",1,1,,,1,,,,,,,2
"De 20 a 24 años (203)",1,1,,,,1,,,,,,3
"De 25 a 29 años (204)",3,3,,,,,3,,,,,14
"De 30 a 34 años (205)",5,4,,1,,1,,2,,,1,18
"De 35 a 39 años (206)",7,7,,,,,4,1,2,,,44
"De 40 a 44 años (207)",13,13,,1,1,3,2,2,2,2,,73
"De 45 a 49 años (208)",9,9,1,,,,1,2,2,3,,69
"De 50 y más años (209)",197,194,7,7,6,7,20,36,39,72,3,1564
"Divorciado(a) (210)",7,7,,,2,1,,2,1,1,,40
"De 25 a 29 años (214)",1,1,,,1,,,,,,,2
"De 30 a 34 años (215)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (216)",1,1,,,,,,1,,,,7
"De 45 a 49 años (218)",2,2,,,,,,1,1,,,15
"De 50 y más años (219)",1,1,,,,,,,,1,,11
"Soltero(a) (220)",2044,1976,1788,120,44,15,9,,,,68,289
"De 12 a 14 años (221)",1046,1046,1045,,1,,,,,,,2
"De 15 a 19 años (222)",698,698,637,57,4,,,,,,,65
"De 20 a 24 años (223)",151,117,61,32,19,4,1,,,,34,86
"De 25 a 29 años (224)",73,56,26,16,7,4,3,,,,17,54
"De 30 a 34 años (225)",32,25,9,9,4,2,1,,,,7,27
"De 35 a 39 años (226)",17,14,5,1,5,3,,,,,3,20
"De 40 a 44 años (227)",9,5,1,,2,1,1,,,,4,11
"De 45 a 49 años (228)",2,2,,,,1,1,,,,,7
"De 50 y más años (229)",16,13,4,5,2,,2,,,,3,17
