"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ISLAY (000)",20269,43169,40217,,637,93.2,1.5
"De 12 a 14 años (001)",1475,4,4,,1,100,25
"De 15 a 19 años (002)",2204,229,225,65,98.3,28.4,
"De 20 a 24 años (003)",2024,1164,1134,132,97.4,11.3,
"De 25 a 29 años (004)",2068,2532,2489,182,98.3,7.2,
"De 30 a 34 años (005)",2078,3763,3677,137,97.7,3.6,
"De 35 a 39 años (006)",1921,4367,4222,95,96.7,2.2,
"De 40 a 44 años (007)",1723,4664,4497,23,96.4,0.5,
"De 45 a 49 años (008)",1449,4537,4284,2,94.4,,
"De 50 y más años (009)",5327,21909,19685,,89.8,,
"Sin nivel (010)",1632,7401,6440,18,87,0.2,
"De 12 a 14 años (011)",27,,,,,,
"De 15 a 19 años (012)",12,7,6,,85.7,,
"De 20 a 24 años (013)",29,22,21,3,95.5,13.6,
"De 25 a 29 años (014)",16,25,23,1,92,4,
"De 30 a 34 años (015)",90,209,199,7,95.2,3.3,
"De 35 a 39 años (016)",124,362,337,5,93.1,1.4,
"De 40 a 44 años (017)",130,446,418,2,93.7,0.4,
"De 45 a 49 años (018)",130,510,480,,94.1,,
"De 50 y más años (019)",1074,5820,4956,,85.2,,
"Educacion Inicial (020)",24,25,25,,100,,
"De 12 a 14 años (021)",6,,,,,,
"De 15 a 19 años (022)",4,,,,,,
"De 20 a 24 años (023)",1,,,,,,
"De 25 a 29 años (024)",5,6,6,,100,,
"De 30 a 34 años (025)",4,10,10,,100,,
"De 35 a 39 años (026)",4,9,9,,100,,
"Primaria (030)",4259,14285,13103,81,91.7,0.6,
"De 12 a 14 años (031)",371,2,2,1,100,50,
"De 15 a 19 años (032)",122,16,16,8,100,50,
"De 20 a 24 años (033)",148,149,145,14,97.3,9.4,
"De 25 a 29 años (034)",205,358,350,15,97.8,4.2,
"De 30 a 34 años (035)",351,869,844,22,97.1,2.5,
"De 35 a 39 años (036)",370,1092,1043,15,95.5,1.4,
"De 40 a 44 años (037)",392,1370,1301,6,95,0.4,
"De 45 a 49 años (038)",384,1513,1385,,91.5,,
"De 50 y más años (039)",1916,8916,8017,,89.9,,
"Secundaria (040)",7350,10852,10420,263,96,2.4,
"De 12 a 14 años (041)",1071,2,2,,100,,
