"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MARTIN (000)",66729,18436,9535,28602,1728,5464,2964
"Agric., ganadería, caza y silvicultura (001)",18012,222,3471,10174,670,3475,
"Pesca (002)",113,7,45,48,3,10,
"Explotación de minas y canteras (003)",64,17,41,5,,1,
"Industrias manufactureras (004)",3804,250,991,2303,141,119,
"Suministro de electricidad, gas y agua (005)",223,107,106,8,1,1,
"Construcción (006)",4430,360,2814,1085,118,53,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",12304,3024,536,7114,372,1258,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1814,316,367,947,116,68,
"Comercio al por mayor (009)",639,266,30,244,31,68,
"Comercio al por menor (010)",9851,2442,139,5923,225,1122,
"Hoteles y restaurantes (011)",3544,1284,167,1788,118,187,
"Trans., almac. y comunicaciones (012)",5854,1492,586,3599,86,91,
"Intermediación financiera (013)",503,489,2,8,1,3,
"Activid.inmobil., empres. y alquileres (014)",3027,2224,100,583,92,28,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2197,1968,229,,,,
"Enseñanza (016)",3965,3554,1,389,10,11,
"Servicios sociales y de salud (017)",1414,1233,13,152,13,3,
"Otras activ. serv.comun.soc y personales (018)",1735,897,118,673,22,25,
"Hogares privados con servicio doméstico (019)",2964,,,,,,2964
"Organiz. y organos extraterritoriales (020)",5,5,,,,,
"Actividad economica no especificada (021)",2571,1303,315,673,81,199,
"Hombres (022)",43908,10417,8276,20875,1368,2848,124
"Agric., ganadería, caza y silvicultura (023)",14801,189,2826,9098,612,2076,
"Pesca (024)",99,7,41,42,1,8,
"Explotación de minas y canteras (025)",62,15,41,5,,1,
"Industrias manufactureras (026)",2706,164,818,1525,120,79,
"Suministro de electricidad, gas y agua (027)",198,82,106,8,1,1,
"Construcción (028)",4272,314,2739,1053,115,51,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",6733,1644,522,3899,268,400,
"Venta, mant.y rep. veh.autom.y motoc. (030)",1650,215,362,912,111,50,
"Comercio al por mayor (031)",402,177,28,149,25,23,
"Comercio al por menor (032)",4681,1252,132,2838,132,327,
"Hoteles y restaurantes (033)",878,428,70,288,40,52,
"Trans., almac. y comunicaciones (034)",5455,1197,568,3534,79,77,
"Intermediación financiera (035)",323,314,2,5,1,1,
"Activid.inmobil., empres. y alquileres (036)",2060,1435,76,465,71,13,
"Admin.pub. y defensa; p. segur.soc.afil (037)",1582,1416,166,,,,
"Enseñanza (038)",1872,1658,1,202,4,7,
"Servicios sociales y de salud (039)",586,474,11,94,6,1,
"Otras activ. serv.comun.soc y personales (040)",976,539,63,342,13,19,
"Hogares privados con servicio doméstico (041)",124,,,,,,124
"Organiz. y organos extraterritoriales (042)",4,4,,,,,
"Actividad economica no especificada (043)",1177,537,226,315,37,62,
"Mujeres (044)",22821,8019,1259,7727,360,2616,2840
"Agric., ganadería, caza y silvicultura (045)",3211,33,645,1076,58,1399,
"Pesca (046)",14,,4,6,2,2,
"Explotación de minas y canteras (047)",2,2,,,,,
"Industrias manufactureras (048)",1098,86,173,778,21,40,
"Suministro de electricidad, gas y agua (049)",25,25,,,,,
"Construcción (050)",158,46,75,32,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5571,1380,14,3215,104,858,
"Venta, mant.y rep. veh.autom.y motoc. (052)",164,101,5,35,5,18,
"Comercio al por mayor (053)",237,89,2,95,6,45,
"Comercio al por menor (054)",5170,1190,7,3085,93,795,
"Hoteles y restaurantes (055)",2666,856,97,1500,78,135,
"Trans., almac. y comunicaciones (056)",399,295,18,65,7,14,
"Intermediación financiera (057)",180,175,,3,,2,
"Activid.inmobil., empres. y alquileres (058)",967,789,24,118,21,15,
"Admin.pub. y defensa; p. segur.soc.afil (059)",615,552,63,,,,
"Enseñanza (060)",2093,1896,,187,6,4,
"Servicios sociales y de salud (061)",828,759,2,58,7,2,
"Otras activ. serv.comun.soc y personales (062)",759,358,55,331,9,6,
"Hogares privados con servicio doméstico (063)",2840,,,,,,2840
"Organiz. y organos extraterritoriales (064)",1,1,,,,,
"Actividad economica no especificada (065)",1394,766,89,358,44,137,
,,,,,,,
"URBANA (066)",60798,18141,8732,25400,1514,4147,2864
"Agric., ganadería, caza y silvicultura (067)",12968,201,2819,7261,466,2221,
"Pesca (068)",77,6,32,28,3,8,
"Explotación de minas y canteras (069)",64,17,41,5,,1,
"Industrias manufactureras (070)",3765,248,976,2284,141,116,
"Suministro de electricidad, gas y agua (071)",223,107,106,8,1,1,
"Construcción (072)",4328,357,2730,1073,116,52,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",12158,3007,532,7008,369,1242,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1804,313,364,944,116,67,
"Comercio al por mayor (075)",639,266,30,244,31,68,
"Comercio al por menor (076)",9715,2428,138,5820,222,1107,
"Hoteles y restaurantes (077)",3495,1270,162,1761,118,184,
"Trans., almac. y comunicaciones (078)",5765,1476,578,3535,86,90,
"Intermediación financiera (079)",503,489,2,8,1,3,
"Activid.inmobil., empres. y alquileres (080)",2999,2198,98,583,92,28,
"Admin.pub. y defensa; p. segur.soc.afil (081)",2132,1910,222,,,,
"Enseñanza (082)",3876,3469,1,386,9,11,
"Servicios sociales y de salud (083)",1399,1220,13,151,12,3,
"Otras activ. serv.comun.soc y personales (084)",1694,871,114,663,22,24,
"Hogares privados con servicio doméstico (085)",2864,,,,,,2864
"Organiz. y organos extraterritoriales (086)",5,5,,,,,
"Actividad economica no especificada (087)",2483,1290,306,646,78,163,
"Hombres (088)",39255,10200,7620,18064,1177,2076,118
"Agric., ganadería, caza y silvicultura (089)",10713,168,2309,6482,428,1326,
"Pesca (090)",66,6,28,25,1,6,
"Explotación de minas y canteras (091)",62,15,41,5,,1,
"Industrias manufactureras (092)",2680,162,806,1514,120,78,
"Suministro de electricidad, gas y agua (093)",198,82,106,8,1,1,
"Construcción (094)",4170,311,2655,1041,113,50,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6652,1633,518,3838,267,396,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1641,213,359,909,111,49,
"Comercio al por mayor (097)",402,177,28,149,25,23,
"Comercio al por menor (098)",4609,1243,131,2780,131,324,
"Hoteles y restaurantes (099)",863,424,70,278,40,51,
"Trans., almac. y comunicaciones (100)",5368,1182,561,3470,79,76,
"Intermediación financiera (101)",323,314,2,5,1,1,
"Activid.inmobil., empres. y alquileres (102)",2034,1411,74,465,71,13,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1520,1360,160,,,,
"Enseñanza (104)",1824,1613,1,200,3,7,
"Servicios sociales y de salud (105)",580,469,11,93,6,1,
"Otras activ. serv.comun.soc y personales (106)",941,515,61,334,13,18,
"Hogares privados con servicio doméstico (107)",118,,,,,,118
"Organiz. y organos extraterritoriales (108)",4,4,,,,,
