"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",841,18,188,237,272,126
"Industrias manufactureras (049)",20,1,3,6,3,7
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",23,1,9,12,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",162,1,33,72,44,12
"Comercio al por mayor (054)",4,,1,2,,1
"Comercio al por menor (055)",158,1,32,70,44,11
"Hoteles y restaurantes (056)",54,2,17,18,13,4
"Trans., almac. y comunicaciones (057)",11,,5,4,2,
"Intermediación financiera (058)",1,,,1,,
"Activid.inmobil., empres. y alquileres (059)",5,,1,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",21,,13,6,2,
"Enseñanza (061)",124,,37,64,23,
"Servicios sociales y de salud (062)",33,,7,21,5,
"Otras activ. serv.comun.soc y personales (063)",9,,1,2,6,
"Hogares privados con servicio doméstico (064)",30,2,16,9,2,1
"Actividad economica no especificada (066)",49,,16,15,12,6
,,,,,,
"URBANA (067)",2339,51,577,869,631,211
"Agric., ganadería, caza y silvicultura (068)",1110,34,265,314,343,154
"Explotación de minas y canteras (070)",18,,5,11,2,
"Industrias manufactureras (071)",71,2,18,14,19,18
"Suministro de electricidad, gas y agua (072)",9,,5,4,,
"Construcción (073)",194,5,63,90,35,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",220,3,51,94,53,19
"Venta, mant.y rep. veh.autom.y motoc. (075)",2,,1,1,,
"Comercio al por mayor (076)",6,,3,1,1,1
"Comercio al por menor (077)",212,3,47,92,52,18
"Hoteles y restaurantes (078)",59,4,15,21,14,5
"Trans., almac. y comunicaciones (079)",59,,22,25,11,1
"Intermediación financiera (080)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (081)",28,,8,13,6,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",114,,30,58,24,2
"Enseñanza (083)",263,,42,139,82,
"Servicios sociales y de salud (084)",61,,12,38,10,1
"Otras activ. serv.comun.soc y personales (085)",21,,5,8,7,1
"Hogares privados con servicio doméstico (086)",28,2,15,8,2,1
"Actividad economica no especificada (088)",81,1,20,31,22,7
"Hombres (089)",1444,35,356,539,395,119
"Agric., ganadería, caza y silvicultura (090)",718,25,181,204,217,91
"Explotación de minas y canteras (092)",18,,5,11,2,
"Industrias manufactureras (093)",52,1,16,8,16,11
"Suministro de electricidad, gas y agua (094)",8,,5,3,,
"Construcción (095)",179,4,60,80,34,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",70,2,22,26,13,7
"Venta, mant.y rep. veh.autom.y motoc. (097)",2,,1,1,,
"Comercio al por mayor (098)",3,,2,,1,
"Comercio al por menor (099)",65,2,19,25,12,7
"Hoteles y restaurantes (100)",10,2,1,4,2,1
"Trans., almac. y comunicaciones (101)",48,,17,21,9,1
"Intermediación financiera (102)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (103)",23,,7,11,4,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",93,,17,52,22,2
"Enseñanza (105)",146,,8,79,59,
"Servicios sociales y de salud (106)",28,,5,17,5,1
"Otras activ. serv.comun.soc y personales (107)",12,,4,6,1,1
"Actividad economica no especificada (110)",37,1,7,17,10,2
"Mujeres (112)",895,16,221,330,236,92
"Agric., ganadería, caza y silvicultura (113)",392,9,84,110,126,63
"Industrias manufactureras (116)",19,1,2,6,3,7
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",15,1,3,10,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",150,1,29,68,40,12
"Comercio al por mayor (121)",3,,1,1,,1
"Comercio al por menor (122)",147,1,28,67,40,11
"Hoteles y restaurantes (123)",49,2,14,17,12,4
"Trans., almac. y comunicaciones (124)",11,,5,4,2,
"Intermediación financiera (125)",1,,,1,,
"Activid.inmobil., empres. y alquileres (126)",5,,1,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",21,,13,6,2,
"Enseñanza (128)",117,,34,60,23,
"Servicios sociales y de salud (129)",33,,7,21,5,
"Otras activ. serv.comun.soc y personales (130)",9,,1,2,6,
"Hogares privados con servicio doméstico (131)",28,2,15,8,2,1
"Actividad economica no especificada (133)",44,,13,14,12,5
,,,,,,
"RURAL (134)",1234,19,301,384,373,157
"Agric., ganadería, caza y silvicultura (135)",1057,18,225,320,343,151
"Explotación de minas y canteras (137)",18,,10,6,2,
"Industrias manufactureras (138)",9,,2,3,1,3
"Construcción (140)",67,1,29,29,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",19,,7,5,7,
"Venta, mant.y rep. veh.autom.y motoc. (142)",1,,1,,,
"Comercio al por mayor (143)",1,,,1,,
"Comercio al por menor (144)",17,,6,4,7,
"Hoteles y restaurantes (145)",5,,3,1,1,
"Trans., almac. y comunicaciones (146)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (148)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",17,,10,5,2,
"Enseñanza (150)",20,,6,6,7,1
"Servicios sociales y de salud (151)",3,,1,2,,
"Otras activ. serv.comun.soc y personales (152)",1,,,,,1
"Hogares privados con servicio doméstico (153)",3,,2,1,,
"Actividad economica no especificada (155)",10,,6,3,,1
"Hombres (156)",745,10,176,244,222,93
"Agric., ganadería, caza y silvicultura (157)",608,9,121,193,197,88
"Explotación de minas y canteras (159)",18,,10,6,2,
"Industrias manufactureras (160)",8,,1,3,1,3
"Construcción (162)",59,1,23,27,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",7,,3,1,3,
"Venta, mant.y rep. veh.autom.y motoc. (164)",1,,1,,,
"Comercio al por menor (166)",6,,2,1,3,
"Trans., almac. y comunicaciones (168)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (170)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",17,,10,5,2,
"Enseñanza (172)",13,,3,2,7,1
"Servicios sociales y de salud (173)",3,,1,2,,
"Otras activ. serv.comun.soc y personales (174)",1,,,,,1
"Hogares privados con servicio doméstico (175)",1,,1,,,
"Actividad economica no especificada (177)",5,,3,2,,
"Mujeres (179)",489,9,125,140,151,64
"Agric., ganadería, caza y silvicultura (180)",449,9,104,127,146,63
"Industrias manufactureras (183)",1,,1,,,
"Construcción (185)",8,,6,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",12,,4,4,4,
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",11,,4,3,4,
"Hoteles y restaurantes (190)",5,,3,1,1,
"Enseñanza (195)",7,,3,4,,
"Hogares privados con servicio doméstico (198)",2,,1,1,,
"Actividad economica no especificada (200)",5,,3,1,,1
