"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARHUAZ (000)",17287,16786,5105,2310,2225,1728,2465,1451,850,652,501,46621
"De 12 a 14 años (001)",1559,1550,1547,2,1,,,,,,9,4
"De 15 a 19 años (002)",2276,2220,1984,209,22,3,2,,,,56,270
"De 20 a 24 años (003)",1904,1751,732,677,275,48,18,1,,,153,1456
"De 25 a 29 años (004)",1653,1529,281,495,467,199,83,3,1,,124,2400
"De 30 a 34 años (005)",1523,1479,117,315,470,296,243,34,3,1,44,3440
"De 35 a 39 años (006)",1452,1419,76,158,347,329,375,107,26,1,33,4366
"De 40 a 44 años (007)",1256,1242,63,110,196,239,387,165,58,24,14,4740
"De 45 a 49 años (008)",1090,1077,54,75,130,154,316,208,100,40,13,4867
"De 50 y más años (009)",4574,4519,251,269,317,460,1041,933,662,586,55,25078
"Conviviente (010)",3209,3093,353,1047,769,387,349,113,41,34,116,6693
"De 12 a 14 años (011)",11,7,5,2,,,,,,,4,2
"De 15 a 19 años (012)",313,267,112,135,19,1,,,,,46,176
"De 20 a 24 años (013)",800,764,119,434,177,28,5,1,,,36,900
"De 25 a 29 años (014)",709,690,56,251,258,85,38,2,,,19,1193
"De 30 a 34 años (015)",502,500,23,127,151,112,79,8,,,2,1147
"De 35 a 39 años (016)",321,317,6,36,87,79,83,22,4,,4,974
"De 40 a 44 años (017)",215,214,11,23,43,40,58,26,9,4,1,769
"De 45 a 49 años (018)",106,105,8,9,11,16,30,21,6,4,1,437
"De 50 y más años (019)",232,229,13,30,23,26,56,33,22,26,3,1095
"Separado(a) (020)",773,763,18,308,167,103,100,40,19,8,10,1895
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 15 a 19 años (022)",38,34,3,30,1,,,,,,4,32
"De 20 a 24 años (023)",109,107,4,80,17,5,1,,,,2,134
