"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANCANE (000)",19461,18793,105,2961,3347,3052,5006,2998,1084,240,668,71892
"De 12 a 14 años (001)",20,9,3,6,,,,,,,11,6
"De 15 a 19 años (002)",293,248,8,209,25,6,,,,,45,277
"De 20 a 24 años (003)",1316,1105,15,704,303,66,16,1,,,211,1579
"De 25 a 29 años (004)",1728,1579,4,518,622,299,128,8,,,149,3247
"De 30 a 34 años (005)",1783,1729,4,335,562,437,335,52,4,,54,4594
"De 35 a 39 años (006)",1863,1809,7,213,368,450,540,204,24,3,54,6179
"De 40 a 44 años (007)",1862,1821,5,162,290,366,579,300,104,15,41,7361
"De 45 a 49 años (008)",1651,1622,4,132,194,269,517,350,120,36,29,7291
"De 50 y más años (009)",8945,8871,55,682,983,1159,2891,2083,832,186,74,41358
"Conviviente (010)",4136,4030,37,1396,1182,651,543,163,48,10,106,9626
"De 12 a 14 años (011)",17,7,3,4,,,,,,,10,4
"De 15 a 19 años (012)",214,179,7,153,16,3,,,,,35,194
"De 20 a 24 años (013)",878,850,9,557,232,43,8,1,,,28,1188
"De 25 a 29 años (014)",993,975,3,344,399,156,70,3,,,18,1921
"De 30 a 34 años (015)",733,730,2,163,257,174,119,15,,,3,1810
"De 35 a 39 años (016)",505,501,3,75,118,130,136,35,4,,4,1544
"De 40 a 44 años (017)",298,296,2,32,71,68,79,29,14,1,2,1039
"De 45 a 49 años (018)",176,173,2,19,34,32,48,26,9,3,3,676
"De 50 y más años (019)",322,319,6,49,55,45,83,54,21,6,3,1250
"Separado(a) (020)",757,749,8,320,159,95,101,53,11,2,8,1811
"De 15 a 19 años (022)",28,27,1,26,,,,,,,1,26
"De 20 a 24 años (023)",68,66,1,55,8,2,,,,,2,77
