"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PARURO (000)",29001,1617,4135,4383,2342,3376,3581,6788,2779
"Sin nivel (001)",6741,1617,356,38,36,214,521,2191,1768
"Educación inicial (002)",838,,808,5,2,9,14,,
"Primaria (003)",14617,,2971,3404,604,1467,1928,3359,884
"Secundaria (004)",5835,,,936,1652,1349,845,954,99
"Superior no univ. incompleto (005)",274,,,,36,137,50,48,3
"Superior no univ. completo (006)",309,,,,,101,118,75,15
"Superior univ. incompleto (007)",130,,,,12,44,23,49,2
"Superior univ. completo (008)",257,,,,,55,82,112,8
"Hombres (010)",14783,836,2171,2316,1266,1699,1776,3435,1284
"Sin nivel (011)",2189,836,187,12,10,43,105,478,518
"Educación inicial (012)",448,,432,3,2,4,7,,
"Primaria (013)",7794,,1552,1769,285,588,897,2034,669
"Secundaria (014)",3774,,,532,942,888,621,713,78
"Superior no univ. incompleto (015)",160,,,,21,71,28,37,3
"Superior no univ. completo (016)",175,,,,,50,61,56,8
"Superior univ. incompleto (017)",85,,,,6,28,13,37,1
"Superior univ. completo (018)",158,,,,,27,44,80,7
"Mujeres (020)",14218,781,1964,2067,1076,1677,1805,3353,1495
"Sin nivel (021)",4552,781,169,26,26,171,416,1713,1250
"Educación inicial (022)",390,,376,2,,5,7,,
"Primaria (023)",6823,,1419,1635,319,879,1031,1325,215
"Secundaria (024)",2061,,,404,710,461,224,241,21
"Superior no univ. incompleto (025)",114,,,,15,66,22,11,
"Superior no univ. completo (026)",134,,,,,51,57,19,7
"Superior univ. incompleto (027)",45,,,,6,16,10,12,1
"Superior univ. completo (028)",99,,,,,28,38,32,1
,,,,,,,,,
"URBANA (030)",10020,497,1191,1483,892,1121,1284,2460,1092
"Sin nivel (031)",1909,497,78,9,6,48,118,576,577
"Educación inicial (032)",267,,253,4,,3,7,,
"Primaria (033)",4576,,860,1068,142,350,563,1153,440
"Secundaria (034)",2543,,,402,707,481,390,506,57
"Superior no univ. incompleto (035)",191,,,,27,89,37,36,2
"Superior no univ. completo (036)",245,,,,,77,93,63,12
"Superior univ. incompleto (037)",101,,,,10,34,15,41,1
"Superior univ. completo (038)",188,,,,,39,61,85,3
"Hombres (040)",5066,249,643,776,477,559,623,1241,498
"Sin nivel (041)",544,249,38,3,1,8,25,94,126
"Educación inicial (042)",157,,148,3,,2,4,,
"Primaria (043)",2393,,457,557,76,124,234,627,318
"Secundaria (044)",1550,,,213,381,303,256,354,43
"Superior no univ. incompleto (045)",108,,,,14,46,18,28,2
"Superior no univ. completo (046)",141,,,,,37,51,47,6
"Superior univ. incompleto (047)",65,,,,5,21,7,31,1
"Superior univ. completo (048)",108,,,,,18,28,60,2
"Mujeres (050)",4954,248,548,707,415,562,661,1219,594
"Sin nivel (051)",1365,248,40,6,5,40,93,482,451
"Educación inicial (052)",110,,105,1,,1,3,,
"Primaria (053)",2183,,403,511,66,226,329,526,122
"Secundaria (054)",993,,,189,326,178,134,152,14
"Superior no univ. incompleto (055)",83,,,,13,43,19,8,
"Superior no univ. completo (056)",104,,,,,40,42,16,6
"Superior univ. incompleto (057)",36,,,,5,13,8,10,
"Superior univ. completo (058)",80,,,,,21,33,25,1
,,,,,,,,,
"RURAL (060)",18981,1120,2944,2900,1450,2255,2297,4328,1687
"Sin nivel (061)",4832,1120,278,29,30,166,403,1615,1191
"Educación inicial (062)",571,,555,1,2,6,7,,
"Primaria (063)",10041,,2111,2336,462,1117,1365,2206,444
"Secundaria (064)",3292,,,534,945,868,455,448,42
"Superior no univ. incompleto (065)",83,,,,9,48,13,12,1
"Superior no univ. completo (066)",64,,,,,24,25,12,3
"Superior univ. incompleto (067)",29,,,,2,10,8,8,1
"Superior univ. completo (068)",69,,,,,16,21,27,5
"Hombres (070)",9717,587,1528,1540,789,1140,1153,2194,786
"Sin nivel (071)",1645,587,149,9,9,35,80,384,392
"Educación inicial (072)",291,,284,,2,2,3,,
"Primaria (073)",5401,,1095,1212,209,464,663,1407,351
"Secundaria (074)",2224,,,319,561,585,365,359,35
"Superior no univ. incompleto (075)",52,,,,7,25,10,9,1
"Superior no univ. completo (076)",34,,,,,13,10,9,2
"Superior univ. incompleto (077)",20,,,,1,7,6,6,
"Superior univ. completo (078)",50,,,,,9,16,20,5
"Mujeres (080)",9264,533,1416,1360,661,1115,1144,2134,901
"Sin nivel (081)",3187,533,129,20,21,131,323,1231,799
"Educación inicial (082)",280,,271,1,,4,4,,
"Primaria (083)",4640,,1016,1124,253,653,702,799,93
"Secundaria (084)",1068,,,215,384,283,90,89,7
"Superior no univ. incompleto (085)",31,,,,2,23,3,3,
"Superior no univ. completo (086)",30,,,,,11,15,3,1
"Superior univ. incompleto (087)",9,,,,1,3,2,2,1
"Superior univ. completo (088)",19,,,,,7,5,7,
