"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJAMARCA (000)",106196,31708,20286,40396,2266,7784,3756
"Agric., ganadería, caza y silvicultura (001)",27666,184,4010,17299,520,5653,
"Pesca (002)",16,1,10,1,2,2,
"Explotación de minas y canteras (003)",4237,1427,2597,127,80,6,
"Industrias manufactureras (004)",6964,330,2458,3653,306,217,
"Suministro de electricidad, gas y agua (005)",266,116,133,15,2,,
"Construcción (006)",10157,796,7427,1629,183,122,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",14464,3477,861,8621,503,1002,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2380,397,701,1124,123,35,
"Comercio al por mayor (009)",725,395,40,233,27,30,
"Comercio al por menor (010)",11359,2685,120,7264,353,937,
"Hoteles y restaurantes (011)",3940,2044,208,1363,158,167,
"Trans., almac. y comunicaciones (012)",7671,3146,938,3375,139,73,
"Intermediación financiera (013)",467,458,2,4,3,,
"Activid.inmobil., empres. y alquileres (014)",4347,3106,246,869,109,17,
"Admin.pub. y defensa; p. segur.soc.afil (015)",3003,2561,442,,,,
"Enseñanza (016)",7761,7088,10,625,21,17,
"Servicios sociales y de salud (017)",2275,1952,20,273,26,4,
"Otras activ. serv.comun.soc y personales (018)",3382,1908,490,901,44,39,
"Hogares privados con servicio doméstico (019)",3756,,,,,,3756
"Organiz. y organos extraterritoriales (020)",6,6,,,,,
"Actividad economica no especificada (021)",5818,3108,434,1641,170,465,
"Hombres (022)",74123,18305,18784,30649,1717,4550,118
"Agric., ganadería, caza y silvicultura (023)",23768,157,3469,15947,470,3725,
"Pesca (024)",15,1,10,1,2,1,
"Explotación de minas y canteras (025)",3914,1252,2464,120,72,6,
"Industrias manufactureras (026)",5607,232,2199,2786,251,139,
"Suministro de electricidad, gas y agua (027)",239,96,130,11,2,,
"Construcción (028)",9841,687,7292,1577,170,115,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",7553,1781,839,4350,309,274,
"Venta, mant.y rep. veh.autom.y motoc. (030)",2232,323,682,1091,116,20,
"Comercio al por mayor (031)",430,222,40,141,23,4,
"Comercio al por menor (032)",4891,1236,117,3118,170,250,
"Hoteles y restaurantes (033)",1489,910,134,321,74,50,
"Trans., almac. y comunicaciones (034)",7069,2683,918,3284,126,58,
"Intermediación financiera (035)",234,226,1,4,3,,
"Activid.inmobil., empres. y alquileres (036)",3004,2038,203,675,80,8,
"Admin.pub. y defensa; p. segur.soc.afil (037)",2155,1787,368,,,,
"Enseñanza (038)",3293,3037,7,237,6,6,
"Servicios sociales y de salud (039)",867,659,7,183,17,1,
"Otras activ. serv.comun.soc y personales (040)",1965,1133,411,376,26,19,
"Hogares privados con servicio doméstico (041)",118,,,,,,118
"Organiz. y organos extraterritoriales (042)",4,4,,,,,
"Actividad economica no especificada (043)",2988,1622,332,777,109,148,
"Mujeres (044)",32073,13403,1502,9747,549,3234,3638
"Agric., ganadería, caza y silvicultura (045)",3898,27,541,1352,50,1928,
"Pesca (046)",1,,,,,1,
"Explotación de minas y canteras (047)",323,175,133,7,8,,
"Industrias manufactureras (048)",1357,98,259,867,55,78,
"Suministro de electricidad, gas y agua (049)",27,20,3,4,,,
"Construcción (050)",316,109,135,52,13,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",6911,1696,22,4271,194,728,
"Venta, mant.y rep. veh.autom.y motoc. (052)",148,74,19,33,7,15,
"Comercio al por mayor (053)",295,173,,92,4,26,
"Comercio al por menor (054)",6468,1449,3,4146,183,687,
"Hoteles y restaurantes (055)",2451,1134,74,1042,84,117,
"Trans., almac. y comunicaciones (056)",602,463,20,91,13,15,
"Intermediación financiera (057)",233,232,1,,,,
"Activid.inmobil., empres. y alquileres (058)",1343,1068,43,194,29,9,
"Admin.pub. y defensa; p. segur.soc.afil (059)",848,774,74,,,,
"Enseñanza (060)",4468,4051,3,388,15,11,
"Servicios sociales y de salud (061)",1408,1293,13,90,9,3,
"Otras activ. serv.comun.soc y personales (062)",1417,775,79,525,18,20,
"Hogares privados con servicio doméstico (063)",3638,,,,,,3638
"Organiz. y organos extraterritoriales (064)",2,2,,,,,
"Actividad economica no especificada (065)",2830,1486,102,864,61,317,
,,,,,,,
"URBANA (066)",66155,28656,10099,20803,1703,1992,2902
"Agric., ganadería, caza y silvicultura (067)",3471,150,764,2044,129,384,
"Pesca (068)",8,1,2,1,2,2,
"Explotación de minas y canteras (069)",2032,937,919,102,69,5,
"Industrias manufactureras (070)",4516,306,1427,2398,255,130,
"Suministro de electricidad, gas y agua (071)",185,102,76,5,2,,
"Construcción (072)",6376,731,4255,1191,146,53,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",12696,3191,688,7426,487,904,
"Venta, mant.y rep. veh.autom.y motoc. (074)",2066,342,563,1005,121,35,
"Comercio al por mayor (075)",646,366,32,192,26,30,
"Comercio al por menor (076)",9984,2483,93,6229,340,839,
"Hoteles y restaurantes (077)",3451,1761,178,1220,148,144,
"Trans., almac. y comunicaciones (078)",6226,2755,656,2643,116,56,
"Intermediación financiera (079)",456,449,,4,3,,
"Activid.inmobil., empres. y alquileres (080)",4021,2854,202,844,105,16,
"Admin.pub. y defensa; p. segur.soc.afil (081)",2567,2355,212,,,,
"Enseñanza (082)",7284,6662,8,578,19,17,
"Servicios sociales y de salud (083)",2060,1768,18,249,21,4,
"Otras activ. serv.comun.soc y personales (084)",2936,1723,388,747,42,36,
"Hogares privados con servicio doméstico (085)",2902,,,,,,2902
"Organiz. y organos extraterritoriales (086)",6,6,,,,,
"Actividad economica no especificada (087)",4962,2905,306,1351,159,241,
"Hombres (088)",41102,16124,9376,13470,1212,823,97
"Agric., ganadería, caza y silvicultura (089)",2925,125,648,1787,117,248,
"Pesca (090)",7,1,2,1,2,1,
"Explotación de minas y canteras (091)",1838,798,878,96,61,5,
"Industrias manufactureras (092)",3540,217,1250,1786,205,82,
"Suministro de electricidad, gas y agua (093)",164,83,74,5,2,,
"Construcción (094)",6137,627,4183,1147,133,47,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6551,1587,667,3770,298,229,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1928,275,545,974,114,20,
"Comercio al por mayor (097)",371,203,32,110,22,4,
"Comercio al por menor (098)",4252,1109,90,2686,162,205,
"Hoteles y restaurantes (099)",1300,780,119,287,68,46,
"Trans., almac. y comunicaciones (100)",5656,2311,639,2558,103,45,
"Intermediación financiera (101)",226,219,,4,3,,
"Activid.inmobil., empres. y alquileres (102)",2742,1836,167,655,76,8,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1785,1620,165,,,,
"Enseñanza (104)",3038,2806,6,214,6,6,
"Servicios sociales y de salud (105)",775,592,6,163,13,1,
"Otras activ. serv.comun.soc y personales (106)",1693,1002,322,326,24,19,
"Hogares privados con servicio doméstico (107)",97,,,,,,97
