"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAYACAJA (000)",30831,2263,7366,14164,533,6264,241
"Agric., ganadería, caza y silvicultura (001)",24040,12,6548,11221,432,5827,
"Pesca (002)",7,,,7,,,
"Explotación de minas y canteras (003)",39,6,28,2,2,1,
"Industrias manufactureras (004)",455,10,110,287,16,32,
"Suministro de electricidad, gas y agua (005)",55,26,29,,,,
"Construcción (006)",507,22,334,106,16,29,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1714,109,12,1363,22,208,
"Venta, mant.y rep. veh.autom.y motoc. (008)",78,4,8,56,3,7,
"Comercio al por mayor (009)",96,8,1,75,2,10,
"Comercio al por menor (010)",1540,97,3,1232,17,191,
"Hoteles y restaurantes (011)",523,110,17,348,16,32,
"Trans., almac. y comunicaciones (012)",464,73,68,311,7,5,
"Intermediación financiera (013)",13,12,,1,,,
"Activid.inmobil., empres. y alquileres (014)",191,148,16,20,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",490,405,85,,,,
"Enseñanza (016)",1006,941,1,59,4,1,
"Servicios sociales y de salud (017)",269,244,4,20,1,,
"Otras activ. serv.comun.soc y personales (018)",169,52,9,102,2,4,
"Hogares privados con servicio doméstico (019)",241,,,,,,241
"Actividad economica no especificada (021)",648,93,105,317,8,125,
"Hombres (022)",21687,1350,5679,11061,440,3132,25
"Agric., ganadería, caza y silvicultura (023)",17923,8,4983,9581,372,2979,
"Pesca (024)",7,,,7,,,
"Explotación de minas y canteras (025)",38,6,28,2,1,1,
"Industrias manufactureras (026)",327,9,83,199,15,21,
"Suministro de electricidad, gas y agua (027)",52,24,28,,,,
"Construcción (028)",492,20,321,106,16,29,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",731,59,12,593,11,56,
"Venta, mant.y rep. veh.autom.y motoc. (030)",70,4,8,53,2,3,
"Comercio al por mayor (031)",61,7,1,48,2,3,
"Comercio al por menor (032)",600,48,3,492,7,50,
"Hoteles y restaurantes (033)",95,38,2,48,5,2,
"Trans., almac. y comunicaciones (034)",445,61,67,305,7,5,
"Intermediación financiera (035)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (036)",155,117,14,17,7,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",377,307,70,,,,
"Enseñanza (038)",534,510,,22,2,,
"Servicios sociales y de salud (039)",122,102,4,16,,,
"Otras activ. serv.comun.soc y personales (040)",98,36,5,55,,2,
"Hogares privados con servicio doméstico (041)",25,,,,,,25
"Actividad economica no especificada (043)",260,47,62,110,4,37,
"Mujeres (044)",9144,913,1687,3103,93,3132,216
"Agric., ganadería, caza y silvicultura (045)",6117,4,1565,1640,60,2848,
"Explotación de minas y canteras (047)",1,,,,1,,
"Industrias manufactureras (048)",128,1,27,88,1,11,
"Suministro de electricidad, gas y agua (049)",3,2,1,,,,
"Construcción (050)",15,2,13,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",983,50,,770,11,152,
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,,,3,1,4,
"Comercio al por mayor (053)",35,1,,27,,7,
"Comercio al por menor (054)",940,49,,740,10,141,
"Hoteles y restaurantes (055)",428,72,15,300,11,30,
"Trans., almac. y comunicaciones (056)",19,12,1,6,,,
"Intermediación financiera (057)",7,6,,1,,,
"Activid.inmobil., empres. y alquileres (058)",36,31,2,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",113,98,15,,,,
"Enseñanza (060)",472,431,1,37,2,1,
"Servicios sociales y de salud (061)",147,142,,4,1,,
"Otras activ. serv.comun.soc y personales (062)",71,16,4,47,2,2,
"Hogares privados con servicio doméstico (063)",216,,,,,,216
"Actividad economica no especificada (065)",388,46,43,207,4,88,
,,,,,,,
"URBANA (066)",8593,1588,1686,3816,175,1174,154
"Agric., ganadería, caza y silvicultura (067)",4372,5,1242,2100,101,924,
"Explotación de minas y canteras (069)",18,6,10,2,,,
"Industrias manufactureras (070)",278,9,63,167,15,24,
"Suministro de electricidad, gas y agua (071)",51,26,25,,,,
"Construcción (072)",281,19,191,60,9,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1087,85,7,824,19,152,
"Venta, mant.y rep. veh.autom.y motoc. (074)",60,3,4,44,3,6,
"Comercio al por mayor (075)",67,7,1,47,2,10,
"Comercio al por menor (076)",960,75,2,733,14,136,
"Hoteles y restaurantes (077)",343,85,9,222,12,15,
"Trans., almac. y comunicaciones (078)",292,53,30,201,5,3,
"Intermediación financiera (079)",12,12,,,,,
"Activid.inmobil., empres. y alquileres (080)",148,114,13,16,5,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",390,335,55,,,,
"Enseñanza (082)",628,591,1,35,1,,
"Servicios sociales y de salud (083)",168,159,2,7,,,
"Otras activ. serv.comun.soc y personales (084)",123,40,3,75,1,4,
"Hogares privados con servicio doméstico (085)",154,,,,,,154
"Actividad economica no especificada (087)",248,49,35,107,7,50,
"Hombres (088)",5299,960,1142,2578,127,474,18
"Agric., ganadería, caza y silvicultura (089)",2911,3,757,1685,76,390,
"Explotación de minas y canteras (091)",18,6,10,2,,,
"Industrias manufactureras (092)",227,8,51,135,14,19,
"Suministro de electricidad, gas y agua (093)",48,24,24,,,,
"Construcción (094)",270,18,181,60,9,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",458,45,7,355,10,41,
"Venta, mant.y rep. veh.autom.y motoc. (096)",53,3,4,42,2,2,
"Comercio al por mayor (097)",43,6,1,31,2,3,
"Comercio al por menor (098)",362,36,2,282,6,36,
"Hoteles y restaurantes (099)",67,32,1,28,4,2,
"Trans., almac. y comunicaciones (100)",276,44,29,195,5,3,
"Intermediación financiera (101)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (102)",118,88,11,14,5,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",299,256,43,,,,
"Enseñanza (104)",319,308,,11,,,
"Servicios sociales y de salud (105)",76,69,2,5,,,
"Otras activ. serv.comun.soc y personales (106)",72,27,1,42,,2,
"Hogares privados con servicio doméstico (107)",18,,,,,,18
"Actividad economica no especificada (109)",116,26,25,46,4,15,
"Mujeres (110)",3294,628,544,1238,48,700,136
"Agric., ganadería, caza y silvicultura (111)",1461,2,485,415,25,534,
"Industrias manufactureras (114)",51,1,12,32,1,5,
"Suministro de electricidad, gas y agua (115)",3,2,1,,,,
"Construcción (116)",11,1,10,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",629,40,,469,9,111,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,2,1,4,
"Comercio al por mayor (119)",24,1,,16,,7,
"Comercio al por menor (120)",598,39,,451,8,100,
"Hoteles y restaurantes (121)",276,53,8,194,8,13,
"Trans., almac. y comunicaciones (122)",16,9,1,6,,,
"Intermediación financiera (123)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (124)",30,26,2,2,,,
