"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PARURO (000)",30939,30494,279,166
"Hombres (001)",15760,15600,90,70
"Mujeres (002)",15179,14894,189,96
"Menores de 1 año (003)",577,506,36,35
"Hombres (004)",282,249,17,16
"Mujeres (005)",295,257,19,19
"De 1 a 5 años (006)",3736,3549,67,120
"Hombres (007)",1933,1847,36,50
"Mujeres (008)",1803,1702,31,70
"De 6 a 14 años (009)",7760,7747,12,1
"Hombres (010)",4085,4079,5,1
"Mujeres (011)",3675,3668,7,
"De 15 a 29 años (012)",5718,5713,5,
"Hombres (013)",2965,2964,1,
"Mujeres (014)",2753,2749,4,
"De 30 a 44 años (015)",5551,5533,13,5
"Hombres (016)",2777,2771,3,3
"Mujeres (017)",2774,2762,10,2
"De 45 a 64 años (018)",4818,4775,41,2
"Hombres (019)",2434,2427,7,
"Mujeres (020)",2384,2348,34,2
"De 65 a más años (021)",2779,2671,105,3
"Hombres (022)",1284,1263,21,
"Mujeres (023)",1495,1408,84,3
,,,,
"URBANA (024)",10575,10431,89,55
"Hombres (025)",5323,5275,29,19
"Mujeres (026)",5252,5156,60,36
"Menores de 1 año (027)",169,156,6,7
"Hombres (028)",82,76,3,3
"Mujeres (029)",87,80,3,4
"De 1 a 5 años (030)",1102,1044,18,40
"Hombres (031)",544,519,11,14
"Mujeres (032)",558,525,7,26
"De 6 a 14 años (033)",2455,2450,5,
"Hombres (034)",1299,1297,2,
"Mujeres (035)",1156,1153,3,
"De 15 a 29 años (036)",2013,2012,1,
"Hombres (037)",1036,1036,,
"Mujeres (038)",977,976,1,
"De 30 a 44 años (039)",2015,2004,8,3
"Hombres (040)",994,990,2,2
"Mujeres (041)",1021,1014,6,1
"De 45 a 64 años (042)",1729,1715,12,2
"Hombres (043)",870,868,2,
"Mujeres (044)",859,847,10,2
"De 65 a más años (045)",1092,1050,39,3
"Hombres (046)",498,489,9,
"Mujeres (047)",594,561,30,3
,,,,
"RURAL (048)",20364,20063,190,111
"Hombres (049)",10437,10325,61,51
"Mujeres (050)",9927,9738,129,60
"Menores de 1 año (051)",408,350,30,28
"Hombres (052)",200,173,14,13
"Mujeres (053)",208,177,16,15
"De 1 a 5 años (054)",2634,2505,49,80
"Hombres (055)",1389,1328,25,36
"Mujeres (056)",1245,1177,24,44
"De 6 a 14 años (057)",5305,5297,7,1
"Hombres (058)",2786,2782,3,1
"Mujeres (059)",2519,2515,4,
"De 15 a 29 años (060)",3705,3701,4,
"Hombres (061)",1929,1928,1,
"Mujeres (062)",1776,1773,3,
"De 30 a 44 años (063)",3536,3529,5,2
"Hombres (064)",1783,1781,1,1
"Mujeres (065)",1753,1748,4,1
"De 45 a 64 años (066)",3089,3060,29,
"Hombres (067)",1564,1559,5,
"Mujeres (068)",1525,1501,24,
"De 65 a más años (069)",1687,1621,66,
"Hombres (070)",786,774,12,
"Mujeres (071)",901,847,54,
