"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3530,3246,192,64,28
"Ocupación no especificada (035)",597,539,25,23,10
,,,,,
"URBANA (036)",27769,22425,2518,1607,1219
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",40,2,2,13,23
"Profes., científicos e intelectuales (038)",1880,487,292,741,360
"Técnicos de nivel medio y trab. asimilados (039)",699,404,83,71,141
"Jefes y empleados de oficina (040)",644,161,76,94,313
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4147,3815,232,55,45
"Agricult.trabaj.calif.agrop.y pesqueros (042)",7604,7057,519,22,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1764,1476,173,74,41
"Obreros construc.,conf.,papel, fab., instr. (044)",2289,1825,236,123,105
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",7693,6406,826,353,108
"Otra (046)",40,,,,40
"Ocupación no especificada (047)",969,792,79,61,37
"Hombres (048)",19764,15964,1952,1078,770
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",31,1,1,11,18
"Profes., científicos e intelectuales (050)",984,246,145,393,200
"Técnicos de nivel medio y trab. asimilados (051)",445,281,58,49,57
"Jefes y empleados de oficina (052)",317,70,39,48,160
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1730,1537,118,37,38
"Agricult.trabaj.calif.agrop.y pesqueros (054)",7091,6575,488,22,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1488,1214,167,69,38
"Obreros construc.,conf.,papel, fab., instr. (056)",2245,1788,232,120,105
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4922,3902,648,291,81
"Otra (058)",40,,,,40
"Ocupación no especificada (059)",471,350,56,38,27
"Mujeres (060)",8005,6461,566,529,449
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,1,1,2,5
"Profes., científicos e intelectuales (062)",896,241,147,348,160
"Técnicos de nivel medio y trab. asimilados (063)",254,123,25,22,84
"Jefes y empleados de oficina (064)",327,91,37,46,153
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2417,2278,114,18,7
"Agricult.trabaj.calif.agrop.y pesqueros (066)",513,482,31,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",276,262,6,5,3
"Obreros construc.,conf.,papel, fab., instr. (068)",44,37,4,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2771,2504,178,62,27
"Ocupación no especificada (071)",498,442,23,23,10
,,,,,
"RURAL (072)",9148,8779,265,61,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,,,3
"Profes., científicos e intelectuales (074)",62,24,17,14,7
"Técnicos de nivel medio y trab. asimilados (075)",26,13,7,,6
"Jefes y empleados de oficina (076)",25,3,2,1,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",213,202,9,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5292,5158,115,18,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",91,71,10,8,2
"Obreros construc.,conf.,papel, fab., instr. (080)",119,111,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3132,3017,93,19,3
"Ocupación no especificada (083)",185,180,4,,1
"Hombres (084)",7949,7626,236,55,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,,,3
"Profes., científicos e intelectuales (086)",46,17,14,10,5
"Técnicos de nivel medio y trab. asimilados (087)",19,10,6,,3
"Jefes y empleados de oficina (088)",19,1,2,1,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",74,68,4,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5138,5008,111,18,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",75,56,10,8,1
"Obreros construc.,conf.,papel, fab., instr. (092)",116,108,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2373,2275,79,17,2
"Ocupación no especificada (095)",86,83,2,,1
"Mujeres (096)",1199,1153,29,6,11
"Profes., científicos e intelectuales (098)",16,7,3,4,2
"Técnicos de nivel medio y trab. asimilados (099)",7,3,1,,3
"Jefes y empleados de oficina (100)",6,2,,,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",139,134,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",154,150,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",16,15,,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",759,742,14,2,1
"Ocupación no especificada (107)",99,97,2,,
