"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia AYMARAES (000)",27801,1361,3288,3762,2457,3565,3593,6307,3468
"Sabe leer y escribir (001)",21116,,2468,3731,2428,3432,3253,4451,1353
"No sabe leer y escribir (002)",6685,1361,820,31,29,133,340,1856,2115
"Hombres (004)",14206,686,1661,1962,1323,1909,1941,3145,1579
"Sabe leer y escribir (005)",12123,,1269,1951,1309,1875,1869,2812,1038
"No sabe leer y escribir (006)",2083,686,392,11,14,34,72,333,541
"Mujeres (008)",13595,675,1627,1800,1134,1656,1652,3162,1889
"Sabe leer y escribir (009)",8993,,1199,1780,1119,1557,1384,1639,315
"No sabe leer y escribir (010)",4602,675,428,20,15,99,268,1523,1574
,,,,,,,,,
"URBANA (012)",12009,581,1458,1628,1160,1501,1552,2733,1396
"Sabe leer y escribir (013)",9641,,1098,1619,1154,1466,1449,2172,683
"No sabe leer y escribir (014)",2368,581,360,9,6,35,103,561,713
"Hombres (016)",5948,293,744,849,622,720,756,1350,614
"Sabe leer y escribir (017)",5231,,572,844,618,709,736,1268,484
"No sabe leer y escribir (018)",717,293,172,5,4,11,20,82,130
"Mujeres (020)",6061,288,714,779,538,781,796,1383,782
"Sabe leer y escribir (021)",4410,,526,775,536,757,713,904,199
"No sabe leer y escribir (022)",1651,288,188,4,2,24,83,479,583
,,,,,,,,,
"RURAL (024)",15792,780,1830,2134,1297,2064,2041,3574,2072
"Sabe leer y escribir (025)",11475,,1370,2112,1274,1966,1804,2279,670
"No sabe leer y escribir (026)",4317,780,460,22,23,98,237,1295,1402
"Hombres (028)",8258,393,917,1113,701,1189,1185,1795,965
"Sabe leer y escribir (029)",6892,,697,1107,691,1166,1133,1544,554
"No sabe leer y escribir (030)",1366,393,220,6,10,23,52,251,411
"Mujeres (032)",7534,387,913,1021,596,875,856,1779,1107
"Sabe leer y escribir (033)",4583,,673,1005,583,800,671,735,116
"No sabe leer y escribir (034)",2951,387,240,16,13,75,185,1044,991
