"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia VICTOR FAJARDO (000)",25412,12316,13096,18904,9228,9676,6508,3088,3420
"Menores de 1 año (001)",459,234,225,328,173,155,131,61,70
"Menores de 1 mes (002)",41,13,28,23,7,16,18,6,12
"De 1 a 11 meses (003)",418,221,197,305,166,139,113,55,58
"De 1 a 4 años (004)",2067,1084,983,1476,761,715,591,323,268
"1 año (005)",475,268,207,332,183,149,143,85,58
"2 años (006)",532,270,262,399,202,197,133,68,65
"3 años (007)",529,290,239,373,194,179,156,96,60
"4 años (008)",531,256,275,372,182,190,159,74,85
"De 5 a 9 años (009)",2835,1420,1415,2032,1036,996,803,384,419
"5 años (010)",548,263,285,397,198,199,151,65,86
"6 años (011)",503,269,234,344,189,155,159,80,79
"7 años (012)",619,304,315,459,229,230,160,75,85
"8 años (013)",583,284,299,406,201,205,177,83,94
"9 años (014)",582,300,282,426,219,207,156,81,75
"De 10 a 14 años (015)",3028,1517,1511,2349,1158,1191,679,359,320
"10 años (016)",593,290,303,460,225,235,133,65,68
"11 años (017)",552,273,279,432,202,230,120,71,49
"12 años (018)",745,368,377,564,275,289,181,93,88
"13 años (019)",558,290,268,447,236,211,111,54,57
"14 años (020)",580,296,284,446,220,226,134,76,58
"De 15 a 19 años (021)",2168,1146,1022,1698,901,797,470,245,225
"15 años (022)",580,296,284,452,230,222,128,66,62
"16 años (023)",450,237,213,365,198,167,85,39,46
"17 años (024)",450,257,193,353,205,148,97,52,45
"18 años (025)",404,216,188,318,167,151,86,49,37
"19 años (026)",284,140,144,210,101,109,74,39,35
"De 20 a 24 años (027)",1577,775,802,1176,601,575,401,174,227
"20 años (028)",330,156,174,246,122,124,84,34,50
"21 años (029)",281,144,137,210,112,98,71,32,39
"22 años (030)",328,168,160,239,129,110,89,39,50
"23 años (031)",312,153,159,238,119,119,74,34,40
"24 años (032)",326,154,172,243,119,124,83,35,48
"De 25 a 29 años (033)",1571,759,812,1202,594,608,369,165,204
"25 años (034)",294,144,150,219,113,106,75,31,44
"26 años (035)",303,147,156,238,113,125,65,34,31
"27 años (036)",384,180,204,305,147,158,79,33,46
"28 años (037)",296,143,153,212,98,114,84,45,39
"29 años (038)",294,145,149,228,123,105,66,22,44
"De 30 a 34 años (039)",1576,818,758,1235,653,582,341,165,176
"30 años (040)",396,200,196,308,159,149,88,41,47
"31 años (041)",268,158,110,217,127,90,51,31,20
"32 años (042)",334,167,167,265,133,132,69,34,35
"33 años (043)",297,145,152,231,117,114,66,28,38
"34 años (044)",281,148,133,214,117,97,67,31,36
"De 35 a 39 años (045)",1497,754,743,1191,597,594,306,157,149
"35 años (046)",330,178,152,255,138,117,75,40,35
