"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",74850,,,12094,18430,18127,13123,12240,836
"Superior no univ. incompleto (035)",10530,,,,1928,5327,2031,1191,53
"Superior no univ. completo (036)",10397,,,,,4293,3638,2297,169
"Superior univ. incompleto (037)",15515,,,,3398,8129,2193,1739,56
"Superior univ. completo (038)",16595,,,,,4933,6037,5307,318
"Hombres (040)",102227,4423,11332,13100,12533,21389,15877,20217,3356
"Sin nivel (041)",6301,4423,816,57,32,88,109,337,439
"Educación inicial (042)",2350,,2256,54,15,11,14,,
"Primaria (043)",25420,,8260,6808,381,823,1604,5683,1861
"Secundaria (044)",38984,,,6181,9455,8789,6662,7312,585
"Superior no univ. incompleto (045)",5583,,,,949,2711,1122,760,41
"Superior no univ. completo (046)",5272,,,,,2004,1740,1401,127
"Superior univ. incompleto (047)",8876,,,,1701,4636,1326,1167,46
"Superior univ. completo (048)",9441,,,,,2327,3300,3557,257
"Mujeres (050)",106071,4417,11107,12518,12307,23115,18167,20707,3733
"Sin nivel (051)",10553,4417,730,57,50,185,335,2620,2159
"Educación inicial (052)",2379,,2272,45,12,27,23,,
"Primaria (053)",33408,,8105,6503,594,2561,4937,9510,1198
"Secundaria (054)",35866,,,5913,8975,9338,6461,4928,251
"Superior no univ. incompleto (055)",4947,,,,979,2616,909,431,12
"Superior no univ. completo (056)",5125,,,,,2289,1898,896,42
"Superior univ. incompleto (057)",6639,,,,1697,3493,867,572,10
"Superior univ. completo (058)",7154,,,,,2606,2737,1750,61
,,,,,,,,,
"RURAL (060)",19021,860,2207,2443,1927,2866,2132,4412,2174
"Sin nivel (061)",3794,860,366,14,16,68,98,1049,1323
"Educación inicial (062)",396,,378,8,1,4,5,,
"Primaria (063)",8664,,1463,1633,313,905,1064,2517,769
"Secundaria (064)",5332,,,788,1483,1499,801,692,69
"Superior no univ. incompleto (065)",246,,,,56,127,38,22,3
"Superior no univ. completo (066)",172,,,,,82,49,37,4
"Superior univ. incompleto (067)",238,,,,58,125,26,29,
"Superior univ. completo (068)",179,,,,,56,51,66,6
"Hombres (070)",9063,439,1126,1246,936,1390,950,1990,986
"Sin nivel (071)",1143,439,173,8,3,31,21,142,326
"Educación inicial (072)",208,,203,4,,1,,,
"Primaria (073)",4070,,750,829,89,282,318,1215,587
"Secundaria (074)",3126,,,405,788,859,503,510,61
"Superior no univ. incompleto (075)",145,,,,28,70,26,18,3
"Superior no univ. completo (076)",117,,,,,48,32,34,3
"Superior univ. incompleto (077)",142,,,,28,69,20,25,
"Superior univ. completo (078)",112,,,,,30,30,46,6
"Mujeres (080)",9958,421,1081,1197,991,1476,1182,2422,1188
"Sin nivel (081)",2651,421,193,6,13,37,77,907,997
"Educación inicial (082)",188,,175,4,1,3,5,,
"Primaria (083)",4594,,713,804,224,623,746,1302,182
"Secundaria (084)",2206,,,383,695,640,298,182,8
"Superior no univ. incompleto (085)",101,,,,28,57,12,4,
"Superior no univ. completo (086)",55,,,,,34,17,3,1
"Superior univ. incompleto (087)",96,,,,30,56,6,4,
"Superior univ. completo (088)",67,,,,,26,21,20,
