"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUAURA (000)",81121,21631,19577,29234,1631,3563,2125,3360
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",163,148,,,15,,,
"Profes., científicos e intelectuales (002)",8562,7155,,1254,139,13,1,
"Técnicos de nivel medio y trab. asimilados (003)",3924,2720,,1008,165,25,6,
"Jefes y empleados de oficina (004)",3531,3483,,12,,36,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13083,3831,202,7599,353,1094,4,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",8048,45,498,6880,618,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5290,,2483,2602,144,61,,
"Obreros construc.,conf.,papel, fab., instr. (008)",8858,912,2662,5095,133,56,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",24371,2523,13300,4276,33,2125,2114,
"Otra (010)",424,424,,,,,,
"Ocupaciñn no especificada (011)",1507,390,432,508,31,146,,
"Desocupado (012)",3360,,,,,,,3360
"Hombres (013)",53405,11810,16305,20110,1262,1691,86,2141
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",105,96,,,9,,,
"Profes., científicos e intelectuales (015)",4158,3269,,773,108,8,,
"Técnicos de nivel medio y trab. asimilados (016)",2523,1645,,754,112,12,,
"Jefes y empleados de oficina (017)",1672,1652,,3,,17,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",5867,2111,68,3274,182,232,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7111,44,487,6014,559,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",4467,,2088,2201,128,50,,
"Obreros construc.,conf.,papel, fab., instr. (021)",8637,902,2620,4938,131,46,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",15520,1512,10760,1870,19,1273,86,
"Otra (023)",399,399,,,,,,
"Ocupaciñn no especificada (024)",805,180,282,283,14,46,,
"Desocupado (025)",2141,,,,,,,2141
"Mujeres (026)",27716,9821,3272,9124,369,1872,2039,1219
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",58,52,,,6,,,
"Profes., científicos e intelectuales (028)",4404,3886,,481,31,5,1,
"Técnicos de nivel medio y trab. asimilados (029)",1401,1075,,254,53,13,6,
"Jefes y empleados de oficina (030)",1859,1831,,9,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",7216,1720,134,4325,171,862,4,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",937,1,11,866,59,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",823,,395,401,16,11,,
"Obreros construc.,conf.,papel, fab., instr. (034)",221,10,42,157,2,10,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",8851,1011,2540,2406,14,852,2028,
"Otra (036)",25,25,,,,,,
"Ocupaciñn no especificada (037)",702,210,150,225,17,100,,
"Desocupado (038)",1219,,,,,,,1219
,,,,,,,,
"URBANA (039)",70582,21046,14595,25915,1304,2642,2007,3073
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",157,142,,,15,,,
"Profes., científicos e intelectuales (041)",8312,6944,,1223,132,13,,
"Técnicos de nivel medio y trab. asimilados (042)",3818,2646,,986,157,24,5,
"Jefes y empleados de oficina (043)",3475,3427,,12,,36,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",12578,3722,178,7285,331,1058,4,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5296,28,401,4507,353,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",5097,,2393,2517,131,56,,
"Obreros construc.,conf.,papel, fab., instr. (047)",8336,868,2495,4797,126,50,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",18659,2466,8765,4121,32,1277,1998,
"Otra (049)",422,422,,,,,,
"Ocupaciñn no especificada (050)",1359,381,363,467,27,121,,
"Desocupado (051)",3073,,,,,,,3073
"Hombres (052)",45181,11443,12241,17402,978,1101,80,1936
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",100,91,,,9,,,
"Profes., científicos e intelectuales (054)",4037,3174,,752,103,8,,
"Técnicos de nivel medio y trab. asimilados (055)",2447,1590,,737,108,12,,
"Jefes y empleados de oficina (056)",1641,1621,,3,,17,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",5647,2032,64,3156,174,221,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4613,27,396,3872,311,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",4299,,2009,2127,117,46,,
"Obreros construc.,conf.,papel, fab., instr. (060)",8140,858,2457,4659,124,42,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",11189,1479,7079,1822,18,711,80,
"Otra (062)",397,397,,,,,,
"Ocupaciñn no especificada (063)",735,174,236,274,14,37,,
"Desocupado (064)",1936,,,,,,,1936
"Mujeres (065)",25401,9603,2354,8513,326,1541,1927,1137
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",57,51,,,6,,,
"Profes., científicos e intelectuales (067)",4275,3770,,471,29,5,,
"Técnicos de nivel medio y trab. asimilados (068)",1371,1056,,249,49,12,5,
"Jefes y empleados de oficina (069)",1834,1806,,9,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",6931,1690,114,4129,157,837,4,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",683,1,5,635,42,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",798,,384,390,14,10,,
"Obreros construc.,conf.,papel, fab., instr. (073)",196,10,38,138,2,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",7470,987,1686,2299,14,566,1918,
"Otra (075)",25,25,,,,,,
"Ocupaciñn no especificada (076)",624,207,127,193,13,84,,
"Desocupado (077)",1137,,,,,,,1137
,,,,,,,,
"RURAL (078)",10539,585,4982,3319,327,921,118,287
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,6,,,,,,
"Profes., científicos e intelectuales (080)",250,211,,31,7,,1,
"Técnicos de nivel medio y trab. asimilados (081)",106,74,,22,8,1,1,
"Jefes y empleados de oficina (082)",56,56,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",505,109,24,314,22,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2752,17,97,2373,265,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",193,,90,85,13,5,,
"Obreros construc.,conf.,papel, fab., instr. (086)",522,44,167,298,7,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",5712,57,4535,155,1,848,116,
"Otra (088)",2,2,,,,,,
"Ocupaciñn no especificada (089)",148,9,69,41,4,25,,
"Desocupado (090)",287,,,,,,,287
"Hombres (091)",8224,367,4064,2708,284,590,6,205
