"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia URUBAMBA (000)",19685,1265,9,5695,7994,1067,1716,557,1382
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",42,,,2,10,3,8,3,16
"Profes., científicos e intelectuales (002)",1421,,,,47,83,513,72,706
"Técnicos de nivel medio ytrab.asimilados (003)",608,2,,24,107,104,218,58,95
"Jefes y empleados de oficina (004)",556,,,9,173,74,140,57,103
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",3545,173,2,707,1710,278,352,128,195
"Agricult.trabaj. calif.agrop. y pesquros (006)",4921,593,3,2479,1632,80,56,33,45
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",952,44,,238,448,73,90,24,35
"Obreros. construc., conf., papel, fab., instr (008)",2105,31,,408,1342,124,93,61,46
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",4605,327,4,1597,2184,190,163,80,60
"Otra (010)",98,,,,23,10,37,18,10
"Ocupación no especificada (011)",832,95,,231,318,48,46,23,71
"Hombres (012)",13371,631,4,4072,5767,704,972,394,827
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",34,,,1,8,3,8,3,11
"Profes., científicos e intelectuales (014)",710,,,,24,41,209,49,387
"Técnicos de nivel medio ytrab.asimilados (015)",388,1,,11,73,72,129,40,62
"Jefes y empleados de oficina (016)",319,,,8,127,36,56,40,52
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",1264,16,,112,634,145,183,66,108
"Agricult.trabaj. calif.agrop. y pesquros (018)",4442,449,1,2278,1518,72,51,31,42
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",686,9,,148,351,59,69,21,29
"Obreros. construc., conf., papel, fab., instr (020)",1975,19,,379,1277,113,88,55,44
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3048,129,3,1038,1540,127,114,55,42
"Otra (022)",97,,,,23,10,37,18,9
"Ocupación no especificada (023)",408,8,,97,192,26,28,16,41
"Mujeres (024)",6314,634,5,1623,2227,363,744,163,555
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",8,,,1,2,,,,5
"Profes., científicos e intelectuales (026)",711,,,,23,42,304,23,319
"Técnicos de nivel medio ytrab.asimilados (027)",220,1,,13,34,32,89,18,33
"Jefes y empleados de oficina (028)",237,,,1,46,38,84,17,51
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",2281,157,2,595,1076,133,169,62,87
"Agricult.trabaj. calif.agrop. y pesquros (030)",479,144,2,201,114,8,5,2,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",266,35,,90,97,14,21,3,6
"Obreros. construc., conf., papel, fab., instr (032)",130,12,,29,65,11,5,6,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1557,198,1,559,644,63,49,25,18
"Otra (034)",1,,,,,,,,1
"Ocupación no especificada (035)",424,87,,134,126,22,18,7,30
,,,,,,,,,
"URBANA (036)",11185,362,5,2158,4718,820,1423,487,1212
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",32,,,2,8,3,5,1,13
