"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CUSCO (000)",105211,717,2348,5773,11098,18771,30488,36016
"De 12 a 14 años (001)",169,,,,,,6,163
"De 15 a 19 años (002)",1722,,,,,,818,904
"De 20 a 24 años (003)",11561,,,,,16,4269,7276
"De 25 a 29 años (004)",15381,,,,,529,7015,7837
"De 30 a 34 años (005)",14429,,,,2,1974,7587,4866
"De 35 a 39 años (006)",13271,,,,97,3765,6144,3265
"De 40 a 44 años (007)",11198,,,,760,4685,3360,2393
"De 45 a 49 años (008)",9330,,,47,1948,4369,1121,1845
"De 50 y más años (009)",28150,717,2348,5726,8291,3433,168,7467
"Sin nivel (010)",7357,178,543,1145,1356,889,798,2448
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",16,,,,,,5,11
"De 20 a 24 años (013)",103,,,,,,38,65
"De 25 a 29 años (014)",183,,,,,3,110,70
"De 30 a 34 años (015)",283,,,,,42,162,79
"De 35 a 39 años (016)",370,,,,4,85,192,89
"De 40 a 44 años (017)",396,,,,20,112,163,101
"De 45 a 49 años (018)",496,,,2,60,226,104,104
"De 50 y más años (019)",5509,178,543,1143,1272,421,24,1928
"Educacion Inicial (020)",98,,,,,10,40,48
"De 15 a 19 años (022)",4,,,,,,2,2
"De 20 a 24 años (023)",14,,,,,,1,13
"De 25 a 29 años (024)",31,,,,,,18,13
"De 30 a 34 años (025)",27,,,,,5,11,11
"De 35 a 39 años (026)",22,,,,,5,8,9
"Primaria (030)",18830,233,699,1640,2923,4143,4965,4227
"De 12 a 14 años (031)",54,,,,,,1,53
"De 15 a 19 años (032)",297,,,,,,176,121
"De 20 a 24 años (033)",964,,,,,5,587,372
"De 25 a 29 años (034)",1583,,,,,77,1068,438
"De 30 a 34 años (035)",1864,,,,1,334,1112,417
"De 35 a 39 años (036)",2071,,,,20,727,993,331
"De 40 a 44 años (037)",2205,,,,166,968,712,359
"De 45 a 49 años (038)",1987,,,15,394,984,273,321
"De 50 y más años (039)",7805,233,699,1625,2342,1048,43,1815
"Secundaria (040)",32995,200,643,1472,3096,6341,12033,9210
"De 12 a 14 años (041)",114,,,,,,5,109
"De 15 a 19 años (042)",1190,,,,,,556,634
"De 20 a 24 años (043)",4598,,,,,7,2410,2181
"De 25 a 29 años (044)",4993,,,,,257,2978,1758
"De 30 a 34 años (045)",4807,,,,1,838,2782,1186
"De 35 a 39 años (046)",4311,,,,41,1481,1958,831
"De 40 a 44 años (047)",3583,,,,315,1659,985,624
"De 45 a 49 años (048)",2749,,,21,701,1270,311,446
