"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",3491,,,,713,1497,572,627,82
"Superior no univ. completo (036)",4229,,,,,1669,1207,1132,221
"Superior univ. incompleto (037)",2297,,,,380,979,309,573,56
"Superior univ. completo (038)",3817,,,,,780,1035,1657,345
"Hombres (040)",28793,1188,3190,3852,3361,4474,3412,6308,3008
"Sin nivel (041)",1958,1188,343,12,22,32,52,152,157
"Educación inicial (042)",749,,733,11,,3,2,,
"Primaria (043)",8249,,2114,2311,173,243,388,1290,1730
"Secundaria (044)",10889,,,1518,2670,1919,1525,2617,640
"Superior no univ. incompleto (045)",1751,,,,314,739,288,357,53
"Superior no univ. completo (046)",1851,,,,,697,492,527,135
"Superior univ. incompleto (047)",1273,,,,182,503,163,378,47
"Superior univ. completo (048)",2073,,,,,338,502,987,246
"Mujeres (050)",31738,1135,3107,3784,3194,4915,4334,7729,3540
"Sin nivel (051)",3862,1135,313,22,18,51,195,831,1297
"Educación inicial (052)",698,,668,12,3,7,8,,
"Primaria (053)",10385,,2126,2210,166,487,878,2797,1721
"Secundaria (054)",9907,,,1540,2410,1722,1575,2361,299
"Superior no univ. incompleto (055)",1740,,,,399,758,284,270,29
"Superior no univ. completo (056)",2378,,,,,972,715,605,86
"Superior univ. incompleto (057)",1024,,,,198,476,146,195,9
"Superior univ. completo (058)",1744,,,,,442,533,670,99
,,,,,,,,,
"RURAL (060)",26375,1218,3519,3761,2687,3787,3134,5723,2546
"Sin nivel (061)",3257,1218,353,33,34,95,124,561,839
"Educación inicial (062)",718,,700,12,2,3,1,,
"Primaria (063)",12041,,2466,2450,371,930,1329,3030,1465
"Secundaria (064)",8639,,,1266,2088,2023,1366,1722,174
"Superior no univ. incompleto (065)",580,,,,155,288,67,59,11
"Superior no univ. completo (066)",533,,,,,263,124,126,20
"Superior univ. incompleto (067)",282,,,,37,117,33,87,8
"Superior univ. completo (068)",325,,,,,68,90,138,29
"Hombres (070)",12866,618,1764,1978,1388,1840,1434,2697,1147
"Sin nivel (071)",1047,618,167,12,15,23,26,80,106
"Educación inicial (072)",355,,346,7,1,1,,,
"Primaria (073)",5418,,1251,1267,163,301,415,1173,848
"Secundaria (074)",5079,,,692,1118,1137,818,1175,139
"Superior no univ. incompleto (075)",326,,,,79,150,44,44,9
"Superior no univ. completo (076)",285,,,,,128,61,78,18
"Superior univ. incompleto (077)",168,,,,12,66,19,64,7
"Superior univ. completo (078)",188,,,,,34,51,83,20
"Mujeres (080)",13509,600,1755,1783,1299,1947,1700,3026,1399
"Sin nivel (081)",2210,600,186,21,19,72,98,481,733
"Educación inicial (082)",363,,354,5,1,2,1,,
"Primaria (083)",6623,,1215,1183,208,629,914,1857,617
"Secundaria (084)",3560,,,574,970,886,548,547,35
"Superior no univ. incompleto (085)",254,,,,76,138,23,15,2
"Superior no univ. completo (086)",248,,,,,135,63,48,2
"Superior univ. incompleto (087)",114,,,,25,51,14,23,1
"Superior univ. completo (088)",137,,,,,34,39,55,9
