"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JAUJA (000)",86906,3541,9816,11397,9242,13176,10880,19760,9094
"Sin nivel (001)",9077,3541,1009,67,74,178,371,1544,2293
"Educación inicial (002)",2165,,2101,35,5,13,11,,
"Primaria (003)",30675,,6706,6971,710,1660,2595,7117,4916
"Secundaria (004)",29435,,,4324,7168,5664,4466,6700,1113
"Superior no univ. incompleto (005)",4071,,,,868,1785,639,686,93
"Superior no univ. completo (006)",4762,,,,,1932,1331,1258,241
"Superior univ. incompleto (007)",2579,,,,417,1096,342,660,64
"Superior univ. completo (008)",4142,,,,,848,1125,1795,374
"Hombres (010)",41659,1806,4954,5830,4749,6314,4846,9005,4155
"Sin nivel (011)",3005,1806,510,24,37,55,78,232,263
"Educación inicial (012)",1104,,1079,18,1,4,2,,
"Primaria (013)",13667,,3365,3578,336,544,803,2463,2578
"Secundaria (014)",15968,,,2210,3788,3056,2343,3792,779
"Superior no univ. incompleto (015)",2077,,,,393,889,332,401,62
"Superior no univ. completo (016)",2136,,,,,825,553,605,153
"Superior univ. incompleto (017)",1441,,,,194,569,182,442,54
"Superior univ. completo (018)",2261,,,,,372,553,1070,266
"Mujeres (020)",45247,1735,4862,5567,4493,6862,6034,10755,4939
"Sin nivel (021)",6072,1735,499,43,37,123,293,1312,2030
"Educación inicial (022)",1061,,1022,17,4,9,9,,
"Primaria (023)",17008,,3341,3393,374,1116,1792,4654,2338
"Secundaria (024)",13467,,,2114,3380,2608,2123,2908,334
"Superior no univ. incompleto (025)",1994,,,,475,896,307,285,31
"Superior no univ. completo (026)",2626,,,,,1107,778,653,88
"Superior univ. incompleto (027)",1138,,,,223,527,160,218,10
"Superior univ. completo (028)",1881,,,,,476,572,725,108
,,,,,,,,,
"URBANA (030)",60531,2323,6297,7636,6555,9389,7746,14037,6548
"Sin nivel (031)",5820,2323,656,34,40,83,247,983,1454
"Educación inicial (032)",1447,,1401,23,3,10,10,,
"Primaria (033)",18634,,4240,4521,339,730,1266,4087,3451
"Secundaria (034)",20796,,,3058,5080,3641,3100,4978,939
