"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2062,,,,,777,661,560,64
"Superior univ. incompleto (037)",1143,,,,215,533,164,209,22
"Superior univ. completo (038)",1687,,,,,441,491,675,80
"Hombres (040)",14451,624,1508,1781,1619,2588,1949,3201,1181
"Sin nivel (041)",907,624,72,14,9,28,27,68,65
"Educación inicial (042)",350,,333,10,,3,4,,
"Primaria (043)",3932,,1103,1021,68,186,215,676,663
"Secundaria (044)",5757,,,736,1291,1156,879,1396,299
"Superior no univ. incompleto (045)",861,,,,149,366,170,151,25
"Superior no univ. completo (046)",993,,,,,335,295,315,48
"Superior univ. incompleto (047)",662,,,,102,304,96,143,17
"Superior univ. completo (048)",989,,,,,210,263,452,64
"Mujeres (050)",15215,603,1369,1747,1554,2559,2216,3641,1526
"Sin nivel (051)",1839,603,75,7,6,36,61,432,619
"Educación inicial (052)",320,,300,12,,2,6,,
"Primaria (053)",5037,,994,965,91,218,462,1547,760
"Secundaria (054)",5013,,,763,1165,1036,895,1051,103
"Superior no univ. incompleto (055)",758,,,,179,365,130,77,7
"Superior no univ. completo (056)",1069,,,,,442,366,245,16
"Superior univ. incompleto (057)",481,,,,113,229,68,66,5
"Superior univ. completo (058)",698,,,,,231,228,223,16
,,,,,,,,,
"RURAL (060)",19355,971,2150,2576,2107,2986,2349,4270,1946
"Sin nivel (061)",2407,971,210,12,14,41,68,485,606
"Educación inicial (062)",460,,444,10,,5,1,,
"Primaria (063)",7175,,1496,1511,159,395,632,1934,1048
"Secundaria (064)",7189,,,1043,1702,1589,1190,1440,225
"Superior no univ. incompleto (065)",728,,,,179,364,100,67,18
"Superior no univ. completo (066)",680,,,,,324,203,134,19
"Superior univ. incompleto (067)",281,,,,53,142,33,45,8
"Superior univ. completo (068)",435,,,,,126,122,165,22
"Hombres (070)",9183,481,1051,1289,1134,1448,1033,1875,872
"Sin nivel (071)",767,481,109,7,7,19,23,51,70
"Educación inicial (072)",238,,230,7,,1,,,
"Primaria (073)",2954,,712,739,70,120,160,601,552
"Secundaria (074)",4065,,,536,947,850,614,932,186
"Superior no univ. incompleto (075)",378,,,,81,181,56,43,17
"Superior no univ. completo (076)",350,,,,,140,96,95,19
"Superior univ. incompleto (077)",172,,,,29,85,21,30,7
"Superior univ. completo (078)",259,,,,,52,63,123,21
"Mujeres (080)",10172,490,1099,1287,973,1538,1316,2395,1074
"Sin nivel (081)",1640,490,101,5,7,22,45,434,536
"Educación inicial (082)",222,,214,3,,4,1,,
"Primaria (083)",4221,,784,772,89,275,472,1333,496
"Secundaria (084)",3124,,,507,755,739,576,508,39
"Superior no univ. incompleto (085)",350,,,,98,183,44,24,1
"Superior no univ. completo (086)",330,,,,,184,107,39,
"Superior univ. incompleto (087)",109,,,,24,57,12,15,1
"Superior univ. completo (088)",176,,,,,74,59,42,1
