"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANUCO (000)",95958,1976,33544,32874,22541,5023
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",198,,10,91,93,4
"Profes., científicos e intelectuales (002)",10512,,2158,5312,2922,120
"Técnicos de nivel medio y trab.asimilados (003)",3500,5,1382,1278,743,92
"Jefes y empleados de oficina (004)",3073,,1282,1065,702,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13456,120,4514,4664,3401,757
"Agricult.trabaj. calif. agrop. y pesqueros (006)",18485,,4216,6332,5715,2222
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",5477,61,2213,1747,1211,245
"Obreros construc., conf., papel, fab., instr. (008)",8743,9,2904,3517,2078,235
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",25236,1537,11287,6765,4595,1052
"Otra (010)",451,,132,219,100,
"Ocupación no especificada (011)",1354,5,501,427,319,102
"Desocupado (012)",5473,239,2945,1457,662,170
"Hombres (013)",64923,1345,22932,21447,15339,3860
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",132,,2,66,60,4
"Profes., científicos e intelectuales (015)",5392,,1028,2593,1667,104
"Técnicos de nivel medio y trab.asimilados (016)",2395,4,947,840,527,77
"Jefes y empleados de oficina (017)",1460,,540,522,380,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",5894,73,2214,1834,1389,384
"Agricult.trabaj. calif. agrop. y pesqueros (019)",16844,,3862,5760,5203,2019
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",4554,55,1908,1410,979,202
"Obreros construc., conf., papel, fab., instr. (021)",8515,4,2826,3433,2025,227
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",15260,1066,7472,3675,2404,643
"Otra (023)",412,,104,213,95,
"Ocupación no especificada (024)",589,4,235,175,132,43
"Desocupado (025)",3476,139,1794,926,478,139
"Mujeres (026)",31035,631,10612,11427,7202,1163
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",66,,8,25,33,
"Profes., científicos e intelectuales (028)",5120,,1130,2719,1255,16
"Técnicos de nivel medio y trab.asimilados (029)",1105,1,435,438,216,15
"Jefes y empleados de oficina (030)",1613,,742,543,322,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",7562,47,2300,2830,2012,373
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1641,,354,572,512,203
